# File chua thong tin toa do tai lan chay thu 13
##########################################################################################
#  Step                   x                   y            delta_x            delta_y
     1      0.000000000000      0.000000000000      0.000000000000      0.000000000000
     2     -0.106050756332     -0.994360717789     -0.106050756332     -0.994360717789
     3     -0.814504429188     -1.700118036856     -0.708453672856     -0.705757319067
     4     -0.505593592185     -0.749027034489      0.308910837003      0.951091002366
     5     -0.852756513016     -1.686831868344     -0.347162920831     -0.937804833854
     6     -1.844478310071     -1.815236997698     -0.991721797056     -0.128405129355
     7     -2.834160245973     -1.671955227224     -0.989681935901      0.143281770474
     8     -1.942281481202     -1.219680676811      0.891878764770      0.452274550413
     9     -1.909297348720     -0.220224801344      0.032984132482      0.999455875466
    10     -2.073998239960      0.766118757678     -0.164700891240      0.986343559022
    11     -1.963872263951      1.760036394813      0.110125976009      0.993917637135
    12     -1.003635966447      1.480847833164      0.960236297504     -0.279188561649
    13     -0.008711002980      1.380228167741      0.994924963467     -0.100619665423
    14      0.820013519747      1.939884906673      0.828724522726      0.559656738932
    15      1.757934289317      1.593035328312      0.937920769570     -0.346849578361
    16      0.819952913299      1.246349680722     -0.937981376017     -0.346685647590
    17      0.859188772511      0.247119703514      0.039235859211     -0.999229977208
    18      0.251151758086      1.041028381568     -0.608037014425      0.793908678054
    19      0.588216670393      1.982509791310      0.337064912307      0.941481409743
    20      0.492045083186      2.977874561540     -0.096171587207      0.995364770230
    21     -0.101146724844      3.782935726226     -0.593191808030      0.805061164686
    22     -0.841951791128      3.111215655238     -0.740805066284     -0.671720070988
    23     -0.951928750540      4.105149792089     -0.109976959412      0.993934136851
    24     -1.927152411460      3.883928610505     -0.975223660920     -0.221221181584
    25     -2.871600789094      4.212588407233     -0.944448377634      0.328659796728
    26     -2.060518061748      4.797519864244      0.811082727346      0.584931457012
    27     -1.189683079744      4.305944402979      0.870834982004     -0.491575461265
    28     -1.741776639357      3.472162236323     -0.552093559613     -0.833782166656
    29     -2.118790008339      2.545954419681     -0.377013368982     -0.926207816642
    30     -1.903599370958      3.522526480301      0.215190637381      0.976572060620
    31     -2.139770199753      2.550814928642     -0.236170828795     -0.971711551658
    32     -3.119096684797      2.753100953103     -0.979326485044      0.202286024460
    33     -2.872403584752      3.722194609253      0.246693100045      0.969093656150
    34     -1.874362844926      3.784762026074      0.998040739826      0.062567416821
    35     -2.510600118343      3.013268583513     -0.636237273417     -0.771493442561
    36     -3.214953438958      3.723118144856     -0.704353320615      0.709849561343
    37     -4.154924459715      3.381863869956     -0.939971020757     -0.341254274900
    38     -5.150067972287      3.480298565999     -0.995143512572      0.098434696044
    39     -4.698023653191      4.372294044448      0.452044319095      0.891995478449
    40     -4.628482339810      3.374714972027      0.069541313381     -0.997579072421
    41     -3.805654812778      3.943006148060      0.822827527032      0.568291176034
    42     -3.900931620796      4.938456965456     -0.095276808019      0.995450817396
    43     -3.794919106716      3.944092169791      0.106012514081     -0.994364795665
    44     -3.081975696827      3.242870596894      0.712943409889     -0.701221572897
    45     -2.711162184685      4.171577945424      0.370813512142      0.928707348530
    46     -3.529869836605      4.745788517155     -0.818707651920      0.574210571731
    47     -4.293312227253      5.391664446541     -0.763442390649      0.645875929386
    48     -3.404081773506      4.934204939996      0.889230453748     -0.457459506545
    49     -2.636775227368      4.292924452025      0.767306546138     -0.641280487972
    50     -1.903322814939      4.972665254612      0.733452412429      0.679740802588
    51     -1.219842301854      5.702634013008      0.683480513085      0.729968758395
    52     -1.822078560141      6.500951925374     -0.602236258287      0.798317912366
    53     -1.067042806656      5.845268304289      0.755035753485     -0.655683621085
    54     -1.708026007970      6.612823211532     -0.640983201314      0.767554907243
    55     -2.463775543950      7.267683989764     -0.755749535980      0.654860778232
