# File chua thong tin toa do tai lan chay thu 3
##########################################################################################
#  Step                   x                   y            delta_x            delta_y
     1      0.000000000000      0.000000000000      0.000000000000      0.000000000000
     2      0.955158939991      0.296093565203      0.955158939991      0.296093565203
     3      1.128416343241      1.280970142353      0.173257403250      0.984876577150
     4      2.067235145702      1.625381605790      0.938818802460      0.344411463437
     5      1.954653428576      2.619024075177     -0.112581717126      0.993642469387
     6      2.636167834647      1.887219378336      0.681514406071     -0.731804696840
     7      2.271809574801      2.818478235197     -0.364358259846      0.931258856861
     8      2.057484665080      3.795240659266     -0.214324909721      0.976762424069
     9      3.012843103045      3.499791416573      0.955358437966     -0.295449242693
    10      2.013506196356      3.536202224436     -0.999336906689      0.036410807863
    11      1.144582131580      3.041256803553     -0.868924064776     -0.494945420883
    12      1.532286087599      3.963040749219      0.387703956019      0.921783945666
    13      1.996340455689      3.077234030201      0.464054368090     -0.885806719017
    14      2.769212408764      2.442672020504      0.772871953074     -0.634562009698
    15      2.095123769894      3.181322483814     -0.674088638869      0.738650463310
    16      1.096585833425      3.127267054560     -0.998537936469     -0.054055429253
    17      0.188136153609      2.709272821058     -0.908449679817     -0.417994233502
    18      0.428457760725      1.738579499173      0.240321607116     -0.970693321885
    19      0.483910596560      2.737040806884      0.055452835836      0.998461307712
    20      1.236737137655      3.395259766672      0.752826541095      0.658218959787
    21      2.235803586918      3.438459650424      0.999066449263      0.043199883752
    22      1.686236321799      2.603010177919     -0.549567265120     -0.835449472505
    23      1.127883592545      1.773406519697     -0.558352729254     -0.829603658222
    24      1.986856865040      2.285426946184      0.858973272495      0.512020426487
    25      1.153363414132      1.732897610045     -0.833493450908     -0.552529336139
    26      1.840690880228      1.006549928593      0.687327466096     -0.726347681452
    27      2.577167866201      0.330087328643      0.736476985973     -0.676462599950
    28      1.855238306096     -0.361879224195     -0.721929560105     -0.691966552838
    29      1.408376383734      0.532723716971     -0.446861922362      0.894602941166
    30      0.498460299005      0.117931336675     -0.909916084729     -0.414792380295
    31      1.411795426167      0.525140061400      0.913335127162      0.407208724725
    32      2.149341566051      1.200436804722      0.737546139885      0.675296743322
    33      2.750844000367      1.999307771470      0.601502434316      0.798870966748
    34      3.452439724530      1.286732554503      0.701595724163     -0.712575216967
    35      4.447721829190      1.383755913253      0.995282104660      0.097023358751
    36      3.697344522643      2.044765669474     -0.750377306547      0.661009756221
    37      4.450977778549      1.387470518425      0.753633255906     -0.657295151049
    38      3.778790769498      0.647089113430     -0.672187009051     -0.740381404996
    39      4.137269701459     -0.286448703341      0.358478931961     -0.933537816770
    40      3.171394159204     -0.545455338147     -0.965875542255     -0.259006634806
    41      3.287363732063     -1.538708104653      0.115969572859     -0.993252766506
    42      3.880477234823     -2.343826960998      0.593113502761     -0.805118856345
    43      3.045098227207     -2.893501331542     -0.835379007617     -0.549674370544
    44      2.061935515837     -3.076233602835     -0.983162711370     -0.182732271292
    45      1.186213149455     -2.593418589586     -0.875722366382      0.482815013248
    46      1.365368208289     -3.577239439586      0.179155058835     -0.983820850000
    47      1.582263122658     -2.601044481537      0.216894914368      0.976194958049
    48      2.281068074381     -1.885732214449      0.698804951724      0.715312267088
    49      2.888037169829     -2.680457649533      0.606969095448     -0.794725435085
    50      3.621473723498     -2.000699735461      0.733436553668      0.679757914072
    51      4.507544367453     -1.537149507417      0.886070643956      0.463550228044
    52      5.079283609742     -0.716714111528      0.571739242288      0.820435395889
    53      5.408565806890     -1.660945669273      0.329282197148     -0.944231557745
    54      4.412075884850     -1.744658483541     -0.996489922040     -0.083712814267
    55      4.058167584026     -2.679938609817     -0.353908300824     -0.935280126277
    56      5.017627598971     -2.961783389302      0.959460014945     -0.281844779484
    57      4.142396131651     -3.445487719046     -0.875231467320     -0.483704329745
    58      3.658624820273     -4.320682165034     -0.483771311379     -0.875194445987
    59      4.453747547399     -3.714233610903      0.795122727127      0.606448554130
    60      3.460309239858     -3.828602877356     -0.993438307542     -0.114369266452
    61      4.420293140304     -3.548547684789      0.959983900446      0.280055192567
    62      4.733950450819     -4.498083935576      0.313657310515     -0.949536250788
    63      5.733603705518     -4.524415862391      0.999653254699     -0.026331926815
    64      5.024680394492     -5.229701435109     -0.708923311026     -0.705285572717
    65      4.400187828093     -6.010732186432     -0.624492566399     -0.781030751323
    66      4.128670610254     -6.973165768772     -0.271517217839     -0.962433582341
    67      3.459109289787     -6.230408986147     -0.669561320467      0.742756782625
    68      4.396918987434     -6.577558767943      0.937809697646     -0.347149781795
    69      3.484000817178     -6.985701407736     -0.912918170256     -0.408142639793
    70      3.573941046418     -7.981648572581      0.089940229240     -0.995947164846
    71      4.454647685401     -8.455310705385      0.880706638983     -0.473662132803
    72      3.465693446550     -8.603531869391     -0.988954238851     -0.148221164006
    73      4.453470887989     -8.447661005583      0.987777441439      0.155870863808
    74      3.853673402424     -9.247812851366     -0.599797485565     -0.800151845783
    75      4.307672583191    -10.138814952296      0.453999180767     -0.891002100931
    76      4.576649507313     -9.175668330909      0.268976924122      0.963146621387
    77      4.389066828766    -10.157917148016     -0.187582678547     -0.982248817108
    78      4.500667185330     -9.164163979259      0.111600356564      0.993753168757
    79      5.453228733846     -8.859817965176      0.952561548516      0.304346014084
    80      4.509137969496     -8.530132313881     -0.944090764350      0.329685651294
    81      3.783116027946     -9.217803849127     -0.726021941550     -0.687671535246
    82      4.757844742096     -9.441195733072      0.974728714150     -0.223391883945
    83      4.723401184225     -8.441789088447     -0.034443557870      0.999406644625
    84      4.770975750180     -7.442921399173      0.047574565955      0.998867689273
    85      4.710171219733     -8.441071091893     -0.060804530448     -0.998149692720
    86      5.660705806818     -8.751689827250      0.950534587085     -0.310618735357
    87      6.119049127741     -7.862914602480      0.458343320923      0.888775224770
    88      6.907134093232     -7.247348125836      0.788084965491      0.615566476644
    89      7.619992048396     -6.546039680316      0.712857955165      0.701308445520
    90      8.575265678561     -6.841763016412      0.955273630165     -0.295723336096
    91      7.869373043879     -7.550081862909     -0.705892634682     -0.708318846497
    92      6.916609321061     -7.853794372499     -0.952763722818     -0.303712509590
    93      6.442623530774     -8.734326865145     -0.473985790287     -0.880532492646
    94      7.265300590151     -8.165817888985      0.822677059377      0.568508976160
    95      7.946809732431     -8.897627487849      0.681509142280     -0.731809598864
    96      8.907495334562     -9.175266054797      0.960685602132     -0.277638566948
    97      8.685858603252     -8.200136750892     -0.221636731310      0.975129303905
    98      9.100511567782     -7.290157125292      0.414652964530      0.909979625600
    99      9.895776814466     -7.896418774596      0.795265246684     -0.606261649304
   100     10.413691489599     -7.040986492483      0.517914675133      0.855432282113
   101      9.807596457444     -7.836378730311     -0.606095032155     -0.795392237828
   102      8.929424517996     -7.358033619783     -0.878171939448      0.478345110528
   103      8.236862845495     -8.079392289089     -0.692561672501     -0.721358669306
   104      8.929324488569     -8.800846981271      0.692461643074     -0.721454692182
   105      9.087210729457     -9.788304289178      0.157886240888     -0.987457307907
   106      8.904867898718    -10.771539302833     -0.182342830739     -0.983235013655
   107      9.436390063617     -9.924494918978      0.531522164899      0.847044383855
   108     10.429309460448     -9.805704888262      0.992919396831      0.118790030716
   109     11.177355532210    -10.469351687787      0.748046071762     -0.663646799526
   110     10.530442951956    -11.231915857880     -0.646912580254     -0.762564170092
   111     11.426658048707    -10.788296087856      0.896215096751      0.443619770024
   112     12.141455693455    -11.487627430685      0.714797644748     -0.699331342829
   113     11.356930332339    -12.107724163272     -0.784525361116     -0.620096732588
   114     11.763299031605    -13.021433351284      0.406368699265     -0.913709188012
   115     12.054954365215    -12.064909872024      0.291655333610      0.956523479261
   116     11.056276654335    -12.013501411700     -0.998677710879      0.051408460323
   117     10.440776306229    -12.801638025164     -0.615500348106     -0.788136613463
   118     10.471382850897    -11.802106515193      0.030606544668      0.999531509970
   119     10.256788129335    -12.778809697065     -0.214594721562     -0.976703181871
   120      9.740682399218    -11.922284813982     -0.516105730117      0.856524883083
   121     10.544180208916    -11.326977103793      0.803497809698      0.595307710188
   122     11.487733645760    -10.995756766525      0.943553436844      0.331220337268
   123     12.057087553350    -10.173664236507      0.569353907590      0.822092530018
   124     13.052479374040    -10.269555442067      0.995391820690     -0.095891205561
   125     12.141109361333     -9.857967419965     -0.911370012707      0.411588022103
   126     12.213852364047     -8.860616701533      0.072743002715      0.997350718432
   127     11.229746129970     -8.683035959192     -0.984106234077      0.177580742341
