# File chua thong tin toa do tai lan chay thu 12
##########################################################################################
#  Step                   x                   y            delta_x            delta_y
     1      0.000000000000      0.000000000000      0.000000000000      0.000000000000
     2     -0.432782980837     -0.901498137268     -0.432782980837     -0.901498137268
     3     -1.067146479922     -1.674533033653     -0.634363499085     -0.773034896385
     4     -1.862247701232     -2.281009783306     -0.795101221311     -0.606476749653
     5     -1.039402890791     -2.849275933917      0.822844810441     -0.568266150611
     6     -0.288396317607     -3.509570661318      0.751006573185     -0.660294727401
     7     -1.288347282645     -3.519473565843     -0.999950965039     -0.009902904524
     8     -0.621598016924     -2.774191460422      0.666749265722      0.745282105420
     9     -1.547384204816     -3.152238989588     -0.925786187892     -0.378047529165
    10     -1.623623063038     -2.155149406603     -0.076238858222      0.997089582985
    11     -2.505002456248     -2.627558514501     -0.881379393210     -0.472409107898
    12     -2.310686591181     -1.646619502848      0.194315865067      0.980939011653
    13     -3.255928070571     -1.972991293357     -0.945241479390     -0.326371790509
    14     -4.235603844751     -2.173578873939     -0.979675774181     -0.200587580582
    15     -4.805488217386     -1.351853979691     -0.569884372634      0.821724894248
    16     -5.524145883136     -2.047218027840     -0.718657665750     -0.695364048149
    17     -6.184658067502     -2.798033354204     -0.660512184366     -0.750815326364
    18     -5.433413517044     -3.458057312410      0.751244550459     -0.660023958206
    19     -4.755413049639     -4.193118783444      0.678000467404     -0.735061471034
    20     -4.829352754261     -5.190381497116     -0.073939704622     -0.997262713672
    21     -5.174397024832     -4.251795085886     -0.345044270571      0.938586411230
    22     -4.175511229865     -4.298987973211      0.998885794967     -0.047192887325
    23     -3.359112785662     -3.721498942750      0.816398444203      0.577489030461
    24     -2.394621241445     -3.985612670398      0.964491544218     -0.264113727649
    25     -1.597195544176     -3.382195520049      0.797425697269      0.603417150349
    26     -0.629788895350     -3.635423432820      0.967406648827     -0.253227912771
    27     -0.888511847067     -4.601375002131     -0.258722951718     -0.965951569311
    28     -0.530515704140     -5.535098066882      0.357996142928     -0.933723064752
    29      0.466047771216     -5.617930666662      0.996563475356     -0.082832599780
    30      1.124977059067     -6.370135554716      0.658929287851     -0.752204888054
    31      0.137646510049     -6.211458565286     -0.987330549019      0.158676989431
    32      0.878276252243     -5.539545189189      0.740629742194      0.671913376096
    33      1.698369099651     -4.967314709723      0.820092847408      0.572230479466
    34      2.698049878709     -4.992580100715      0.999680779058     -0.025265390992
    35      2.380464113134     -4.044350549655     -0.317585765575      0.948229551060
    36      2.831837382176     -3.152015314447      0.451373269043      0.892335235208
    37      1.997412052623     -2.600894302872     -0.834425329554      0.551121011575
    38      1.401358110957     -3.403838696105     -0.596053941666     -0.802944393233
    39      1.650278346657     -4.372362684584      0.248920235700     -0.968523988479
    40      0.651202044611     -4.329391267468     -0.999076302047      0.042971417116
    41      1.270537198284     -5.114517988083      0.619335153674     -0.785126720615
    42      0.868040631004     -6.029939482984     -0.402496567280     -0.915421494901
    43      1.563313914024     -6.748684960827      0.695273283020     -0.718745477842
    44      1.852053685102     -5.791277344084      0.288739771078      0.957407616743
    45      2.838272935392     -5.625833727232      0.986219250290      0.165443616852
    46      2.198234666160     -6.394176758643     -0.640038269233     -0.768343031411
    47      3.097375368123     -6.831836441584      0.899140701964     -0.437659682941
    48      4.090773615369     -6.717119736741      0.993398247245      0.114716704843
    49      3.154208140930     -6.366627066217     -0.936565474438      0.350492670523
    50      2.227779593872     -6.743097712078     -0.926428547059     -0.376470645860
    51      2.823348512861     -5.939793496520      0.595568918990      0.803304215558
    52      1.929208361381     -6.387580711065     -0.894140151481     -0.447787214545
    53      2.889758492995     -6.109473816766      0.960550131614      0.278106894299
    54      3.220956062791     -5.165912388050      0.331197569797      0.943561428716
    55      3.625079205683     -4.251207798918      0.404123142891      0.914704589132
    56      4.511907643845     -3.789108976947      0.886828438162      0.462098821971
    57      3.543088704855     -4.036878756088     -0.968818938989     -0.247769779141
    58      2.912071246397     -4.812647385977     -0.631017458459     -0.775768629889
    59      3.796510044572     -4.345991182459      0.884438798175      0.466656203519
    60      4.693673253913     -3.904291990922      0.897163209341      0.441699191537
    61      3.908185346119     -4.523168995430     -0.785487907794     -0.618877004508
    62      4.850334529645     -4.858362843795      0.942149183526     -0.335193848365
    63      5.760694952960     -5.272179106962      0.910360423315     -0.413816263167
    64      5.050486954109     -5.976171009165     -0.710207998851     -0.703991902204
    65      4.643327984432     -6.889528317896     -0.407158969677     -0.913357308731
    66      5.353991430409     -7.593060454015      0.710663445977     -0.703532136119
    67      4.705468140678     -6.831865641450     -0.648523289732      0.761194812565
    68      3.759802468329     -6.506725000894     -0.945665672349      0.325140640556
    69      3.121082702738     -5.737285554906     -0.638719765591      0.769439445988
    70      2.135122578182     -5.904266490303     -0.985960124556     -0.166980935397
    71      2.858299028402     -5.213603170119      0.723176450220      0.690663320184
    72      1.910691070379     -4.894167483489     -0.947607958023      0.319435686629
    73      1.127858001041     -5.516399261487     -0.782833069339     -0.622231777997
    74      1.971679258525     -4.979774918564      0.843821257485      0.536624342923
    75      1.102310401341     -4.485611190475     -0.869368857184      0.494163728089
    76      1.940877691391     -5.030409226502      0.838567290050     -0.544798036027
    77      2.429040349278     -5.903161894470      0.488162657887     -0.872752667968
    78      3.018474651897     -6.710978212018      0.589434302619     -0.807816317548
    79      2.027089014714     -6.841953470708     -0.991385637182     -0.130975258690
    80      1.036820709918     -6.702782049375     -0.990268304796      0.139171421333
    81      0.470644313078     -5.878497943219     -0.566176396840      0.824284106156
    82     -0.488215437415     -6.162378162473     -0.958859750493     -0.283880219254
    83      0.071096376624     -6.991335516429      0.559311814039     -0.828957353955
    84      0.915067473607     -6.454946863065      0.843971096983      0.536388653363
    85      0.042745006151     -5.966015873280     -0.872322467456      0.488930989785
    86      1.032577394576     -5.823777190692      0.989832388425      0.142238682588
    87      0.481993201698     -4.988997551175     -0.550584192878      0.834779639517
    88      0.089293040171     -5.908664112020     -0.392700161527     -0.919666560845
    89     -0.508378429731     -5.106922997903     -0.597671469902      0.801741114117
    90     -0.967719967050     -4.218663265565     -0.459341537319      0.888259732338
    91     -0.289939000158     -4.953927137192      0.677780966891     -0.735263871627
    92     -0.814127668856     -4.102324976785     -0.524188668697      0.851602160407
    93     -0.276887992152     -3.258895353299      0.537239676704      0.843429623487
    94     -1.141651910321     -3.761073972748     -0.864763918169     -0.502178619450
    95     -0.924233001789     -2.784995585419      0.217418908532      0.976078387330
    96      0.013229670233     -3.133081406111      0.937462672021     -0.348085820692
    97     -0.395716097108     -4.045640094292     -0.408945767340     -0.912558688181
    98     -0.350226702366     -5.044604915978      0.045489394742     -0.998964821686
    99     -0.972972105520     -5.827029457291     -0.622745403154     -0.782424541314
   100     -1.226842278569     -4.859791154061     -0.253870173049      0.967238303230
   101     -1.059288563155     -3.873928205954      0.167553715414      0.985862948107
   102     -1.209964092391     -4.862511477555     -0.150675529235     -0.988583271601
   103     -2.027684803288     -4.286896294494     -0.817720710897      0.575615183060
   104     -1.998112522584     -5.286458938961      0.029572280703     -0.999562644467
   105     -2.366928019506     -4.356956314312     -0.368815496922      0.929502624650
   106     -2.947602441235     -5.171092185005     -0.580674421729     -0.814135870693
   107     -2.391948222290     -4.339678696440      0.555654218945      0.831413488565
   108     -2.855066465840     -3.453382192729     -0.463118243550      0.886296503712
   109     -3.438319432829     -4.265672766660     -0.583252966990     -0.812290573931
   110     -2.744459612635     -4.985782862353      0.693859820195     -0.720110095693
   111     -2.311808718434     -5.887344398660      0.432650894200     -0.901561536307
   112     -1.413196523433     -5.448600597570      0.898612195002      0.438743801089
   113     -0.768037729634     -4.684552084200      0.645158793799      0.764048513370
   114     -0.487062987623     -5.644267247335      0.280974742011     -0.959715163135
   115      0.090893879417     -4.828199934032      0.577956867040      0.816067313303
   116      0.715172453847     -5.609401739911      0.624278574430     -0.781201805878
   117      1.366235686487     -4.850378244158      0.651063232640      0.759023495753
   118      2.338465999350     -4.616352137174      0.972230312863      0.234026106984
   119      2.271587997142     -3.618590976965     -0.066878002208      0.997761160209
   120      1.421912417824     -4.145896779997     -0.849675579318     -0.527305803032
   121      1.056225379474     -5.076634653935     -0.365687038351     -0.930737873938
   122      0.721967958852     -4.134152836200     -0.334257420621      0.942481817734
   123      0.036194299607     -3.406337963939     -0.685773659246      0.727814872261
   124     -0.234122996392     -2.443566672570     -0.270317295998      0.962771291369
   125     -0.895433900800     -3.193678589360     -0.661310904408     -0.750111916790
   126      0.103703879501     -3.235196007097      0.999137780301     -0.041517417737
   127     -0.805303293064     -3.651976477160     -0.909007172565     -0.416780470062
   128     -1.677003167943     -4.142016606269     -0.871699874878     -0.490040129109
   129     -1.855550193066     -5.125947985898     -0.178547025124     -0.983931379629
   130     -1.446891651015     -4.213260637455      0.408658542051      0.912687348443
   131     -2.442470353642     -4.119329562324     -0.995578702627      0.093931075131
   132     -1.826583720886     -3.331494772795      0.615886632756      0.787834789529
   133     -1.687826242899     -4.321821164598      0.138757477987     -0.990326391804
   134     -1.280084150443     -5.234918304031      0.407742092456     -0.913097139432
   135     -1.113635908119     -6.220968496783      0.166448242324     -0.986050192752
   136     -0.159615487216     -5.921226880554      0.954020420903      0.299741616229
   137      0.683911729322     -6.458313312109      0.843527216537     -0.537086431555
   138      0.936890930121     -7.425785029506      0.252979200800     -0.967471717397
   139     -0.001457102385     -7.771477045457     -0.938348032506     -0.345692015951
   140      0.399566209960     -6.855409197011      0.401023312344      0.916067848446
   141      0.172586293198     -7.829308636064     -0.226979916762     -0.973899439052
   142      0.773078228754     -7.029677824169      0.600491935556      0.799630811895
   143      1.400252495776     -6.250798861308      0.627174267021      0.778878962860
   144      0.875318153157     -7.101941584910     -0.524934342618     -0.851142723602
   145      0.798932992483     -6.104863199211     -0.076385160675      0.997078385699
   146      0.302733706779     -5.236654544067     -0.496199285704      0.868208655144
   147      0.347743224236     -4.237667985930      0.045009517457      0.998986558137
   148      0.130179844193     -5.213714181386     -0.217563380043     -0.976046195456
   149      0.496945692939     -6.144027468506      0.366765848746     -0.930313287121
   150      1.073691677723     -5.327103929223      0.576745984784      0.816923539283
   151      0.515710052617     -6.156957233153     -0.557981625106     -0.829853303930
   152     -0.475122943772     -6.021864771234     -0.990832996389      0.135092461919
   153     -1.354447858501     -5.545642455151     -0.879324914730      0.476222316083
   154     -0.459534976281     -5.991883346639      0.894912882220     -0.446240891488
   155      0.484925991700     -5.663259732209      0.944460967981      0.328623614429
   156      0.059026809523     -4.758489105685     -0.425899182177      0.904770626524
   157      0.703506869619     -5.523110222408      0.644480060096     -0.764621116723
   158     -0.296162603625     -5.497401386104     -0.999669473244      0.025708836305
   159      0.675672079375     -5.261737750982      0.971834683000      0.235663635122
   160      1.199450381604     -4.409883133037      0.523778302230      0.851854617945
   161      2.106166024879     -4.831625640074      0.906715643275     -0.421742507036
   162      1.637625724529     -3.948183515796     -0.468540300350      0.883442124277
   163      0.900250220743     -3.272700454264     -0.737375503786      0.675483061532
   164     -0.028031167560     -2.900821893266     -0.928281388303      0.371878560998
   165      0.832562605818     -2.391529877598      0.860593773378      0.509292015668
   166     -0.153672932456     -2.226183383699     -0.986235538274      0.165346493899
   167     -1.022392024519     -2.721488480670     -0.868719092063     -0.495305096971
   168     -0.557863811223     -1.835930160144      0.464528213296      0.885558320526
   169     -1.531173660627     -2.065425120991     -0.973309849403     -0.229494960847
   170     -2.059620839850     -1.216458938643     -0.528447179224      0.848966182348
   171     -2.869121086890     -1.803578475060     -0.809500247039     -0.587119536417
   172     -2.206446407888     -1.054671091060      0.662674679002      0.748907384000
   173     -1.311519675190     -1.500884205058      0.894926732698     -0.446213113997
   174     -0.344781396976     -1.756651875874      0.966738278214     -0.255767670817
   175      0.208938308792     -2.589354996707      0.553719705768     -0.832703120833
   176     -0.788244760594     -2.664361170651     -0.997183069386     -0.075006173944
   177     -1.345192935845     -1.833813923298     -0.556948175251      0.830547247352
   178     -1.819414273138     -0.953408264947     -0.474221337292      0.880405658351
   179     -0.824411233816     -0.853563626933      0.995003039322      0.099844638014
   180     -1.707029354087     -0.383472940184     -0.882618120272      0.470090686749
   181     -2.651238223657     -0.054125690877     -0.944208869570      0.329347249307
   182     -1.990612647315      0.696589866363      0.660625576342      0.750715557240
   183     -1.116095118421      1.181583775250      0.874517528894      0.484993908887
   184     -1.378142992233      0.216528900214     -0.262047873811     -0.965054875036
   185     -1.872703136630     -0.652614507731     -0.494560144397     -0.869143407945
   186     -0.977290279812     -0.207377699005      0.895412856818      0.445236808726
   187     -1.440610136509     -1.093568824208     -0.463319856698     -0.886191125204
   188     -0.589220733465     -0.569034664802      0.851389403044      0.524534159406
   189     -1.476143872246     -0.107117631240     -0.886923138781      0.461917033562
   190     -1.539935012363      0.890845639849     -0.063791140117      0.997963271089
   191     -0.845840324948      0.170961923612      0.694094687415     -0.719883716236
   192     -0.104986039282      0.842627709112      0.740854285666      0.671665785500
   193      0.524109083804      1.619956034923      0.629095123087      0.777328325811
   194     -0.132408589948      0.865645393310     -0.656517673752     -0.754310641613
   195      0.156424113351      1.823024978169      0.288832703299      0.957379584859
   196     -0.614467455268      2.459991374011     -0.770891568619      0.636966395842
   197     -1.097863777297      3.335392993754     -0.483396322028      0.875401619744
   198     -1.322841093081      2.361028992273     -0.224977315785     -0.974364001481
   199     -2.316490082055      2.473553152843     -0.993648988973      0.112524160570
   200     -1.569442201644      1.808782918572      0.747047880411     -0.664770234272
   201     -0.802376917608      2.450351971774      0.767065284036      0.641569053202
   202      0.182677140493      2.278106499793      0.985054058101     -0.172245471981
   203      1.013127570320      2.835199026758      0.830450429827      0.557092526965
   204      1.797813476105      2.215305463908      0.784685905785     -0.619893562850
   205      2.445489662202      1.453389748121      0.647676186096     -0.761915715787
   206      1.508853504110      1.803693483977     -0.936636158092      0.350303735857
   207      0.737338183055      2.439904226874     -0.771515321055      0.636210742897
   208      1.632454066505      1.994070675877      0.895115883450     -0.445833550997
   209      2.607170321591      1.770624436097      0.974716255086     -0.223446239780
   210      2.479906042241      0.778755592347     -0.127264279350     -0.991868843750
   211      1.721625994177      1.430684552210     -0.758280048064      0.651928959863
   212      0.796202959582      1.809620176085     -0.925423034594      0.378935623876
   213     -0.164593757156      1.532366377005     -0.960796716739     -0.277253799080
   214     -0.451153521977      0.574304008897     -0.286559764821     -0.958062368109
   215     -0.705387532139      1.541446742973     -0.254234010162      0.967142734077
   216     -1.190288262981      0.666877545466     -0.484900730841     -0.874569197508
   217     -2.187646650418      0.594239765976     -0.997358387437     -0.072637779490
   218     -2.473818021359     -0.363938686325     -0.286171370942     -0.958178452301
   219     -1.706475156589      0.277298343084      0.767342864771      0.641237029409
   220     -0.730004286638      0.061648997762      0.976470869951     -0.215649345322
   221      0.237836113981      0.313214017050      0.967840400619      0.251565019288
   222      0.452090301396      1.289991956592      0.214254187415      0.976777939542
   223      1.339789641207      1.750415546452      0.887699339811      0.460423589860
   224      1.250888116341      2.746455966754     -0.088901524865      0.996040420303
   225      0.851337439045      3.663167075159     -0.399550677297      0.916711108404
   226      1.634353863455      3.041166046941      0.783016424410     -0.622001028218
   227      2.303434645942      2.297976362872      0.669080782487     -0.743189684069
   228      1.405487358434      1.857873342140     -0.897947287508     -0.440103020732
   229      2.268601175909      1.352863898582      0.863113817475     -0.505009443558
   230      1.292750421649      1.134425565384     -0.975850754260     -0.218438333198
   231      0.876893155948      2.043855460738     -0.415857265702      0.909429895354
   232      0.185767366073      1.321120971060     -0.691125789875     -0.722734489678
   233      0.701467760221      0.464351980331      0.515700394149     -0.856768990729
   234      1.688840718453      0.622764862863      0.987372958232      0.158412882532
   235      1.701873728345      1.622679929582      0.013033009891      0.999915066720
   236      2.323969546074      2.405621047141      0.622095817729      0.782941117558
   237      1.407558913729      2.005381677607     -0.916410632345     -0.400239369534
   238      2.144122831734      1.329013734329      0.736563918005     -0.676367943278
   239      2.470610278003      0.383812196334      0.326487446269     -0.945201537995
   240      3.162872620094     -0.337833734662      0.692262342091     -0.721645930996
   241      2.184170809129     -0.543120765949     -0.978701810965     -0.205287031287
   242      2.666368433936      0.332941703645      0.482197624807      0.876062469594
   243      3.076935348342      1.244772175166      0.410566914406      0.911830471522
   244      2.545978106509      0.397373563328     -0.530957241833     -0.847398611838
   245      3.382181239609     -0.151046276023      0.836203133100     -0.548419839351
   246      2.395073422125     -0.311103005535     -0.987107817484     -0.160056729511
   247      2.065105592836      0.632889172205     -0.329967829289      0.943992177740
   248      2.762721953216      1.349360674590      0.697616360381      0.716471502384
   249      3.590343778270      0.788074549075      0.827621825053     -0.561286125515
   250      4.535423948521      1.114913151138      0.945080170251      0.326838602063
   251      3.535576994753      1.097418322140     -0.999846953768     -0.017494828998
   252      2.648098334026      1.558267133308     -0.887478660727      0.460848811168
   253      3.445816380843      0.955236522325      0.797718046817     -0.603030610983
   254      4.399862057336      0.655575301668      0.954045676493     -0.299661220657
   255      3.839697279602     -0.172805903929     -0.560164777734     -0.828381205597
   256      2.887083159806      0.131375520168     -0.952614119796      0.304181424097
   257      3.886976048194      0.146011494697      0.999892888388      0.014635974529
   258      3.668845166433     -0.829908029866     -0.218130881761     -0.975919524562
   259      3.970517475155     -1.783319702833      0.301672308722     -0.953411672967
