####################################################################################################
# KET QUA GIAI PHUONG TRINH SEMICONDUCTOR BLOCH EQUATIONS (SBE)
####################################################################################################

# ====================================================================
# THAM SO DAU VAO
# ====================================================================

# --- THAM SO TINH TOAN ---
# N (So diem luoi nang luong)  = 1000
# epsilon_max (Nang luong max) = 300 meV
# delta_epsilon (Buoc luoi)    = 0.3 meV
# dt (Buoc thoi gian)          = 2 fs
# t_max (Thoi gian mo phong)   = 1000 fs
#
# --- THAM SO VAT LY HE BAN DAN ---
# a_0 (Ban kinh Bohr Exciton)  = 125 angstrom
# E_R (Nang luong Rydberg)     = 4.2 meV
# T_2 (Thoi gian dephasing)    = 200 fs
# hbar (Hang so Planck thu gon) = 658.5 meV*fs
#
# --- THAM SO KICH THICH LASER ---
# chi_0 (Tan so Rabi dinh)     = 0.1
# Delta_0 (Do lech pha/Detuning)= 30 meV
# delta_t (Do rong xung laser) = 25 fs

####################################################################################################

#              t             N_e             N_h    Re_P for abs    Im_P for abs             |P|             E_t 
    8.738827e+02     8.988217e+01     8.988217e+01    -5.346929e-01    -8.213441e-02     7.095777e+00     0.000000e+00
    8.758845e+02     8.988217e+01     8.988217e+01    -5.185229e-01    -1.360479e-01     7.025268e+00     0.000000e+00
    8.778864e+02     8.988217e+01     8.988217e+01    -4.970296e-01    -1.875150e-01     6.955456e+00     0.000000e+00
    8.798883e+02     8.988217e+01     8.988217e+01    -4.705425e-01    -2.360224e-01     6.886338e+00     0.000000e+00
    8.818901e+02     8.988217e+01     8.988217e+01    -4.394393e-01    -2.810983e-01     6.817899e+00     0.000000e+00
    8.838920e+02     8.988217e+01     8.988217e+01    -4.041405e-01    -3.223164e-01     6.750132e+00     0.000000e+00
    8.858939e+02     8.988217e+01     8.988217e+01    -3.651048e-01    -3.593003e-01     6.683036e+00     0.000000e+00
    8.878957e+02     8.988217e+01     8.988217e+01    -3.228229e-01    -3.917263e-01     6.616609e+00     0.000000e+00
    8.898976e+02     8.988217e+01     8.988217e+01    -2.778118e-01    -4.193260e-01     6.550836e+00     0.000000e+00
    8.918994e+02     8.988217e+01     8.988217e+01    -2.306085e-01    -4.418881e-01     6.485711e+00     0.000000e+00
    8.939013e+02     8.988217e+01     8.988217e+01    -1.817642e-01    -4.592599e-01     6.421229e+00     0.000000e+00
    8.959032e+02     8.988217e+01     8.988217e+01    -1.318377e-01    -4.713476e-01     6.357387e+00     0.000000e+00
    8.979050e+02     8.988217e+01     8.988217e+01    -8.138907e-02    -4.781164e-01     6.294175e+00     0.000000e+00
    8.999069e+02     8.988217e+01     8.988217e+01    -3.097419e-02    -4.795898e-01     6.231591e+00     0.000000e+00
    9.019088e+02     8.988217e+01     8.988217e+01     1.886180e-02    -4.758483e-01     6.169627e+00     0.000000e+00
    9.039106e+02     8.988217e+01     8.988217e+01     6.758995e-02    -4.670274e-01     6.108278e+00     0.000000e+00
    9.059125e+02     8.988217e+01     8.988217e+01     1.147030e-01    -4.533151e-01     6.047535e+00     0.000000e+00
    9.079143e+02     8.988217e+01     8.988217e+01     1.597203e-01    -4.349488e-01     5.987393e+00     0.000000e+00
    9.099162e+02     8.988217e+01     8.988217e+01     2.021930e-01    -4.122124e-01     5.927856e+00     0.000000e+00
    9.119181e+02     8.988217e+01     8.988217e+01     2.417077e-01    -3.854313e-01     5.868914e+00     0.000000e+00
    9.139199e+02     8.988217e+01     8.988217e+01     2.778909e-01    -3.549693e-01     5.810557e+00     0.000000e+00
    9.159218e+02     8.988217e+01     8.988217e+01     3.104119e-01    -3.212231e-01     5.752780e+00     0.000000e+00
    9.179236e+02     8.988217e+01     8.988217e+01     3.389856e-01    -2.846178e-01     5.695579e+00     0.000000e+00
    9.199255e+02     8.988217e+01     8.988217e+01     3.633750e-01    -2.456016e-01     5.638951e+00     0.000000e+00
    9.219274e+02     8.988217e+01     8.988217e+01     3.833927e-01    -2.046406e-01     5.582890e+00     0.000000e+00
    9.239292e+02     8.988217e+01     8.988217e+01     3.989020e-01    -1.622135e-01     5.527390e+00     0.000000e+00
    9.259311e+02     8.988217e+01     8.988217e+01     4.098176e-01    -1.188059e-01     5.472444e+00     0.000000e+00
    9.279330e+02     8.988217e+01     8.988217e+01     4.161054e-01    -7.490529e-02     5.418046e+00     0.000000e+00
    9.299348e+02     8.988217e+01     8.988217e+01     4.177822e-01    -3.099534e-02     5.364190e+00     0.000000e+00
    9.319367e+02     8.988217e+01     8.988217e+01     4.149140e-01     1.244889e-02     5.310874e+00     0.000000e+00
    9.339385e+02     8.988217e+01     8.988217e+01     4.076153e-01     5.496616e-02     5.258095e+00     0.000000e+00
    9.359404e+02     8.988217e+01     8.988217e+01     3.960460e-01     9.611372e-02     5.205840e+00     0.000000e+00
    9.379423e+02     8.988217e+01     8.988217e+01     3.804094e-01     1.354718e-01     5.154105e+00     0.000000e+00
    9.399441e+02     8.988217e+01     8.988217e+01     3.609491e-01     1.726477e-01     5.102884e+00     0.000000e+00
    9.419460e+02     8.988217e+01     8.988217e+01     3.379455e-01     2.072797e-01     5.052173e+00     0.000000e+00
    9.439479e+02     8.988217e+01     8.988217e+01     3.117123e-01     2.390399e-01     5.001967e+00     0.000000e+00
    9.459497e+02     8.988217e+01     8.988217e+01     2.825923e-01     2.676379e-01     4.952260e+00     0.000000e+00
    9.479516e+02     8.988217e+01     8.988217e+01     2.509532e-01     2.928225e-01     4.903047e+00     0.000000e+00
    9.499534e+02     8.988217e+01     8.988217e+01     2.171832e-01     3.143843e-01     4.854321e+00     0.000000e+00
    9.519553e+02     8.988217e+01     8.988217e+01     1.816863e-01     3.321568e-01     4.806078e+00     0.000000e+00
    9.539572e+02     8.988217e+01     8.988217e+01     1.448777e-01     3.460176e-01     4.758313e+00     0.000000e+00
    9.559590e+02     8.988217e+01     8.988217e+01     1.071794e-01     3.558888e-01     4.711024e+00     0.000000e+00
    9.579609e+02     8.988217e+01     8.988217e+01     6.901484e-02     3.617371e-01     4.664202e+00     0.000000e+00
    9.599628e+02     8.988217e+01     8.988217e+01     3.080504e-02     3.635734e-01     4.617844e+00     0.000000e+00
    9.619646e+02     8.988217e+01     8.988217e+01    -7.036442e-03     3.614516e-01     4.571944e+00     0.000000e+00
    9.639665e+02     8.988217e+01     8.988217e+01    -4.410762e-02     3.554676e-01     4.526498e+00     0.000000e+00
    9.659683e+02     8.988217e+01     8.988217e+01    -8.002228e-02     3.457569e-01     4.481504e+00     0.000000e+00
    9.679702e+02     8.988217e+01     8.988217e+01    -1.144138e-01     3.324933e-01     4.436957e+00     0.000000e+00
    9.699721e+02     8.988217e+01     8.988217e+01    -1.469390e-01     3.158853e-01     4.392851e+00     0.000000e+00
    9.719739e+02     8.988217e+01     8.988217e+01    -1.772808e-01     2.961740e-01     4.349183e+00     0.000000e+00
    9.739758e+02     8.988217e+01     8.988217e+01    -2.051520e-01     2.736295e-01     4.305947e+00     0.000000e+00
    9.759777e+02     8.988217e+01     8.988217e+01    -2.302972e-01     2.485474e-01     4.263138e+00     0.000000e+00
    9.779795e+02     8.988217e+01     8.988217e+01    -2.524952e-01     2.212455e-01     4.220754e+00     0.000000e+00
    9.799814e+02     8.988217e+01     8.988217e+01    -2.715607e-01     1.920594e-01     4.178790e+00     0.000000e+00
    9.819832e+02     8.988217e+01     8.988217e+01    -2.873458e-01     1.613390e-01     4.137240e+00     0.000000e+00
    9.839851e+02     8.988217e+01     8.988217e+01    -2.997407e-01     1.294442e-01     4.096102e+00     0.000000e+00
    9.859870e+02     8.988217e+01     8.988217e+01    -3.086742e-01     9.674112e-02     4.055371e+00     0.000000e+00
    9.879888e+02     8.988217e+01     8.988217e+01    -3.141140e-01     6.359764e-02     4.015044e+00     0.000000e+00
    9.899907e+02     8.988217e+01     8.988217e+01    -3.160659e-01     3.037963e-02     3.975121e+00     0.000000e+00
    9.919926e+02     8.988217e+01     8.988217e+01    -3.145735e-01    -2.553038e-03     3.935595e+00     0.000000e+00
    9.939944e+02     8.988217e+01     8.988217e+01    -3.097165e-01    -3.485025e-02     3.896460e+00     0.000000e+00
    9.959963e+02     8.988217e+01     8.988217e+01    -3.016097e-01    -6.617526e-02     3.857714e+00     0.000000e+00
    9.979981e+02     8.988217e+01     8.988217e+01    -2.904007e-01    -9.620808e-02     3.819351e+00     0.000000e+00
    1.000000e+03     8.988217e+01     8.988217e+01    -2.762680e-01    -1.246486e-01     3.781369e+00     0.000000e+00
