####################################################################################################
# KET QUA GIAI PHUONG TRINH SEMICONDUCTOR BLOCH EQUATIONS (SBE)
####################################################################################################

# ====================================================================
# THAM SO DAU VAO
# ====================================================================

# --- THAM SO TINH TOAN ---
# N (So diem luoi nang luong)  = 100
# epsilon_max (Nang luong max) = 300 meV
# delta_epsilon (Buoc luoi)    = 3.0 meV
# dt (Buoc thoi gian)          = 2 fs
# t_max (Thoi gian mo phong)   = 500 fs
#
# --- THAM SO VAT LY HE BAN DAN ---
# a_0 (Ban kinh Bohr Exciton)  = 125 angstrom
# E_R (Nang luong Rydberg)     = 4.2 meV
# T_2 (Thoi gian dephasing)    = 200 fs
# hbar (Hang so Planck thu gon) = 658.5 meV*fs
#
# --- THAM SO KICH THICH LASER ---
# chi_0 (Tan so Rabi dinh)     = 1
# Delta_0 (Do lech pha/Detuning)= 30 meV
# delta_t (Do rong xung laser) = 25 fs

####################################################################################################

#    n                t          Epsilon    Y0_real (f_e)    Y0_imag (f_h)          Y1_real          Y1_imag
     0    -7.500000e+01     3.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
     1    -7.500000e+01     6.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
     2    -7.500000e+01     9.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
     3    -7.500000e+01     1.200000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
     4    -7.500000e+01     1.500000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
     5    -7.500000e+01     1.800000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
     6    -7.500000e+01     2.100000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
     7    -7.500000e+01     2.400000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
     8    -7.500000e+01     2.700000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
     9    -7.500000e+01     3.000000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    10    -7.500000e+01     3.300000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    11    -7.500000e+01     3.600000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    12    -7.500000e+01     3.900000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    13    -7.500000e+01     4.200000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    14    -7.500000e+01     4.500000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    15    -7.500000e+01     4.800000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    16    -7.500000e+01     5.100000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    17    -7.500000e+01     5.400000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    18    -7.500000e+01     5.700000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    19    -7.500000e+01     6.000000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    20    -7.500000e+01     6.300000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    21    -7.500000e+01     6.600000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    22    -7.500000e+01     6.900000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    23    -7.500000e+01     7.200000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    24    -7.500000e+01     7.500000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    25    -7.500000e+01     7.800000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    26    -7.500000e+01     8.100000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    27    -7.500000e+01     8.400000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    28    -7.500000e+01     8.700000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    29    -7.500000e+01     9.000000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    30    -7.500000e+01     9.300000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    31    -7.500000e+01     9.600000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    32    -7.500000e+01     9.900000e+01     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    33    -7.500000e+01     1.020000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    34    -7.500000e+01     1.050000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    35    -7.500000e+01     1.080000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    36    -7.500000e+01     1.110000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    37    -7.500000e+01     1.140000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    38    -7.500000e+01     1.170000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    39    -7.500000e+01     1.200000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    40    -7.500000e+01     1.230000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    41    -7.500000e+01     1.260000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    42    -7.500000e+01     1.290000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    43    -7.500000e+01     1.320000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    44    -7.500000e+01     1.350000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    45    -7.500000e+01     1.380000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    46    -7.500000e+01     1.410000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    47    -7.500000e+01     1.440000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    48    -7.500000e+01     1.470000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    49    -7.500000e+01     1.500000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    50    -7.500000e+01     1.530000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    51    -7.500000e+01     1.560000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    52    -7.500000e+01     1.590000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    53    -7.500000e+01     1.620000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    54    -7.500000e+01     1.650000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    55    -7.500000e+01     1.680000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    56    -7.500000e+01     1.710000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    57    -7.500000e+01     1.740000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    58    -7.500000e+01     1.770000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    59    -7.500000e+01     1.800000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    60    -7.500000e+01     1.830000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    61    -7.500000e+01     1.860000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    62    -7.500000e+01     1.890000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    63    -7.500000e+01     1.920000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    64    -7.500000e+01     1.950000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    65    -7.500000e+01     1.980000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    66    -7.500000e+01     2.010000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    67    -7.500000e+01     2.040000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    68    -7.500000e+01     2.070000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    69    -7.500000e+01     2.100000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    70    -7.500000e+01     2.130000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    71    -7.500000e+01     2.160000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    72    -7.500000e+01     2.190000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    73    -7.500000e+01     2.220000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    74    -7.500000e+01     2.250000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    75    -7.500000e+01     2.280000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    76    -7.500000e+01     2.310000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    77    -7.500000e+01     2.340000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    78    -7.500000e+01     2.370000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    79    -7.500000e+01     2.400000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    80    -7.500000e+01     2.430000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    81    -7.500000e+01     2.460000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    82    -7.500000e+01     2.490000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    83    -7.500000e+01     2.520000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    84    -7.500000e+01     2.550000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    85    -7.500000e+01     2.580000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    86    -7.500000e+01     2.610000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    87    -7.500000e+01     2.640000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    88    -7.500000e+01     2.670000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    89    -7.500000e+01     2.700000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    90    -7.500000e+01     2.730000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    91    -7.500000e+01     2.760000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    92    -7.500000e+01     2.790000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    93    -7.500000e+01     2.820000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
    94    -7.500000e+01     2.850000e+02     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
