# Giai phuong trinh vi phan
######################################################################
#      i             x         theta         omega
      0   0.000000000   0.785398163   0.000000000
      1   0.010000000   0.784756188  -0.128377607
      2   0.020000000   0.782831311  -0.256545346
      3   0.030000000   0.779626679  -0.384293690
      4   0.040000000   0.775147531  -0.511413799
      5   0.050000000   0.769401190  -0.637697861
      6   0.060000000   0.762397050  -0.762939429
      7   0.070000000   0.754146560  -0.886933761
      8   0.080000000   0.744663208  -1.009478154
      9   0.090000000   0.733962498  -1.130372275
     10   0.100000000   0.722061923  -1.249418489
     11   0.110000000   0.708980938  -1.366422183
     12   0.120000000   0.694740926  -1.481192080
     13   0.130000000   0.679365169  -1.593540559
     14   0.140000000   0.662878800  -1.703283954
     15   0.150000000   0.645308772  -1.810242859
     16   0.160000000   0.626683809  -1.914242420
     17   0.170000000   0.607034357  -2.015112622
     18   0.180000000   0.586392538  -2.112688563
     19   0.190000000   0.564792099  -2.206810730
     20   0.200000000   0.542268351  -2.297325253
     21   0.210000000   0.518858115  -2.384084160
     22   0.220000000   0.494599661  -2.466945622
     23   0.230000000   0.469532647  -2.545774177
     24   0.240000000   0.443698052  -2.620440958
     25   0.250000000   0.417138109  -2.690823903
     26   0.260000000   0.389896239  -2.756807950
     27   0.270000000   0.362016975  -2.818285230
     28   0.280000000   0.333545894  -2.875155242
     29   0.290000000   0.304529540  -2.927325016
     30   0.300000000   0.275015347  -2.974709265
     31   0.310000000   0.245051566  -3.017230528
     32   0.320000000   0.214687181  -3.054819291
     33   0.330000000   0.183971829  -3.087414106
     34   0.340000000   0.152955725  -3.114961686
     35   0.350000000   0.121689572  -3.137416998
     36   0.360000000   0.090224484  -3.154743333
     37   0.370000000   0.058611899  -3.166912365
     38   0.380000000   0.026903496  -3.173904201
     39   0.390000000  -0.004848887  -3.175707410
     40   0.400000000  -0.036593344  -3.172319046
     41   0.410000000  -0.068277979  -3.163744647
     42   0.420000000  -0.099850995  -3.149998231
     43   0.430000000  -0.131260776  -3.131102269
     44   0.440000000  -0.162455976  -3.107087653
     45   0.450000000  -0.193385596  -3.077993641
     46   0.460000000  -0.223999073  -3.043867795
     47   0.470000000  -0.254246363  -3.004765904
     48   0.480000000  -0.284078016  -2.960751890
     49   0.490000000  -0.313445264  -2.911897706
     50   0.500000000  -0.342300100  -2.858283219
     51   0.510000000  -0.370595351  -2.799996075
     52   0.520000000  -0.398284761  -2.737131562
     53   0.530000000  -0.425323065  -2.669792448
     54   0.540000000  -0.451666060  -2.598088819
     55   0.550000000  -0.477270682  -2.522137893
     56   0.560000000  -0.502095072  -2.442063834
     57   0.570000000  -0.526098649  -2.357997545
     58   0.580000000  -0.549242172  -2.270076455
     59   0.590000000  -0.571487806  -2.178444296
     60   0.600000000  -0.592799185  -2.083250866
     61   0.610000000  -0.613141470  -1.984651785
     62   0.620000000  -0.632481405  -1.882808241
     63   0.630000000  -0.650787373  -1.777886725
     64   0.640000000  -0.668029449  -1.670058760
     65   0.650000000  -0.684179446  -1.559500621
     66   0.660000000  -0.699210963  -1.446393046
     67   0.670000000  -0.713099425  -1.330920941
     68   0.680000000  -0.725822128  -1.213273077
     69   0.690000000  -0.737358274  -1.093641781
     70   0.700000000  -0.747689003  -0.972222625
     71   0.710000000  -0.756797428  -0.849214102
     72   0.720000000  -0.764668657  -0.724817303
     73   0.730000000  -0.771289823  -0.599235589
     74   0.740000000  -0.776650103  -0.472674258
     75   0.750000000  -0.780740732  -0.345340211
     76   0.760000000  -0.783555025  -0.217441609
     77   0.770000000  -0.785088379  -0.089187538
     78   0.780000000  -0.785338289   0.039212334
     79   0.790000000  -0.784304346   0.167548103
     80   0.800000000  -0.781988240   0.295609968
     81   0.810000000  -0.778393758   0.423188577
     82   0.820000000  -0.773526775   0.550075366
     83   0.830000000  -0.767395249   0.676062905
     84   0.840000000  -0.760009202   0.800945232
     85   0.850000000  -0.751380709   0.924518191
     86   0.860000000  -0.741523876   1.046579770
     87   0.870000000  -0.730454817   1.166930424
     88   0.880000000  -0.718191628   1.285373406
     89   0.890000000  -0.704754355   1.401715090
     90   0.900000000  -0.690164965   1.515765281
     91   0.910000000  -0.674447310   1.627337534
     92   0.920000000  -0.657627083   1.736249453
     93   0.930000000  -0.639731783   1.842322991
     94   0.940000000  -0.620790664   1.945384741
     95   0.950000000  -0.600834691   2.045266221
     96   0.960000000  -0.579896487   2.141804146
     97   0.970000000  -0.558010281   2.234840699
     98   0.980000000  -0.535211852   2.324223785
     99   0.990000000  -0.511538472   2.409807283
    100   1.000000000  -0.487028840   2.491451283
    101   1.010000000  -0.461723025   2.569022316
    102   1.020000000  -0.435662395   2.642393569
    103   1.030000000  -0.408889554   2.711445098
    104   1.040000000  -0.381448270   2.776064018
    105   1.050000000  -0.353383403   2.836144692
    106   1.060000000  -0.324740833   2.891588902
    107   1.070000000  -0.295567385   2.942306008
    108   1.080000000  -0.265910749   2.988213099
    109   1.090000000  -0.235819408   3.029235128
    110   1.100000000  -0.205342556   3.065305032
    111   1.110000000  -0.174530014   3.096363846
    112   1.120000000  -0.143432154   3.122360794
    113   1.130000000  -0.112099815   3.143253379
    114   1.140000000  -0.080584217   3.159007445
    115   1.150000000  -0.048936882   3.169597237
    116   1.160000000  -0.017209547   3.175005444
    117   1.170000000   0.014545923   3.175223225
    118   1.180000000   0.046277613   3.170250224
    119   1.190000000   0.077933649   3.160094569
    120   1.200000000   0.109462282   3.144772864
    121   1.210000000   0.140811968   3.124310157
    122   1.220000000   0.171931457   3.098739898
    123   1.230000000   0.202769878   3.068103890
