# Giai phuong trinh vi phan
######################################################################
#      i             x         theta         omega
    595   5.950000000  -0.329444384   2.796260942
    596   5.960000000  -0.301224560   2.846972813
    597   5.970000000  -0.272519745   2.893240183
    598   5.980000000  -0.243374943   2.934952454
    599   5.990000000  -0.213836219   2.972008330
    600   6.000000000  -0.183950604   3.004316538
    601   6.010000000  -0.153765985   3.031796503
    602   6.020000000  -0.123331002   3.054378955
    603   6.030000000  -0.092694926   3.072006453
    604   6.040000000  -0.061907543   3.084633838
    605   6.050000000  -0.031019027   3.092228584
    606   6.060000000  -0.000079815   3.094771057
    607   6.070000000   0.030859528   3.092254672
    608   6.080000000   0.061748435   3.084685947
    609   6.090000000   0.092536468   3.072084448
    610   6.100000000   0.123173453   3.054482635
    611   6.110000000   0.153609601   3.031925604
    612   6.120000000   0.183795636   3.004470731
    613   6.130000000   0.213682917   2.972187230
    614   6.140000000   0.243223551   2.935155618
    615   6.150000000   0.272370504   2.893467113
    616   6.160000000   0.301077706   2.847222963
    617   6.170000000   0.329300144   2.796533717
    618   6.180000000   0.356993958   2.741518460
    619   6.190000000   0.384116514   2.682304003
    620   6.200000000   0.410626485   2.619024062
    621   6.210000000   0.436483908   2.551818420
    622   6.220000000   0.461650249   2.480832094
    623   6.230000000   0.486088445   2.406214513
    624   6.240000000   0.509762944   2.328118713
    625   6.250000000   0.532639744   2.246700568
    626   6.260000000   0.554686407   2.162118057
    627   6.270000000   0.575872087   2.074530575
    628   6.280000000   0.596167535   1.984098298
