# Giai phuong trinh vi phan
######################################################################
#     i             x         theta         omega
      0   0.000000000   0.523598776   0.000000000
      1   0.010000000   0.523170734  -0.085608400
      2   0.020000000   0.521886958  -0.171076830
      3   0.030000000   0.519749547  -0.256265492
      4   0.040000000   0.516761996  -0.341035046
      5   0.050000000   0.512929193  -0.425246836
      6   0.060000000   0.508257405  -0.508763120
      7   0.070000000   0.502754273  -0.591447292
      8   0.080000000   0.496428799  -0.673164107
      9   0.090000000   0.489291327  -0.753779904
     10   0.100000000   0.481353533  -0.833162821
     11   0.110000000   0.472628398  -0.911183013
     12   0.120000000   0.463130194  -0.987712864
     13   0.130000000   0.452874456  -1.062627196
     14   0.140000000   0.441877960  -1.135803472
     15   0.150000000   0.430158690  -1.207121999
     16   0.160000000   0.417735815  -1.276466122
     17   0.170000000   0.404629655  -1.343722417
     18   0.180000000   0.390861646  -1.408780872
     19   0.190000000   0.376454308  -1.471535073
     20   0.200000000   0.361431206  -1.531882372
     21   0.210000000   0.345816912  -1.589724061
     22   0.220000000   0.329636966  -1.644965526
     23   0.230000000   0.312917832  -1.697516411
     24   0.240000000   0.295686858  -1.747290757
     25   0.250000000   0.277972226  -1.794207148
     26   0.260000000   0.259802913  -1.838188843
     27   0.270000000   0.241208635  -1.879163900
     28   0.280000000   0.222219808  -1.917065295
     29   0.290000000   0.202867491  -1.951831033
     30   0.300000000   0.183183336  -1.983404246
     31   0.310000000   0.163199541  -2.011733288
     32   0.320000000   0.142948793  -2.036771821
     33   0.330000000   0.122464214  -2.058478888
     34   0.340000000   0.101779311  -2.076818980
     35   0.350000000   0.080927916  -2.091762098
     36   0.360000000   0.059944137  -2.103283797
     37   0.370000000   0.038862294  -2.111365229
     38   0.380000000   0.017716872  -2.115993173
     39   0.390000000  -0.003457543  -2.117160057
     40   0.400000000  -0.024626317  -2.114863970
     41   0.410000000  -0.045754825  -2.109108666
     42   0.420000000  -0.066808507  -2.099903556
     43   0.430000000  -0.087752927  -2.087263694
     44   0.440000000  -0.108553825  -2.071209752
     45   0.450000000  -0.129177180  -2.051767988
     46   0.460000000  -0.149589258  -2.028970198
     47   0.470000000  -0.169756671  -2.002853672
     48   0.480000000  -0.189646431  -1.973461123
     49   0.490000000  -0.209226006  -1.940840627
     50   0.500000000  -0.228463370  -1.905045538
     51   0.510000000  -0.247327057  -1.866134402
     52   0.520000000  -0.265786211  -1.824170863
     53   0.530000000  -0.283810640  -1.779223558
     54   0.540000000  -0.301370860  -1.731366003
     55   0.550000000  -0.318438149  -1.680676476
     56   0.560000000  -0.334984591  -1.627237886
     57   0.570000000  -0.350983120  -1.571137638
     58   0.580000000  -0.366407568  -1.512467493
     59   0.590000000  -0.381232704  -1.451323413
     60   0.600000000  -0.395434281  -1.387805409
     61   0.610000000  -0.408989067  -1.322017374
     62   0.620000000  -0.421874892  -1.254066912
     63   0.630000000  -0.434070679  -1.184065167
     64   0.640000000  -0.445556478  -1.112126638
     65   0.650000000  -0.456313502  -1.038368990
     66   0.660000000  -0.466324155  -0.962912866
     67   0.670000000  -0.475572064  -0.885881685
     68   0.680000000  -0.484042101  -0.807401445
     69   0.690000000  -0.491720411  -0.727600511
     70   0.700000000  -0.498594434  -0.646609410
     71   0.710000000  -0.504652928  -0.564560617
     72   0.720000000  -0.509885980  -0.481588335
     73   0.730000000  -0.514285031  -0.397828279
     74   0.740000000  -0.517842886  -0.313417451
     75   0.750000000  -0.520553724  -0.228493921
     76   0.760000000  -0.522413111  -0.143196593
     77   0.770000000  -0.523418004  -0.057664986
     78   0.780000000  -0.523566760   0.027960999
     79   0.790000000  -0.522859134   0.113541306
     80   0.800000000  -0.521296283   0.198935954
     81   0.810000000  -0.518880764   0.284005266
     82   0.820000000  -0.515616526   0.368610097
     83   0.830000000  -0.511508909   0.452612060
     84   0.840000000  -0.506564630   0.535873756
     85   0.850000000  -0.500791776   0.618258997
     86   0.860000000  -0.494199788   0.699633025
     87   0.870000000  -0.486799450   0.779862741
     88   0.880000000  -0.478602864   0.858816913
     89   0.890000000  -0.469623437   0.936366398
     90   0.900000000  -0.459875856   1.012384351
     91   0.910000000  -0.449376064   1.086746429
     92   0.920000000  -0.438141235   1.159331000
     93   0.930000000  -0.426189744   1.230019339
     94   0.940000000  -0.413541141   1.298695821
     95   0.950000000  -0.400216113   1.365248114
     96   0.960000000  -0.386236455   1.429567358
     97   0.970000000  -0.371625033   1.491548347
     98   0.980000000  -0.356405746   1.551089699
     99   0.990000000  -0.340603487   1.608094023
    100   1.000000000  -0.324244104   1.662468076
    101   1.010000000  -0.307354353   1.714122919
    102   1.020000000  -0.289961862   1.762974061
    103   1.030000000  -0.272095077   1.808941594
    104   1.040000000  -0.253783224   1.851950329
    105   1.050000000  -0.235056253   1.891929917
    106   1.060000000  -0.215944795   1.928814961
    107   1.070000000  -0.196480111   1.962545129
    108   1.080000000  -0.176694037   1.993065247
    109   1.090000000  -0.156618937   2.020325391
    110   1.100000000  -0.136287647   2.044280971
    111   1.110000000  -0.115733422   2.064892802
    112   1.120000000  -0.094989882   2.082127166
    113   1.130000000  -0.074090956   2.095955873
    114   1.140000000  -0.053070828   2.106356300
    115   1.150000000  -0.031963880   2.113311435
    116   1.160000000  -0.010804635   2.116809897
    117   1.170000000   0.010372297   2.116845963
    118   1.180000000   0.031532277   2.113419570
    119   1.190000000   0.052640695   2.106536323
    120   1.200000000   0.073663025   2.096207476
    121   1.210000000   0.094564880   2.082449921
    122   1.220000000   0.115312072   2.065286161
    123   1.230000000   0.135870666   2.044744265
    124   1.240000000   0.156207035   2.020857833
    125   1.250000000   0.176287914   1.993665932
    126   1.260000000   0.196080458   1.963213036
    127   1.270000000   0.215552292   1.929548954
    128   1.280000000   0.234671568   1.892728748
    129   1.290000000   0.253407011   1.852812641
    130   1.300000000   0.271727977   1.809865921
    131   1.310000000   0.289604499   1.763958831
    132   1.320000000   0.307007336   1.715166459
    133   1.330000000   0.323908022   1.663568611
    134   1.340000000   0.340278913   1.609249682
    135   1.350000000   0.356093232   1.552298518
    136   1.360000000   0.371325111   1.492808271
    137   1.370000000   0.385949635   1.430876244
    138   1.380000000   0.399942884   1.366603738
    139   1.390000000   0.413281968   1.300095878
    140   1.400000000   0.425945069   1.231461447
    141   1.410000000   0.437911473   1.160812709
    142   1.420000000   0.449161608   1.088265219
    143   1.430000000   0.459677070   1.013937639
    144   1.440000000   0.469440661   0.937951544
    145   1.450000000   0.478436408   0.860431221
    146   1.460000000   0.486649599   0.781503465
    147   1.470000000   0.494066797   0.701297377
    148   1.480000000   0.500675871   0.619944145
    149   1.490000000   0.506466010   0.537576836
    150   1.500000000   0.511427743   0.454330174
    151   1.510000000   0.515552952   0.370340323
    152   1.520000000   0.518834891   0.285744662
    153   1.530000000   0.521268190   0.200681561
    154   1.540000000   0.522848869   0.115290155
    155   1.550000000   0.523574342   0.029710115
    156   1.560000000   0.523443421  -0.055918578
    157   1.570000000   0.522456320  -0.141455863
    158   1.580000000   0.520614653  -0.226761832
    159   1.590000000   0.517921432  -0.311696950
    160   1.600000000   0.514381062  -0.396122292
    161   1.610000000   0.509999333  -0.479899765
    162   1.620000000   0.504783411  -0.562892338
    163   1.630000000   0.498741827  -0.644964261
    164   1.640000000   0.491884463  -0.725981292
    165   1.650000000   0.484222534  -0.805810912
    166   1.660000000   0.475768573  -0.884322546
    167   1.670000000   0.466536407  -0.961387774
    168   1.680000000   0.456541136  -1.036880542
    169   1.690000000   0.445799108  -1.110677368
    170   1.700000000   0.434327894  -1.182657543
    171   1.710000000   0.422146255  -1.252703331
    172   1.720000000   0.409274117  -1.320700159
    173   1.730000000   0.395732534  -1.386536804
    174   1.740000000   0.381543655  -1.450105580
    175   1.750000000   0.366730687  -1.511302506
    176   1.760000000   0.351317859  -1.570027484
    177   1.770000000   0.335330382  -1.626184456
    178   1.780000000   0.318794405  -1.679681568
    179   1.790000000   0.301736975  -1.730431313
    180   1.800000000   0.284185992  -1.778350681
    181   1.810000000   0.266170163  -1.823361289
    182   1.820000000   0.247718956  -1.865389513
    183   1.830000000   0.228862551  -1.904366606
    184   1.840000000   0.209631789  -1.940228814
    185   1.850000000   0.190058127  -1.972917474
    186   1.860000000   0.170173580  -2.002379118
    187   1.870000000   0.150010672  -2.028565554
    188   1.880000000   0.129602383  -2.051433946
    189   1.890000000   0.108982093  -2.070946888
    190   1.900000000   0.088183532  -2.087072462
    191   1.910000000   0.067240717  -2.099784287
    192   1.920000000   0.046187905  -2.109061571
    193   1.930000000   0.025059530  -2.114889135
    194   1.940000000   0.003890153  -2.117257447
    195   1.950000000  -0.017285602  -2.116162629
    196   1.960000000  -0.038433097  -2.111606470
    197   1.970000000  -0.059517743  -2.103596420
    198   1.980000000  -0.080505051  -2.092145579
    199   1.990000000  -0.101360694  -2.077272674
    200   2.000000000  -0.122050558  -2.059002031
    201   2.010000000  -0.142540802  -2.037363530
    202   2.020000000  -0.162797911  -2.012392564
    203   2.030000000  -0.182788749  -1.984129975
    204   2.040000000  -0.202480619  -1.952621988
    205   2.050000000  -0.221841311  -1.917920138
    206   2.060000000  -0.240839157  -1.880081184
    207   2.070000000  -0.259443083  -1.839167016
    208   2.080000000  -0.277622658  -1.795244553
    209   2.090000000  -0.295348147  -1.748385636
    210   2.100000000  -0.312590557  -1.698666908
    211   2.110000000  -0.329321683  -1.646169692
    212   2.120000000  -0.345514159  -1.590979853
    213   2.130000000  -0.361141500  -1.533187662
    214   2.140000000  -0.376178143  -1.472887646
    215   2.150000000  -0.390599494  -1.410178434
    216   2.160000000  -0.404381964  -1.345162596
    217   2.170000000  -0.417503007  -1.277946474
    218   2.180000000  -0.429941163  -1.208640012
    219   2.190000000  -0.441676086  -1.137356568
    220   2.200000000  -0.452688582  -1.064212739
    221   2.210000000  -0.462960636  -0.989328162
    222   2.220000000  -0.472475448  -0.912825322
    223   2.230000000  -0.481217452  -0.834829352
    224   2.240000000  -0.489172351  -0.755467825
    225   2.250000000  -0.496327130  -0.674870551
    226   2.260000000  -0.502670088  -0.593169359
    227   2.270000000  -0.508190849  -0.510497883
    228   2.280000000  -0.512880382  -0.426991347
    229   2.290000000  -0.516731016  -0.342786339
    230   2.300000000  -0.519736452  -0.258020590
    231   2.310000000  -0.521891773  -0.172832749
    232   2.320000000  -0.523193454  -0.087362153
    233   2.330000000  -0.523639365  -0.001748605
    234   2.340000000  -0.523228776   0.083867861
    235   2.350000000  -0.521962358   0.169347204
    236   2.360000000  -0.519842181   0.254549608
    237   2.370000000  -0.516871714   0.339335710
    238   2.380000000  -0.513055814   0.423566828
    239   2.390000000  -0.508400723   0.507105188
    240   2.400000000  -0.502914054   0.589814148
    241   2.410000000  -0.496604780   0.671558423
    242   2.420000000  -0.489483221   0.752204305
    243   2.430000000  -0.481561026   0.831619885
    244   2.440000000  -0.472851151   0.909675263
    245   2.450000000  -0.463367842   0.986242767
    246   2.460000000  -0.453126611   1.061197156
    247   2.470000000  -0.442144209   1.134415828
    248   2.480000000  -0.430438598   1.205779021
    249   2.490000000  -0.418028924   1.275170007
    250   2.500000000  -0.404935485   1.342475285
    251   2.510000000  -0.391179698   1.407584763
    252   2.520000000  -0.376784060   1.470391943
    253   2.530000000  -0.361772120   1.530794092
    254   2.540000000  -0.346168430   1.588692409
    255   2.550000000  -0.329998514   1.643992191
    256   2.560000000  -0.313288818   1.696602985
    257   2.570000000  -0.296066675   1.746438734
    258   2.580000000  -0.278360253   1.793417921
    259   2.590000000  -0.260198514   1.837463703
    260   2.600000000  -0.241611165   1.878504034
    261   2.610000000  -0.222628607   1.916471782
    262   2.620000000  -0.203281890   1.951304844
    263   2.630000000  -0.183602659   1.982946241
    264   2.640000000  -0.163623101   2.011344217
    265   2.650000000  -0.143375897   2.036452321
    266   2.660000000  -0.122894164   2.058229480
    267   2.670000000  -0.102211404   2.076640073
    268   2.680000000  -0.081361445   2.091653985
    269   2.690000000  -0.060378392   2.103246654
    270   2.700000000  -0.039296566   2.111399117
    271   2.710000000  -0.018150450   2.116098037
    272   2.720000000   0.003025368   2.117335725
    273   2.730000000   0.024196252   2.115110155
    274   2.740000000   0.045327573   2.109424966
    275   2.750000000   0.066384768   2.100289453
    276   2.760000000   0.087333393   2.087718556
    277   2.770000000   0.108139183   2.071732837
    278   2.780000000   0.128768108   2.052358439
    279   2.790000000   0.149186424   2.029627050
    280   2.800000000   0.169360735   2.003575850
    281   2.810000000   0.189258041   1.974247446
    282   2.820000000   0.208845797   1.941689809
    283   2.830000000   0.228091963   1.905956190
    284   2.840000000   0.246965060   1.867105035
    285   2.850000000   0.265434217   1.825199889
    286   2.860000000   0.283469223   1.780309294
    287   2.870000000   0.301040580   1.732506673
    288   2.880000000   0.318119546   1.681870214
    289   2.890000000   0.334678185   1.628482739
    290   2.900000000   0.350689413   1.572431571
    291   2.910000000   0.366127040   1.513808390
    292   2.920000000   0.380965815   1.452709080
    293   2.930000000   0.395181467   1.389233580
    294   2.940000000   0.408750742   1.323485711
    295   2.950000000   0.421651445   1.255573015
    296   2.960000000   0.433862475   1.185606573
    297   2.970000000   0.445363858   1.113700825
    298   2.980000000   0.456136782   1.039973384
    299   2.990000000   0.466163624   0.964544842
    300   3.000000000   0.475427983   0.887538574
    301   3.010000000   0.483914707   0.809080536
    302   3.020000000   0.491609912   0.729299058
    303   3.030000000   0.498501011   0.648324636
    304   3.040000000   0.504576733   0.566289715
    305   3.050000000   0.509827139   0.483328477
    306   3.060000000   0.514243640   0.399576619
    307   3.070000000   0.517819012   0.315171130
    308   3.080000000   0.520547406   0.230250069
    309   3.090000000   0.522424359   0.144952339
    310   3.100000000   0.523446801   0.059417458
    311   3.110000000   0.523613058  -0.026214668
    312   3.120000000   0.522922857  -0.111803973
    313   3.130000000   0.521377328  -0.197210460
    314   3.140000000   0.518978997  -0.282294434
    315   3.150000000   0.515731788  -0.366916724
    316   3.160000000   0.511641010  -0.450938917
    317   3.170000000   0.506713354  -0.534223579
    318   3.180000000   0.500956880  -0.616634485
    319   3.190000000   0.494381003  -0.698036836
    320   3.200000000   0.486996478  -0.778297485
    321   3.210000000   0.478815384  -0.857285151
    322   3.220000000   0.469851101  -0.934870636
    323   3.230000000   0.460118291  -1.010927034
    324   3.240000000   0.449632874  -1.085329942
    325   3.250000000   0.438412000  -1.157957659
    326   3.260000000   0.426474021  -1.228691391
    327   3.270000000   0.413838465  -1.297415438
    328   3.280000000   0.400525998  -1.364017390
    329   3.290000000   0.386558394  -1.428388306
    330   3.300000000   0.371958499  -1.490422896
    331   3.310000000   0.356750194  -1.550019690
    332   3.320000000   0.340958354  -1.607081206
    333   3.330000000   0.324608808  -1.661514108
    334   3.340000000   0.307728300  -1.713229360
    335   3.350000000   0.290344438  -1.762142372
    336   3.360000000   0.272485658  -1.808173136
    337   3.370000000   0.254181169  -1.851246360
    338   3.380000000   0.235460913  -1.891291587
    339   3.390000000   0.216355508  -1.928243316
    340   3.400000000   0.196896204  -1.962041102
    341   3.410000000   0.177114830  -1.992629663
    342   3.420000000   0.157043742  -2.019958963
    343   3.430000000   0.136715769  -2.043984298
    344   3.440000000   0.116164161  -2.064666369
    345   3.450000000   0.095422533  -2.081971345
    346   3.460000000   0.074524812  -2.095870917
    347   3.470000000   0.053505179  -2.106342350
    348   3.480000000   0.032398015  -2.113368511
    349   3.490000000   0.011237844  -2.116937908
    350   3.500000000  -0.009940722  -2.117044699
    351   3.510000000  -0.031103042  -2.113688707
    352   3.520000000  -0.052214503  -2.106875419
    353   3.530000000  -0.073240572  -2.096615977
    354   3.540000000  -0.094146857  -2.082927160
    355   3.550000000  -0.114899164  -2.065831356
    356   3.560000000  -0.135463547  -2.045356526
    357   3.570000000  -0.155806371  -2.021536157
    358   3.580000000  -0.175894361  -1.994409209
    359   3.590000000  -0.195694659  -1.964020052
    360   3.600000000  -0.215174879  -1.930418388
    361   3.610000000  -0.234303158  -1.893659179
    362   3.620000000  -0.253048207  -1.853802546
    363   3.630000000  -0.271379365  -1.810913681
    364   3.640000000  -0.289266649  -1.765062732
    365   3.650000000  -0.306680801  -1.716324696
    366   3.660000000  -0.323593337  -1.664779290
    367   3.670000000  -0.339976592  -1.610510822
    368   3.680000000  -0.355803769  -1.553608057
    369   3.690000000  -0.371048980  -1.494164066
    370   3.700000000  -0.385687289  -1.432276079
    371   3.710000000  -0.399694750  -1.368045321
    372   3.720000000  -0.413048453  -1.301576853
    373   3.730000000  -0.425726554  -1.232979391
    374   3.740000000  -0.437708317  -1.162365139
    375   3.750000000  -0.448974141  -1.089849596
    376   3.760000000  -0.459505601  -1.015551372
    377   3.770000000  -0.469285469  -0.939591993
    378   3.780000000  -0.478297748  -0.862095702
    379   3.790000000  -0.486527697  -0.783189257
    380   3.800000000  -0.493961853  -0.703001721
    381   3.810000000  -0.500588056  -0.621664255
    382   3.820000000  -0.506395468  -0.539309897
    383   3.830000000  -0.511374589  -0.456073352
    384   3.840000000  -0.515517273  -0.372090767
    385   3.850000000  -0.518816746  -0.287499508
    386   3.860000000  -0.521267608  -0.202437940
    387   3.870000000  -0.522865851  -0.117045193
    388   3.880000000  -0.523608860  -0.031460942
    389   3.890000000  -0.523495420   0.054174826
    390   3.900000000  -0.522525714   0.139722040
    391   3.910000000  -0.520701329   0.225040771
    392   3.920000000  -0.518025248   0.309991467
