# Giai phuong trinh vi phan
######################################################################
#      i             x         theta         omega
    198   1.980000000  -0.039685627  -1.046356012
    199   1.990000000  -0.050113897  -1.039013901
    200   2.000000000  -0.060460242  -1.029973233
    201   2.010000000  -0.070707748  -1.019248789
    202   2.020000000  -0.080839663  -1.006858100
    203   2.030000000  -0.090839423  -0.992821423
    204   2.040000000  -0.100690680  -0.977161703
    205   2.050000000  -0.110377331  -0.959904542
    206   2.060000000  -0.119883540  -0.941078151
    207   2.070000000  -0.129193765  -0.920713307
    208   2.080000000  -0.138292788  -0.898843302
    209   2.090000000  -0.147165733  -0.875503889
    210   2.100000000  -0.155798094  -0.850733221
    211   2.110000000  -0.164175761  -0.824571794
    212   2.120000000  -0.172285036  -0.797062377
    213   2.130000000  -0.180112664  -0.768249939
    214   2.140000000  -0.187645848  -0.738181585
    215   2.150000000  -0.194872273  -0.706906468
    216   2.160000000  -0.201780125  -0.674475716
    217   2.170000000  -0.208358111  -0.640942347
    218   2.180000000  -0.214595479  -0.606361180
    219   2.190000000  -0.220482030  -0.570788747
    220   2.200000000  -0.226008143  -0.534283203
    221   2.210000000  -0.231164782  -0.496904224
    222   2.220000000  -0.235943519  -0.458712917
    223   2.230000000  -0.240336541  -0.419771717
    224   2.240000000  -0.244336666  -0.380144284
    225   2.250000000  -0.247937355  -0.339895400
    226   2.260000000  -0.251132721  -0.299090862
    227   2.270000000  -0.253917542  -0.257797378
    228   2.280000000  -0.256287264  -0.216082452
    229   2.290000000  -0.258238013  -0.174014280
    230   2.300000000  -0.259766601  -0.131661633
    231   2.310000000  -0.260870528  -0.089093748
    232   2.320000000  -0.261547990  -0.046380216
    233   2.330000000  -0.261797880  -0.003590861
    234   2.340000000  -0.261619788   0.039204363
    235   2.350000000  -0.261014006   0.081935497
    236   2.360000000  -0.259981525   0.124532685
    237   2.370000000  -0.258524031   0.166926289
    238   2.380000000  -0.256643909   0.209047006
    239   2.390000000  -0.254344230   0.250825978
    240   2.400000000  -0.251628756   0.292194906
    241   2.410000000  -0.248501925   0.333086160
    242   2.420000000  -0.244968848   0.373432892
    243   2.430000000  -0.241035302   0.413169144
    244   2.440000000  -0.236707717   0.452229957
    245   2.450000000  -0.231993167   0.490551475
    246   2.460000000  -0.226899361   0.528071051
    247   2.470000000  -0.221434624   0.564727348
    248   2.480000000  -0.215607892   0.600460441
    249   2.490000000  -0.209428688   0.635211916
    250   2.500000000  -0.202907115   0.668924961
    251   2.510000000  -0.196053835   0.701544462
    252   2.520000000  -0.188880049   0.733017095
    253   2.530000000  -0.181397488   0.763291408
    254   2.540000000  -0.173618381   0.792317909
    255   2.550000000  -0.165555447   0.820049148
    256   2.560000000  -0.157221868   0.846439788
    257   2.570000000  -0.148631265   0.871446689
    258   2.580000000  -0.139797683   0.895028968
    259   2.590000000  -0.130735563   0.917148074
    260   2.600000000  -0.121459720   0.937767847
    261   2.610000000  -0.111985317   0.956854579
    262   2.620000000  -0.102327843   0.974377067
    263   2.630000000  -0.092503086   0.990306666
    264   2.640000000  -0.082527107   1.004617334
    265   2.650000000  -0.072416215   1.017285676
    266   2.660000000  -0.062186938   1.028290983
    267   2.670000000  -0.051855999   1.037615263
    268   2.680000000  -0.041440288   1.045243274
    269   2.690000000  -0.030956830   1.051162545
    270   2.700000000  -0.020422766   1.055363399
    271   2.710000000  -0.009855314   1.057838969
    272   2.720000000   0.000728249   1.058585208
    273   2.730000000   0.011310621   1.057600897
    274   2.740000000   0.021874503   1.054887643
    275   2.750000000   0.032402625   1.050449883
    276   2.760000000   0.042877775   1.044294872
    277   2.770000000   0.053282831   1.036432672
    278   2.780000000   0.063600780   1.026876134
    279   2.790000000   0.073814757   1.015640884
    280   2.800000000   0.083908063   1.002745286
    281   2.810000000   0.093864198   0.988210424
    282   2.820000000   0.103666885   0.972060058
    283   2.830000000   0.113300101   0.954320590
    284   2.840000000   0.122748096   0.935021021
    285   2.850000000   0.131995425   0.914192900
    286   2.860000000   0.141026972   0.891870278
    287   2.870000000   0.149827970   0.868089647
    288   2.880000000   0.158384034   0.842889883
    289   2.890000000   0.166681174   0.816312181
    290   2.900000000   0.174705828   0.788399991
    291   2.910000000   0.182444877   0.759198943
    292   2.920000000   0.189885670   0.728756773
    293   2.930000000   0.197016041   0.697123249
    294   2.940000000   0.203824335   0.664350084
    295   2.950000000   0.210299422   0.630490854
    296   2.960000000   0.216430716   0.595600912
    297   2.970000000   0.222208194   0.559737295
    298   2.980000000   0.227622411   0.522958633
    299   2.990000000   0.232664517   0.485325049
    300   3.000000000   0.237326267   0.446898068
    301   3.010000000   0.241600042   0.407740508
    302   3.020000000   0.245478855   0.367916382
    303   3.030000000   0.248956365   0.327490796
    304   3.040000000   0.252026886   0.286529835
    305   3.050000000   0.254685400   0.245100461
    306   3.060000000   0.256927560   0.203270403
    307   3.070000000   0.258749700   0.161108044
    308   3.080000000   0.260148843   0.118682308
    309   3.090000000   0.261122700   0.076062553
    310   3.100000000   0.261669679   0.033318453
    311   3.110000000   0.261788887  -0.009480115
    312   3.120000000   0.261480128  -0.052263185
    313   3.130000000   0.260743908  -0.094960817
    314   3.140000000   0.259581430  -0.137503209
    315   3.150000000   0.257994593  -0.179820814
    316   3.160000000   0.255985993  -0.221844452
    317   3.170000000   0.253558913  -0.263505424
    318   3.180000000   0.250717321  -0.304735623
    319   3.190000000   0.247465862  -0.345467647
    320   3.200000000   0.243809851  -0.385634908
    321   3.210000000   0.239755265  -0.425171743
    322   3.220000000   0.235308733  -0.464013516
    323   3.230000000   0.230477524  -0.502096731
    324   3.240000000   0.225269535  -0.539359129
    325   3.250000000   0.219693281  -0.575739795
    326   3.260000000   0.213757877  -0.611179255
    327   3.270000000   0.207473026  -0.645619574
    328   3.280000000   0.200849004  -0.679004448
