# Giai phuong trinh vi phan
######################################################################
#     i             x         theta         omega
    598   5.980000000   0.109970100   2.045725237
    599   5.990000000   0.130337633   2.026121059
    600   6.000000000   0.150492594   2.003231129
    601   6.010000000   0.170402342   1.977101798
    602   6.020000000   0.190034729   1.947785594
    603   6.030000000   0.209358165   1.915340967
    604   6.040000000   0.228341672   1.879832024
    605   6.050000000   0.246954941   1.841328231
    606   6.060000000   0.265168383   1.799904113
    607   6.070000000   0.282953180   1.755638932
    608   6.080000000   0.300281330   1.708616366
    609   6.090000000   0.317125686   1.658924174
    610   6.100000000   0.333460001   1.606653867
    611   6.110000000   0.349258960   1.551900382
    612   6.120000000   0.364498214   1.494761753
    613   6.130000000   0.379154409   1.435338798
    614   6.140000000   0.393205212   1.373734816
    615   6.150000000   0.406629334   1.310055293
    616   6.160000000   0.419406553   1.244407626
    617   6.170000000   0.431517728   1.176900867
    618   6.180000000   0.442944817   1.107645477
    619   6.190000000   0.453670890   1.036753112
    620   6.200000000   0.463680137   0.964336416
    621   6.210000000   0.472957880   0.890508841
    622   6.220000000   0.481490580   0.815384493
    623   6.230000000   0.489265840   0.739077987
    624   6.240000000   0.496272413   0.661704329
    625   6.250000000   0.502500202   0.583378819
    626   6.260000000   0.507940268   0.504216963
    627   6.270000000   0.512584823   0.424334414
