# Nghiem giai tich cho phuong trinh truyen nhiet 1D
#
#    j (t)    i (x)               t               x               u           |err|
        96       82    5.760960e+02    8.282828e-01    4.052211e+01    4.763305e-03
        96       83    5.760960e+02    8.383838e-01    3.838151e+01    4.719162e-03
        96       84    5.760960e+02    8.484848e-01    3.619817e+01    4.640438e-03
        96       85    5.760960e+02    8.585859e-01    3.397430e+01    4.544156e-03
        96       86    5.760960e+02    8.686869e-01    3.171225e+01    4.383467e-03
        96       87    5.760960e+02    8.787879e-01    2.941439e+01    4.192782e-03
        96       88    5.760960e+02    8.888889e-01    2.708318e+01    3.973466e-03
        96       89    5.760960e+02    8.989899e-01    2.472114e+01    3.719449e-03
        96       90    5.760960e+02    9.090909e-01    2.233087e+01    3.431382e-03
        96       91    5.760960e+02    9.191919e-01    1.991501e+01    3.121160e-03
        96       92    5.760960e+02    9.292929e-01    1.747626e+01    2.786767e-03
        96       93    5.760960e+02    9.393939e-01    1.501738e+01    2.427443e-03
        96       94    5.760960e+02    9.494949e-01    1.254116e+01    2.049130e-03
        96       95    5.760960e+02    9.595960e-01    1.005041e+01    1.684887e-03
        96       96    5.760960e+02    9.696970e-01    7.548028e+00    1.273034e-03
        96       97    5.760960e+02    9.797980e-01    5.036894e+00    8.542463e-04
        96       98    5.760960e+02    9.898990e-01    2.519911e+00    4.292921e-04
        96       99    5.760960e+02    1.000000e+00    0.000000e+00    0.000000e+00

        97        0    5.820970e+02    0.000000e+00    0.000000e+00    0.000000e+00
        97        1    5.820970e+02    1.010101e-02    2.505113e+00    4.173740e-04
        97        2    5.820970e+02    2.020202e-02    5.007330e+00    8.309090e-04
        97        3    5.820970e+02    3.030303e-02    7.503764e+00    1.237469e-03
        97        4    5.820970e+02    4.040404e-02    9.991537e+00    1.635361e-03
        97        5    5.820970e+02    5.050505e-02    1.246779e+01    2.018150e-03
        97        6    5.820970e+02    6.060606e-02    1.492970e+01    2.383581e-03
        97        7    5.820970e+02    7.070707e-02    1.737445e+01    2.731652e-03
        97        8    5.820970e+02    8.080808e-02    1.979928e+01    3.057858e-03
        97        9    5.820970e+02    9.090909e-02    2.220147e+01    3.365657e-03
        97       10    5.820970e+02    1.010101e-01    2.457835e+01    3.641168e-03
        97       11    5.820970e+02    1.111111e-01    2.692728e+01    3.890458e-03
        97       12    5.820970e+02    1.212121e-01    2.924570e+01    4.107818e-03
        97       13    5.820970e+02    1.313131e-01    3.153111e+01    4.298402e-03
        97       14    5.820970e+02    1.414141e-01    3.378107e+01    4.451800e-03
        97       15    5.820970e+02    1.515152e-01    3.599322e+01    4.546619e-03
        97       16    5.820970e+02    1.616162e-01    3.816524e+01    4.634384e-03
        97       17    5.820970e+02    1.717172e-01    4.029490e+01    4.675157e-03
        97       18    5.820970e+02    1.818182e-01    4.238009e+01    4.692985e-03
        97       19    5.820970e+02    1.919192e-01    4.441872e+01    4.671666e-03
        97       20    5.820970e+02    2.020202e-01    4.640882e+01    4.612991e-03
        97       21    5.820970e+02    2.121212e-01    4.834848e+01    4.525407e-03
        97       22    5.820970e+02    2.222222e-01    5.023591e+01    4.403058e-03
        97       23    5.820970e+02    2.323232e-01    5.206935e+01    4.255229e-03
        97       24    5.820970e+02    2.424242e-01    5.384718e+01    4.066159e-03
        97       25    5.820970e+02    2.525253e-01    5.556785e+01    3.848470e-03
        97       26    5.820970e+02    2.626263e-01    5.722985e+01    3.611272e-03
        97       27    5.820970e+02    2.727273e-01    5.883180e+01    3.358780e-03
        97       28    5.820970e+02    2.828283e-01    6.037240e+01    3.080194e-03
        97       29    5.820970e+02    2.929293e-01    6.185042e+01    2.783816e-03
        97       30    5.820970e+02    3.030303e-01    6.326470e+01    2.478738e-03
        97       31    5.820970e+02    3.131313e-01    6.461418e+01    2.166760e-03
        97       32    5.820970e+02    3.232323e-01    6.589787e+01    1.834499e-03
        97       33    5.820970e+02    3.333333e-01    6.711482e+01    1.505666e-03
        97       34    5.820970e+02    3.434343e-01    6.826421e+01    1.173475e-03
        97       35    5.820970e+02    3.535354e-01    6.934524e+01    8.327869e-04
        97       36    5.820970e+02    3.636364e-01    7.035718e+01    5.048223e-04
        97       37    5.820970e+02    3.737374e-01    7.129937e+01    1.955440e-04
        97       38    5.820970e+02    3.838384e-01    7.217124e+01    1.082362e-04
        97       39    5.820970e+02    3.939394e-01    7.297223e+01    4.073196e-04
        97       40    5.820970e+02    4.040404e-01    7.370186e+01    6.776015e-04
        97       41    5.820970e+02    4.141414e-01    7.435970e+01    9.376460e-04
        97       42    5.820970e+02    4.242424e-01    7.494537e+01    1.166380e-03
        97       43    5.820970e+02    4.343434e-01    7.545853e+01    1.380935e-03
        97       44    5.820970e+02    4.444444e-01    7.589890e+01    1.564664e-03
        97       45    5.820970e+02    4.545455e-01    7.626625e+01    1.718626e-03
        97       46    5.820970e+02    4.646465e-01    7.656036e+01    1.846188e-03
        97       47    5.820970e+02    4.747475e-01    7.678107e+01    1.943511e-03
        97       48    5.820970e+02    4.848485e-01    7.692828e+01    2.003185e-03
        97       49    5.820970e+02    4.949495e-01    7.700191e+01    2.037404e-03
        97       50    5.820970e+02    5.050505e-01    7.700191e+01    2.037404e-03
        97       51    5.820970e+02    5.151515e-01    7.692828e+01    2.003185e-03
        97       52    5.820970e+02    5.252525e-01    7.678107e+01    1.943511e-03
        97       53    5.820970e+02    5.353535e-01    7.656036e+01    1.846188e-03
        97       54    5.820970e+02    5.454545e-01    7.626625e+01    1.718626e-03
        97       55    5.820970e+02    5.555556e-01    7.589890e+01    1.564664e-03
        97       56    5.820970e+02    5.656566e-01    7.545853e+01    1.380935e-03
        97       57    5.820970e+02    5.757576e-01    7.494537e+01    1.166380e-03
        97       58    5.820970e+02    5.858586e-01    7.435970e+01    9.376460e-04
        97       59    5.820970e+02    5.959596e-01    7.370186e+01    6.776015e-04
        97       60    5.820970e+02    6.060606e-01    7.297223e+01    4.073196e-04
        97       61    5.820970e+02    6.161616e-01    7.217124e+01    1.182362e-04
        97       62    5.820970e+02    6.262626e-01    7.129937e+01    1.955440e-04
        97       63    5.820970e+02    6.363636e-01    7.035718e+01    5.048223e-04
        97       64    5.820970e+02    6.464646e-01    6.934524e+01    8.327869e-04
        97       65    5.820970e+02    6.565657e-01    6.826421e+01    1.173475e-03
        97       66    5.820970e+02    6.666667e-01    6.711482e+01    1.505666e-03
        97       67    5.820970e+02    6.767677e-01    6.589787e+01    1.834499e-03
        97       68    5.820970e+02    6.868687e-01    6.461418e+01    2.156760e-03
        97       69    5.820970e+02    6.969697e-01    6.326470e+01    2.478738e-03
        97       70    5.820970e+02    7.070707e-01    6.185042e+01    2.783816e-03
        97       71    5.820970e+02    7.171717e-01    6.037240e+01    3.080194e-03
        97       72    5.820970e+02    7.272727e-01    5.883180e+01    3.348780e-03
        97       73    5.820970e+02    7.373737e-01    5.722985e+01    3.611272e-03
        97       74    5.820970e+02    7.474747e-01    5.556785e+01    3.838470e-03
        97       75    5.820970e+02    7.575757e-01    5.384718e+01    4.066159e-03
        97       76    5.820970e+02    7.676768e-01    5.206935e+01    4.245229e-03
        97       77    5.820970e+02    7.777778e-01    5.023591e+01    4.403058e-03
        97       78    5.820970e+02    7.878788e-01    4.834848e+01    4.525407e-03
        97       79    5.820970e+02    7.979798e-01    4.640882e+01    4.612991e-03
        97       80    5.820970e+02    8.080808e-01    4.441872e+01    4.661666e-03
        97       81    5.820970e+02    8.181818e-01    4.238009e+01    4.682985e-03
        97       82    5.820970e+02    8.282828e-01    4.029490e+01    4.675157e-03
        97       83    5.820970e+02    8.383838e-01    3.816524e+01    4.624384e-03
        97       84    5.820970e+02    8.484848e-01    3.599322e+01    4.536619e-03
        97       85    5.820970e+02    8.585859e-01    3.378107e+01    4.441800e-03
        97       86    5.820970e+02    8.686869e-01    3.153111e+01    4.288402e-03
        97       87    5.820970e+02    8.787879e-01    2.924570e+01    4.097818e-03
        97       88    5.820970e+02    8.888889e-01    2.692728e+01    3.880458e-03
        97       89    5.820970e+02    8.989899e-01    2.457835e+01    3.631168e-03
        97       90    5.820970e+02    9.090909e-01    2.220148e+01    3.353291e-03
        97       91    5.820970e+02    9.191919e-01    1.979929e+01    3.053079e-03
        97       92    5.820970e+02    9.292929e-01    1.737446e+01    2.724419e-03
        97       93    5.820970e+02    9.393939e-01    1.492971e+01    2.373864e-03
        97       94    5.820970e+02    9.494949e-01    1.246780e+01    2.005926e-03
        97       95    5.820970e+02    9.595960e-01    9.991527e+00    1.641192e-03
        97       96    5.820970e+02    9.696970e-01    7.503756e+00    1.242872e-03
        97       97    5.820970e+02    9.797980e-01    5.007325e+00    8.338587e-04
        97       98    5.820970e+02    9.898990e-01    2.505110e+00    4.188531e-04
        97       99    5.820970e+02    1.000000e+00    0.000000e+00    0.000000e+00

        98        0    5.880980e+02    0.000000e+00    0.000000e+00    0.000000e+00
        98        1    5.880980e+02    1.010101e-02    2.490475e+00    4.070871e-04
        98        2    5.880980e+02    2.020202e-02    4.978086e+00    8.107862e-04
        98        3    5.880980e+02    3.030303e-02    7.459976e+00    1.208597e-03
        98        4    5.880980e+02    4.040404e-02    9.933300e+00    1.595831e-03
        98        5    5.880980e+02    5.050505e-02    1.239523e+01    1.969603e-03
        98        6    5.880980e+02    6.060606e-02    1.484296e+01    2.325935e-03
        98        7    5.880980e+02    7.070707e-02    1.727373e+01    2.671990e-03
        98        8    5.880980e+02    8.080808e-02    1.968478e+01    2.995486e-03
        98        9    5.880980e+02    9.090909e-02    2.207344e+01    3.283306e-03
        98       10    5.880980e+02    1.010101e-01    2.443703e+01    3.556347e-03
        98       11    5.880980e+02    1.111111e-01    2.677297e+01    3.806914e-03
        98       12    5.880980e+02    1.212121e-01    2.907871e+01    4.017164e-03
        98       13    5.880980e+02    1.313131e-01    3.135177e+01    4.201804e-03
        98       14    5.880980e+02    1.414141e-01    3.358972e+01    4.351762e-03
        98       15    5.880980e+02    1.515152e-01    3.579023e+01    4.448970e-03
        98       16    5.880980e+02    1.616162e-01    3.795098e+01    4.539855e-03
        98       17    5.880980e+02    1.717172e-01    4.006978e+01    4.591695e-03
        98       18    5.880980e+02    1.818182e-01    4.214449e+01    4.607635e-03
        98       19    5.880980e+02    1.919192e-01    4.417307e+01    4.592569e-03
        98       20    5.880980e+02    2.020202e-01    4.615353e+01    4.541388e-03
        98       21    5.880980e+02    2.121212e-01    4.808398e+01    4.457607e-03
        98       22    5.880980e+02    2.222222e-01    4.996262e+01    4.342379e-03
        98       23    5.880980e+02    2.323232e-01    5.178771e+01    4.193877e-03
        98       24    5.880980e+02    2.424242e-01    5.355760e+01    4.027037e-03
        98       25    5.880980e+02    2.525253e-01    5.527076e+01    3.806982e-03
        98       26    5.880980e+02    2.626263e-01    5.692567e+01    3.586727e-03
        98       27    5.880980e+02    2.727273e-01    5.852095e+01    3.346141e-03
        98       28    5.880980e+02    2.828283e-01    6.005529e+01    3.081398e-03
        98       29    5.880980e+02    2.929293e-01    6.152744e+01    2.799043e-03
        98       30    5.880980e+02    3.030303e-01    6.293625e+01    2.507538e-03
        98       31    5.880980e+02    3.131313e-01    6.428064e+01    2.199032e-03
        98       32    5.880980e+02    3.232323e-01    6.555960e+01    1.891315e-03
        98       33    5.880980e+02    3.333333e-01    6.677219e+01    1.569938e-03
        98       34    5.880980e+02    3.434343e-01    6.791755e+01    1.250460e-03
        98       35    5.880980e+02    3.535354e-01    6.899489e+01    9.304620e-04
        98       36    5.880980e+02    3.636364e-01    7.000346e+01    6.139530e-04
        98       37    5.880980e+02    3.737374e-01    7.094259e+01    3.098101e-04
        98       38    5.880980e+02    3.838384e-01    7.181168e+01    1.757545e-05
        98       39    5.880980e+02    3.939394e-01    7.261018e+01    2.611226e-04
        98       40    5.880980e+02    4.040404e-01    7.333759e+01    5.302009e-04
        98       41    5.880980e+02    4.141414e-01    7.399347e+01    7.768374e-04
        98       42    5.880980e+02    4.242424e-01    7.457742e+01    9.993004e-04
        98       43    5.880980e+02    4.343434e-01    7.508910e+01    1.194915e-03
        98       44    5.880980e+02    4.444444e-01    7.552823e+01    1.378192e-03
        98       45    5.880980e+02    4.545455e-01    7.589454e+01    1.532405e-03
        98       46    5.880980e+02    4.646465e-01    7.618783e+01    1.644324e-03
        98       47    5.880980e+02    4.747475e-01    7.640794e+01    1.744710e-03
        98       48    5.880980e+02    4.848485e-01    7.655475e+01    1.802059e-03
        98       49    5.880980e+02    4.949495e-01    7.662818e+01    1.835808e-03
        98       50    5.880980e+02    5.050505e-01    7.662818e+01    1.835808e-03
        98       51    5.880980e+02    5.151515e-01    7.655475e+01    1.802059e-03
        98       52    5.880980e+02    5.252525e-01    7.640794e+01    1.744710e-03
        98       53    5.880980e+02    5.353535e-01    7.618783e+01    1.644324e-03
        98       54    5.880980e+02    5.454545e-01    7.589454e+01    1.532405e-03
        98       55    5.880980e+02    5.555556e-01    7.552823e+01    1.378192e-03
        98       56    5.880980e+02    5.656566e-01    7.508910e+01    1.194915e-03
        98       57    5.880980e+02    5.757576e-01    7.457742e+01    9.993004e-04
        98       58    5.880980e+02    5.858586e-01    7.399347e+01    7.768374e-04
        98       59    5.880980e+02    5.959596e-01    7.333759e+01    5.302009e-04
        98       60    5.880980e+02    6.060606e-01    7.261018e+01    2.611226e-04
        98       61    5.880980e+02    6.161616e-01    7.181168e+01    1.757545e-05
        98       62    5.880980e+02    6.262626e-01    7.094259e+01    3.098101e-04
        98       63    5.880980e+02    6.363636e-01    7.000346e+01    6.139530e-04
        98       64    5.880980e+02    6.464646e-01    6.899489e+01    9.304620e-04
        98       65    5.880980e+02    6.565657e-01    6.791755e+01    1.250460e-03
        98       66    5.880980e+02    6.666667e-01    6.677219e+01    1.569938e-03
        98       67    5.880980e+02    6.767677e-01    6.555960e+01    1.891315e-03
        98       68    5.880980e+02    6.868687e-01    6.428064e+01    2.199032e-03
        98       69    5.880980e+02    6.969697e-01    6.293625e+01    2.507538e-03
        98       70    5.880980e+02    7.070707e-01    6.152744e+01    2.799043e-03
        98       71    5.880980e+02    7.171717e-01    6.005529e+01    3.081398e-03
        98       72    5.880980e+02    7.272727e-01    5.852095e+01    3.336141e-03
        98       73    5.880980e+02    7.373737e-01    5.692567e+01    3.586727e-03
        98       74    5.880980e+02    7.474747e-01    5.527076e+01    3.806982e-03
        98       75    5.880980e+02    7.575757e-01    5.355760e+01    4.017037e-03
        98       76    5.880980e+02    7.676768e-01    5.178771e+01    4.193877e-03
        98       77    5.880980e+02    7.777778e-01    4.996262e+01    4.332379e-03
        98       78    5.880980e+02    7.878788e-01    4.808398e+01    4.447607e-03
        98       79    5.880980e+02    7.979798e-01    4.615353e+01    4.531388e-03
        98       80    5.880980e+02    8.080808e-01    4.417307e+01    4.582569e-03
        98       81    5.880980e+02    8.181818e-01    4.214449e+01    4.597635e-03
        98       82    5.880980e+02    8.282828e-01    4.006978e+01    4.581695e-03
        98       83    5.880980e+02    8.383838e-01    3.795098e+01    4.529855e-03
        98       84    5.880980e+02    8.484848e-01    3.579023e+01    4.448970e-03
        98       85    5.880980e+02    8.585859e-01    3.358972e+01    4.351762e-03
        98       86    5.880980e+02    8.686869e-01    3.135177e+01    4.191804e-03
        98       87    5.880980e+02    8.787879e-01    2.907871e+01    4.007164e-03
        98       88    5.880980e+02    8.888889e-01    2.677297e+01    3.796914e-03
        98       89    5.880980e+02    8.989899e-01    2.443703e+01    3.556347e-03
        98       90    5.880980e+02    9.090909e-01    2.207344e+01    3.280954e-03
        98       91    5.880980e+02    9.191919e-01    1.968479e+01    2.980733e-03
        98       92    5.880980e+02    9.292929e-01    1.727374e+01    2.654798e-03
        98       93    5.880980e+02    9.393939e-01    1.484297e+01    2.316273e-03
        98       94    5.880980e+02    9.494949e-01    1.239524e+01    1.957449e-03
        98       95    5.880980e+02    9.595960e-01    9.933290e+00    1.602604e-03
        98       96    5.880980e+02    9.696970e-01    7.459969e+00    1.212957e-03
        98       97    5.880980e+02    9.797980e-01    4.978081e+00    8.137070e-04
        98       98    5.880980e+02    9.898990e-01    2.490472e+00    4.085517e-04
        98       99    5.880980e+02    1.000000e+00    0.000000e+00    0.000000e+00

        99        0    5.940990e+02    0.000000e+00    0.000000e+00    0.000000e+00
        99        1    5.940990e+02    1.010101e-02    2.475995e+00    3.977188e-04
        99        2    5.940990e+02    2.020202e-02    4.949158e+00    7.914201e-04
        99        3    5.940990e+02    3.030303e-02    7.416660e+00    1.180151e-03
        99        4    5.940990e+02    4.040404e-02    9.875687e+00    1.558122e-03
        99        5    5.940990e+02    5.050505e-02    1.232344e+01    1.928874e-03
        99        6    5.940990e+02    6.060606e-02    1.475715e+01    2.271543e-03
        99        7    5.940990e+02    7.070707e-02    1.717406e+01    2.606265e-03
        99        8    5.940990e+02    8.080808e-02    1.957148e+01    2.923736e-03
        99        9    5.940990e+02    9.090909e-02    2.194672e+01    3.214974e-03
        99       10    5.940990e+02    1.010101e-01    2.429715e+01    3.476300e-03
        99       11    5.940990e+02    1.111111e-01    2.662021e+01    3.716851e-03
        99       12    5.940990e+02    1.212121e-01    2.891337e+01    3.927165e-03
        99       13    5.940990e+02    1.313131e-01    3.117417e+01    4.111948e-03
        99       14    5.940990e+02    1.414141e-01    3.340020e+01    4.263847e-03
        99       15    5.940990e+02    1.515152e-01    3.558914e+01    4.358407e-03
        99       16    5.940990e+02    1.616162e-01    3.773869e+01    4.447175e-03
        99       17    5.940990e+02    1.717172e-01    3.984668e+01    4.504779e-03
        99       18    5.940990e+02    1.818182e-01    4.191097e+01    4.523509e-03
        99       19    5.940990e+02    1.919192e-01    4.392952e+01    4.509328e-03
        99       20    5.940990e+02    2.020202e-01    4.590037e+01    4.470109e-03
        99       21    5.940990e+02    2.121212e-01    4.782163e+01    4.384247e-03
        99       22    5.940990e+02    2.222222e-01    4.969148e+01    4.279630e-03
        99       23    5.940990e+02    2.323232e-01    5.150821e+01    4.142975e-03
        99       24    5.940990e+02    2.424242e-01    5.327016e+01    3.979500e-03
        99       25    5.940990e+02    2.525253e-01    5.497579e+01    3.776343e-03
        99       26    5.940990e+02    2.626263e-01    5.662359e+01    3.569883e-03
        99       27    5.940990e+02    2.727273e-01    5.821216e+01    3.335039e-03
        99       28    5.940990e+02    2.828283e-01    5.974020e+01    3.084308e-03
        99       29    5.940990e+02    2.929293e-01    6.120644e+01    2.811780e-03
        99       30    5.940990e+02    3.030303e-01    6.260973e+01    2.534553e-03
        99       31    5.940990e+02    3.131313e-01    6.394897e+01    2.244359e-03
        99       32    5.940990e+02    3.232323e-01    6.522314e+01    1.939373e-03
        99       33    5.940990e+02    3.333333e-01    6.643130e+01    1.636182e-03
        99       34    5.940990e+02    3.434343e-01    6.757258e+01    1.331875e-03
        99       35    5.940990e+02    3.535354e-01    6.864616e+01    1.015941e-03
        99       36    5.940990e+02    3.636364e-01    6.965130e+01    7.143678e-04
        99       37    5.940990e+02    3.737374e-01    7.058730e+01    4.281536e-04
        99       38    5.940990e+02    3.838384e-01    7.145356e+01    1.487990e-04
        99       39    5.940990e+02    3.939394e-01    7.224951e+01    1.203819e-04
        99       40    5.940990e+02    4.040404e-01    7.297464e+01    3.820352e-04
        99       41    5.940990e+02    4.141414e-01    7.362850e+01    6.126196e-04
        99       42    5.940990e+02    4.242424e-01    7.421069e+01    8.303630e-04
        99       43    5.940990e+02    4.343434e-01    7.472085e+01    1.023348e-03
        99       44    5.940990e+02    4.444444e-01    7.515869e+01    1.197750e-03
        99       45    5.940990e+02    4.545455e-01    7.552394e+01    1.339500e-03
        99       46    5.940990e+02    4.646465e-01    7.581639e+01    1.459145e-03
        99       47    5.940990e+02    4.747475e-01    7.603587e+01    1.542351e-03
        99       48    5.940990e+02    4.848485e-01    7.618226e+01    1.603751e-03
        99       49    5.940990e+02    4.949495e-01    7.625548e+01    1.630179e-03
        99       50    5.940990e+02    5.050505e-01    7.625548e+01    1.630179e-03
        99       51    5.940990e+02    5.151515e-01    7.618226e+01    1.603751e-03
        99       52    5.940990e+02    5.252525e-01    7.603587e+01    1.542351e-03
        99       53    5.940990e+02    5.353535e-01    7.581639e+01    1.459145e-03
        99       54    5.940990e+02    5.454545e-01    7.552394e+01    1.339500e-03
        99       55    5.940990e+02    5.555556e-01    7.515869e+01    1.197750e-03
        99       56    5.940990e+02    5.656566e-01    7.472085e+01    1.023348e-03
        99       57    5.940990e+02    5.757576e-01    7.421069e+01    8.303630e-04
        99       58    5.940990e+02    5.858586e-01    7.362850e+01    6.126196e-04
        99       59    5.940990e+02    5.959596e-01    7.297464e+01    3.820352e-04
        99       60    5.940990e+02    6.060606e-01    7.224951e+01    1.203819e-04
        99       61    5.940990e+02    6.161616e-01    7.145356e+01    1.487990e-04
        99       62    5.940990e+02    6.262626e-01    7.058730e+01    4.281536e-04
        99       63    5.940990e+02    6.363636e-01    6.965130e+01    7.143678e-04
        99       64    5.940990e+02    6.464646e-01    6.864616e+01    1.015941e-03
        99       65    5.940990e+02    6.565657e-01    6.757258e+01    1.331875e-03
        99       66    5.940990e+02    6.666667e-01    6.643130e+01    1.636182e-03
        99       67    5.940990e+02    6.767677e-01    6.522314e+01    1.939373e-03
        99       68    5.940990e+02    6.868687e-01    6.394897e+01    2.234359e-03
        99       69    5.940990e+02    6.969697e-01    6.260973e+01    2.534553e-03
        99       70    5.940990e+02    7.070707e-01    6.120644e+01    2.811780e-03
        99       71    5.940990e+02    7.171717e-01    5.974020e+01    3.074308e-03
        99       72    5.940990e+02    7.272727e-01    5.821216e+01    3.325039e-03
        99       73    5.940990e+02    7.373737e-01    5.662359e+01    3.559883e-03
        99       74    5.940990e+02    7.474747e-01    5.497579e+01    3.776343e-03
        99       75    5.940990e+02    7.575757e-01    5.327016e+01    3.979500e-03
        99       76    5.940990e+02    7.676768e-01    5.150821e+01    4.142975e-03
        99       77    5.940990e+02    7.777778e-01    4.969148e+01    4.279630e-03
        99       78    5.940990e+02    7.878788e-01    4.782163e+01    4.384247e-03
        99       79    5.940990e+02    7.979798e-01    4.590037e+01    4.460109e-03
        99       80    5.940990e+02    8.080808e-01    4.392952e+01    4.499328e-03
        99       81    5.940990e+02    8.181818e-01    4.191097e+01    4.513509e-03
        99       82    5.940990e+02    8.282828e-01    3.984668e+01    4.494779e-03
        99       83    5.940990e+02    8.383838e-01    3.773869e+01    4.437175e-03
        99       84    5.940990e+02    8.484848e-01    3.558914e+01    4.358407e-03
        99       85    5.940990e+02    8.585859e-01    3.340020e+01    4.253847e-03
        99       86    5.940990e+02    8.686869e-01    3.117417e+01    4.101948e-03
        99       87    5.940990e+02    8.787879e-01    2.891337e+01    3.927165e-03
        99       88    5.940990e+02    8.888889e-01    2.662021e+01    3.716851e-03
        99       89    5.940990e+02    8.989899e-01    2.429715e+01    3.476300e-03
        99       90    5.940990e+02    9.090909e-01    2.194672e+01    3.202635e-03
        99       91    5.940990e+02    9.191919e-01    1.957148e+01    2.909010e-03
        99       92    5.940990e+02    9.292929e-01    1.717407e+01    2.599114e-03
        99       93    5.940990e+02    9.393939e-01    1.475716e+01    2.261937e-03
        99       94    5.940990e+02    9.494949e-01    1.232345e+01    1.906790e-03
        99       95    5.940990e+02    9.595960e-01    9.875677e+00    1.564840e-03
        99       96    5.940990e+02    9.696970e-01    7.416653e+00    1.184468e-03
        99       97    5.940990e+02    9.797980e-01    4.949153e+00    7.943123e-04
        99       98    5.940990e+02    9.898990e-01    2.475993e+00    3.991691e-04
        99       99    5.940990e+02    1.000000e+00    0.000000e+00    0.000000e+00

       100        0    6.001000e+02    0.000000e+00    0.000000e+00    0.000000e+00
       100        1    6.001000e+02    1.010101e-02    2.461669e+00    3.878456e-04
       100        2    6.001000e+02    2.020202e-02    4.920535e+00    7.729246e-04
       100        3    6.001000e+02    3.030303e-02    7.373800e+00    1.152704e-03
       100        4    6.001000e+02    4.040404e-02    9.818679e+00    1.522152e-03
       100        5    6.001000e+02    5.050505e-02    1.225240e+01    1.878069e-03
       100        6    6.001000e+02    6.060606e-02    1.467222e+01    2.226513e-03
       100        7    6.001000e+02    7.070707e-02    1.707543e+01    2.554360e-03
       100        8    6.001000e+02    8.080808e-02    1.945932e+01    2.856013e-03
       100        9    6.001000e+02    9.090909e-02    2.182127e+01    3.137303e-03
       100       10    6.001000e+02    1.010101e-01    2.415867e+01    3.400598e-03
       100       11    6.001000e+02    1.111111e-01    2.646896e+01    3.642428e-03
       100       12    6.001000e+02    1.212121e-01    2.874964e+01    3.852213e-03
       100       13    6.001000e+02    1.313131e-01    3.099826e+01    4.025091e-03
       100       14    6.001000e+02    1.414141e-01    3.321245e+01    4.175783e-03
       100       15    6.001000e+02    1.515152e-01    3.538991e+01    4.273733e-03
       100       16    6.001000e+02    1.616162e-01    3.752832e+01    4.365815e-03
       100       17    6.001000e+02    1.717172e-01    3.962555e+01    4.414137e-03
       100       18    6.001000e+02    1.818182e-01    4.167946e+01    4.440187e-03
       100       19    6.001000e+02    1.919192e-01    4.368803e+01    4.430966e-03
       100       20    6.001000e+02    2.020202e-01    4.564929e+01    4.397226e-03
       100       21    6.001000e+02    2.121212e-01    4.756137e+01    4.322059e-03
       100       22    6.001000e+02    2.222222e-01    4.942245e+01    4.229835e-03
       100       23    6.001000e+02    2.323232e-01    5.123081e+01    4.095484e-03
       100       24    6.001000e+02    2.424242e-01    5.298482e+01    3.944113e-03
       100       25    6.001000e+02    2.525253e-01    5.468291e+01    3.744417e-03
       100       26    6.001000e+02    2.626263e-01    5.632356e+01    3.545618e-03
       100       27    6.001000e+02    2.727273e-01    5.790540e+01    3.327113e-03
       100       28    6.001000e+02    2.828283e-01    5.942709e+01    3.087103e-03
       100       29    6.001000e+02    2.929293e-01    6.088738e+01    2.826559e-03
       100       30    6.001000e+02    3.030303e-01    6.228510e+01    2.560514e-03
       100       31    6.001000e+02    3.131313e-01    6.361914e+01    2.279554e-03
       100       32    6.001000e+02    3.232323e-01    6.488848e+01    1.991489e-03
       100       33    6.001000e+02    3.333333e-01    6.609216e+01    1.703173e-03
       100       34    6.001000e+02    3.434343e-01    6.722929e+01    1.412451e-03
       100       35    6.001000e+02    3.535354e-01    6.829906e+01    1.109941e-03
       100       36    6.001000e+02    3.636364e-01    6.930070e+01    8.228397e-04
       100       37    6.001000e+02    3.737374e-01    7.023352e+01    5.435106e-04
       100       38    6.001000e+02    3.838384e-01    7.109689e+01    2.746750e-04
       100       39    6.001000e+02    3.939394e-01    7.189023e+01    1.062353e-05
       100       40    6.001000e+02    4.040404e-01    7.261303e+01    2.306953e-04
       100       41    6.001000e+02    4.141414e-01    7.326483e+01    4.556567e-04
       100       42    6.001000e+02    4.242424e-01    7.384520e+01    6.630385e-04
       100       43    6.001000e+02    4.343434e-01    7.435380e+01    8.522200e-04
       100       44    6.001000e+02    4.444444e-01    7.479031e+01    1.011523e-03
       100       45    6.001000e+02    4.545455e-01    7.515447e+01    1.159960e-03
       100       46    6.001000e+02    4.646465e-01    7.544605e+01    1.272213e-03
       100       47    6.001000e+02    4.747475e-01    7.566489e+01    1.349143e-03
       100       48    6.001000e+02    4.848485e-01    7.581085e+01    1.411739e-03
       100       49    6.001000e+02    4.949495e-01    7.588385e+01    1.434382e-03
       100       50    6.001000e+02    5.050505e-01    7.588385e+01    1.434382e-03
       100       51    6.001000e+02    5.151515e-01    7.581085e+01    1.411739e-03
       100       52    6.001000e+02    5.252525e-01    7.566489e+01    1.349143e-03
       100       53    6.001000e+02    5.353535e-01    7.544605e+01    1.272213e-03
       100       54    6.001000e+02    5.454545e-01    7.515447e+01    1.159960e-03
       100       55    6.001000e+02    5.555556e-01    7.479031e+01    1.011523e-03
       100       56    6.001000e+02    5.656566e-01    7.435380e+01    8.522200e-04
       100       57    6.001000e+02    5.757576e-01    7.384520e+01    6.630385e-04
