# Nghiem giai tich cho phuong trinh truyen nhiet 1D
#
#    j (t)    i (x)               t               x               u           |err|
       117       37    7.021170e+02    3.737374e-01    6.445303e+01    2.215525e-03
       117       38    7.021170e+02    3.838384e-01    6.526131e+01    2.089523e-03
       117       39    7.021170e+02    3.939394e-01    6.600459e+01    1.971608e-03
       117       40    7.021170e+02    4.040404e-01    6.668225e+01    1.861749e-03
       117       41    7.021170e+02    4.141414e-01    6.729373e+01    1.761477e-03
       117       42    7.021170e+02    4.242424e-01    6.783853e+01    1.664412e-03
       117       43    7.021170e+02    4.343434e-01    6.831619e+01    1.576770e-03
       117       44    7.021170e+02    4.444444e-01    6.872634e+01    1.497845e-03
       117       45    7.021170e+02    4.545455e-01    6.906864e+01    1.427387e-03
       117       46    7.021170e+02    4.646465e-01    6.934281e+01    1.378881e-03
       117       47    7.021170e+02    4.747475e-01    6.954863e+01    1.339549e-03
       117       48    7.021170e+02    4.848485e-01    6.968594e+01    1.314850e-03
       117       49    7.021170e+02    4.949495e-01    6.975462e+01    1.294971e-03
       117       50    7.021170e+02    5.050505e-01    6.975462e+01    1.294971e-03
       117       51    7.021170e+02    5.151515e-01    6.968594e+01    1.314850e-03
       117       52    7.021170e+02    5.252525e-01    6.954863e+01    1.339549e-03
       117       53    7.021170e+02    5.353535e-01    6.934281e+01    1.378881e-03
       117       54    7.021170e+02    5.454545e-01    6.906864e+01    1.427387e-03
       117       55    7.021170e+02    5.555556e-01    6.872634e+01    1.497845e-03
       117       56    7.021170e+02    5.656566e-01    6.831619e+01    1.566770e-03
       117       57    7.021170e+02    5.757576e-01    6.783853e+01    1.654412e-03
       117       58    7.021170e+02    5.858586e-01    6.729373e+01    1.751477e-03
       117       59    7.021170e+02    5.959596e-01    6.668225e+01    1.861749e-03
       117       60    7.021170e+02    6.060606e-01    6.600459e+01    1.971608e-03
       117       61    7.021170e+02    6.161616e-01    6.526131e+01    2.089523e-03
       117       62    7.021170e+02    6.262626e-01    6.445303e+01    2.205525e-03
       117       63    7.021170e+02    6.363636e-01    6.358044e+01    2.330669e-03
       117       64    7.021170e+02    6.464646e-01    6.264426e+01    2.456492e-03
       117       65    7.021170e+02    6.565657e-01    6.164530e+01    2.594693e-03
       117       66    7.021170e+02    6.666667e-01    6.058441e+01    2.726441e-03
       117       67    7.021170e+02    6.767677e-01    5.946253e+01    2.841269e-03
       117       68    7.021170e+02    6.868687e-01    5.828062e+01    2.967709e-03
       117       69    7.021170e+02    6.969697e-01    5.703974e+01    3.082517e-03
       117       70    7.021170e+02    7.070707e-01    5.574098e+01    3.180397e-03
       117       71    7.021170e+02    7.171717e-01    5.438552e+01    3.283808e-03
       117       72    7.021170e+02    7.272727e-01    5.297458e+01    3.362868e-03
       117       73    7.021170e+02    7.373737e-01    5.150945e+01    3.445372e-03
       117       74    7.021170e+02    7.474747e-01    4.999150e+01    3.506928e-03
       117       75    7.021170e+02    7.575757e-01    4.842212e+01    3.567014e-03
       117       76    7.021170e+02    7.676768e-01    4.680282e+01    3.606729e-03
       117       77    7.021170e+02    7.777778e-01    4.513513e+01    3.622593e-03
       117       78    7.021170e+02    7.878788e-01    4.342063e+01    3.625615e-03
       117       79    7.021170e+02    7.979798e-01    4.166100e+01    3.607459e-03
       117       80    7.021170e+02    8.080808e-01    3.985795e+01    3.571496e-03
       117       81    7.021170e+02    8.181818e-01    3.801325e+01    3.524033e-03
       117       82    7.021170e+02    8.282828e-01    3.612872e+01    3.455720e-03
       117       83    7.021170e+02    8.383838e-01    3.420627e+01    3.363139e-03
       117       84    7.021170e+02    8.484848e-01    3.224781e+01    3.260568e-03
       117       85    7.021170e+02    8.585859e-01    3.025532e+01    3.151820e-03
       117       86    7.021170e+02    8.686869e-01    2.823087e+01    3.013126e-03
       117       87    7.021170e+02    8.787879e-01    2.617652e+01    2.853819e-03
       117       88    7.021170e+02    8.888889e-01    2.409439e+01    2.670222e-03
       117       89    7.021170e+02    8.989899e-01    2.198665e+01    2.477843e-03
       117       90    7.021170e+02    9.090909e-01    1.985551e+01    2.274170e-03
       117       91    7.021170e+02    9.191919e-01    1.770319e+01    2.061616e-03
       117       92    7.021170e+02    9.292929e-01    1.553197e+01    1.820601e-03
       117       93    7.021170e+02    9.393939e-01    1.334415e+01    1.582769e-03
       117       94    7.021170e+02    9.494949e-01    1.114205e+01    1.334311e-03
       117       95    7.021170e+02    9.595960e-01    8.927989e+00    1.091375e-03
       117       96    7.021170e+02    9.696970e-01    6.704384e+00    8.237920e-04
       117       97    7.021170e+02    9.797980e-01    4.473590e+00    5.522303e-04
       117       98    7.021170e+02    9.898990e-01    2.237996e+00    2.772736e-04
       117       99    7.021170e+02    1.000000e+00    0.000000e+00    0.000000e+00

       118        0    7.081180e+02    0.000000e+00    0.000000e+00    0.000000e+00
       118        1    7.081180e+02    1.010101e-02    2.225837e+00    2.738047e-04
       118        2    7.081180e+02    2.020202e-02    4.449292e+00    5.453795e-04
       118        3    7.081180e+02    3.030303e-02    6.667984e+00    8.128133e-04
       118        4    7.081180e+02    4.040404e-02    8.879543e+00    1.075847e-03
       118        5    7.081180e+02    5.050505e-02    1.108161e+01    1.332239e-03
       118        6    7.081180e+02    6.060606e-02    1.327183e+01    1.578172e-03
       118        7    7.081180e+02    7.070707e-02    1.544789e+01    1.822729e-03
       118        8    7.081180e+02    8.080808e-02    1.760747e+01    2.052430e-03
       118        9    7.081180e+02    9.090909e-02    1.974829e+01    2.268871e-03
       118       10    7.081180e+02    1.010101e-01    2.186810e+01    2.465452e-03
       118       11    7.081180e+02    1.111111e-01    2.396468e+01    2.656288e-03
       118       12    7.081180e+02    1.212121e-01    2.603584e+01    2.836934e-03
       118       13    7.081180e+02    1.313131e-01    2.807943e+01    2.987781e-03
       118       14    7.081180e+02    1.414141e-01    3.009334e+01    3.139190e-03
       118       15    7.081180e+02    1.515152e-01    3.207552e+01    3.239432e-03
       118       16    7.081180e+02    1.616162e-01    3.402391e+01    3.350427e-03
       118       17    7.081180e+02    1.717172e-01    3.593655e+01    3.437697e-03
       118       18    7.081180e+02    1.818182e-01    3.781152e+01    3.507083e-03
       118       19    7.081180e+02    1.919192e-01    3.964695e+01    3.563026e-03
       118       20    7.081180e+02    2.020202e-01    4.144100e+01    3.606801e-03
       118       21    7.081180e+02    2.121212e-01    4.319193e+01    3.624924e-03
       118       22    7.081180e+02    2.222222e-01    4.489800e+01    3.627741e-03
       118       23    7.081180e+02    2.323232e-01    4.655758e+01    3.608178e-03
       118       24    7.081180e+02    2.424242e-01    4.816907e+01    3.580669e-03
       118       25    7.081180e+02    2.525253e-01    4.973094e+01    3.525031e-03
       118       26    7.081180e+02    2.626263e-01    5.124170e+01    3.467072e-03
       118       27    7.081180e+02    2.727273e-01    5.269994e+01    3.395197e-03
       118       28    7.081180e+02    2.828283e-01    5.410432e+01    3.312312e-03
       118       29    7.081180e+02    2.929293e-01    5.545353e+01    3.229795e-03
       118       30    7.081180e+02    3.030303e-01    5.674635e+01    3.127311e-03
       118       31    7.081180e+02    3.131313e-01    5.798162e+01    3.022736e-03
       118       32    7.081180e+02    3.232323e-01    5.915822e+01    2.912198e-03
       118       33    7.081180e+02    3.333333e-01    6.027511e+01    2.790206e-03
       118       34    7.081180e+02    3.434343e-01    6.133131e+01    2.669872e-03
       118       35    7.081180e+02    3.535354e-01    6.232591e+01    2.543662e-03
       118       36    7.081180e+02    3.636364e-01    6.325802e+01    2.422523e-03
       118       37    7.081180e+02    3.737374e-01    6.412685e+01    2.297200e-03
       118       38    7.081180e+02    3.838384e-01    6.493167e+01    2.188675e-03
       118       39    7.081180e+02    3.939394e-01    6.567179e+01    2.068486e-03
       118       40    7.081180e+02    4.040404e-01    6.634659e+01    1.969202e-03
       118       41    7.081180e+02    4.141414e-01    6.695551e+01    1.864910e-03
       118       42    7.081180e+02    4.242424e-01    6.749803e+01    1.771691e-03
       118       43    7.081180e+02    4.343434e-01    6.797371e+01    1.698077e-03
       118       44    7.081180e+02    4.444444e-01    6.838216e+01    1.625489e-03
       118       45    7.081180e+02    4.545455e-01    6.872305e+01    1.555590e-03
       118       46    7.081180e+02    4.646465e-01    6.899610e+01    1.503476e-03
       118       47    7.081180e+02    4.747475e-01    6.920107e+01    1.467727e-03
       118       48    7.081180e+02    4.848485e-01    6.933782e+01    1.444835e-03
       118       49    7.081180e+02    4.949495e-01    6.940621e+01    1.425685e-03
       118       50    7.081180e+02    5.050505e-01    6.940621e+01    1.425685e-03
       118       51    7.081180e+02    5.151515e-01    6.933782e+01    1.444835e-03
       118       52    7.081180e+02    5.252525e-01    6.920107e+01    1.467727e-03
       118       53    7.081180e+02    5.353535e-01    6.899610e+01    1.503476e-03
       118       54    7.081180e+02    5.454545e-01    6.872305e+01    1.555590e-03
       118       55    7.081180e+02    5.555556e-01    6.838216e+01    1.615489e-03
       118       56    7.081180e+02    5.656566e-01    6.797371e+01    1.688077e-03
       118       57    7.081180e+02    5.757576e-01    6.749803e+01    1.771691e-03
       118       58    7.081180e+02    5.858586e-01    6.695551e+01    1.864910e-03
       118       59    7.081180e+02    5.959596e-01    6.634659e+01    1.959202e-03
       118       60    7.081180e+02    6.060606e-01    6.567179e+01    2.068486e-03
       118       61    7.081180e+02    6.161616e-01    6.493167e+01    2.178675e-03
       118       62    7.081180e+02    6.262626e-01    6.412685e+01    2.287200e-03
       118       63    7.081180e+02    6.363636e-01    6.325802e+01    2.412523e-03
       118       64    7.081180e+02    6.464646e-01    6.232591e+01    2.533662e-03
       118       65    7.081180e+02    6.565657e-01    6.133131e+01    2.659872e-03
       118       66    7.081180e+02    6.666667e-01    6.027511e+01    2.780206e-03
       118       67    7.081180e+02    6.767677e-01    5.915822e+01    2.892198e-03
       118       68    7.081180e+02    6.868687e-01    5.798162e+01    3.002736e-03
       118       69    7.081180e+02    6.969697e-01    5.674635e+01    3.107311e-03
       118       70    7.081180e+02    7.070707e-01    5.545353e+01    3.209795e-03
       118       71    7.081180e+02    7.171717e-01    5.410432e+01    3.302312e-03
       118       72    7.081180e+02    7.272727e-01    5.269994e+01    3.375197e-03
       118       73    7.081180e+02    7.373737e-01    5.124170e+01    3.447072e-03
       118       74    7.081180e+02    7.474747e-01    4.973094e+01    3.505031e-03
       118       75    7.081180e+02    7.575757e-01    4.816907e+01    3.560669e-03
       118       76    7.081180e+02    7.676768e-01    4.655758e+01    3.588178e-03
       118       77    7.081180e+02    7.777778e-01    4.489800e+01    3.607741e-03
       118       78    7.081180e+02    7.878788e-01    4.319193e+01    3.604924e-03
       118       79    7.081180e+02    7.979798e-01    4.144100e+01    3.576801e-03
       118       80    7.081180e+02    8.080808e-01    3.964695e+01    3.543026e-03
       118       81    7.081180e+02    8.181818e-01    3.781152e+01    3.487083e-03
       118       82    7.081180e+02    8.282828e-01    3.593655e+01    3.417697e-03
       118       83    7.081180e+02    8.383838e-01    3.402391e+01    3.330427e-03
       118       84    7.081180e+02    8.484848e-01    3.207552e+01    3.219432e-03
       118       85    7.081180e+02    8.585859e-01    3.009334e+01    3.109190e-03
       118       86    7.081180e+02    8.686869e-01    2.807943e+01    2.967781e-03
       118       87    7.081180e+02    8.787879e-01    2.603584e+01    2.816934e-03
       118       88    7.081180e+02    8.888889e-01    2.396468e+01    2.636288e-03
       118       89    7.081180e+02    8.989899e-01    2.186810e+01    2.445452e-03
       118       90    7.081180e+02    9.090909e-01    1.974829e+01    2.246762e-03
       118       91    7.081180e+02    9.191919e-01    1.760747e+01    2.028172e-03
       118       92    7.081180e+02    9.292929e-01    1.544789e+01    1.796289e-03
       118       93    7.081180e+02    9.393939e-01    1.327184e+01    1.559525e-03
       118       94    7.081180e+02    9.494949e-01    1.108162e+01    1.311366e-03
       118       95    7.081180e+02    9.595960e-01    8.879534e+00    1.074588e-03
       118       96    7.081180e+02    9.696970e-01    6.667978e+00    8.113934e-04
       118       97    7.081180e+02    9.797980e-01    4.449287e+00    5.437780e-04
       118       98    7.081180e+02    9.898990e-01    2.225835e+00    2.730075e-04
       118       99    7.081180e+02    1.000000e+00    0.000000e+00    0.000000e+00

       119        0    7.141190e+02    0.000000e+00    0.000000e+00    0.000000e+00
       119        1    7.141190e+02    1.010101e-02    2.213772e+00    2.693650e-04
       119        2    7.141190e+02    2.020202e-02    4.425179e+00    5.369769e-04
       119        3    7.141190e+02    3.030303e-02    6.631862e+00    8.014775e-04
       119        4    7.141190e+02    4.040404e-02    8.831466e+00    1.060313e-03
       119        5    7.141190e+02    5.050505e-02    1.102165e+01    1.311174e-03
       119        6    7.141190e+02    6.060606e-02    1.320008e+01    1.557477e-03
       119        7    7.141190e+02    7.070707e-02    1.536446e+01    1.793904e-03
       119        8    7.141190e+02    8.080808e-02    1.751248e+01    2.020018e-03
       119        9    7.141190e+02    9.090909e-02    1.964189e+01    2.230955e-03
       119       10    7.141190e+02    1.010101e-01    2.175045e+01    2.434220e-03
       119       11    7.141190e+02    1.111111e-01    2.383594e+01    2.628640e-03
       119       12    7.141190e+02    1.212121e-01    2.589620e+01    2.795173e-03
       119       13    7.141190e+02    1.313131e-01    2.792910e+01    2.960316e-03
       119       14    7.141190e+02    1.414141e-01    2.993253e+01    3.101293e-03
       119       15    7.141190e+02    1.515152e-01    3.190446e+01    3.204128e-03
       119       16    7.141190e+02    1.616162e-01    3.384283e+01    3.319011e-03
       119       17    7.141190e+02    1.717172e-01    3.574571e+01    3.410877e-03
       119       18    7.141190e+02    1.818182e-01    3.761117e+01    3.485740e-03
       119       19    7.141190e+02    1.919192e-01    3.943736e+01    3.539079e-03
       119       20    7.141190e+02    2.020202e-01    4.122246e+01    3.574075e-03
       119       21    7.141190e+02    2.121212e-01    4.296470e+01    3.600025e-03
       119       22    7.141190e+02    2.222222e-01    4.466239e+01    3.610909e-03
       119       23    7.141190e+02    2.323232e-01    4.631388e+01    3.604134e-03
       119       24    7.141190e+02    2.424242e-01    4.791757e+01    3.579435e-03
       119       25    7.141190e+02    2.525253e-01    4.947196e+01    3.522801e-03
       119       26    7.141190e+02    2.626263e-01    5.097553e+01    3.476756e-03
       119       27    7.141190e+02    2.727273e-01    5.242690e+01    3.407370e-03
       119       28    7.141190e+02    2.828283e-01    5.382471e+01    3.335826e-03
       119       29    7.141190e+02    2.929293e-01    5.516768e+01    3.252421e-03
       119       30    7.141190e+02    3.030303e-01    5.645456e+01    3.156330e-03
       119       31    7.141190e+02    3.131313e-01    5.768420e+01    3.065480e-03
       119       32    7.141190e+02    3.232323e-01    5.885549e+01    2.956532e-03
       119       33    7.141190e+02    3.333333e-01    5.996739e+01    2.844963e-03
       119       34    7.141190e+02    3.434343e-01    6.101889e+01    2.735217e-03
       119       35    7.141190e+02    3.535354e-01    6.200911e+01    2.611448e-03
       119       36    7.141190e+02    3.636364e-01    6.293714e+01    2.496416e-03
       119       37    7.141190e+02    3.737374e-01    6.380221e+01    2.383001e-03
       119       38    7.141190e+02    3.838384e-01    6.460356e+01    2.274413e-03
       119       39    7.141190e+02    3.939394e-01    6.534051e+01    2.164494e-03
       119       40    7.141190e+02    4.040404e-01    6.601243e+01    2.068142e-03
       119       41    7.141190e+02    4.141414e-01    6.661877e+01    1.971744e-03
       119       42    7.141190e+02    4.242424e-01    6.715901e+01    1.883601e-03
       119       43    7.141190e+02    4.343434e-01    6.763270e+01    1.804345e-03
       119       44    7.141190e+02    4.444444e-01    6.803944e+01    1.737326e-03
       119       45    7.141190e+02    4.545455e-01    6.837891e+01    1.675949e-03
       119       46    7.141190e+02    4.646465e-01    6.865082e+01    1.626774e-03
       119       47    7.141190e+02    4.747475e-01    6.885495e+01    1.589626e-03
       119       48    7.141190e+02    4.848485e-01    6.899113e+01    1.571935e-03
       119       49    7.141190e+02    4.949495e-01    6.905924e+01    1.555225e-03
       119       50    7.141190e+02    5.050505e-01    6.905924e+01    1.555225e-03
       119       51    7.141190e+02    5.151515e-01    6.899113e+01    1.571935e-03
       119       52    7.141190e+02    5.252525e-01    6.885495e+01    1.589626e-03
       119       53    7.141190e+02    5.353535e-01    6.865082e+01    1.626774e-03
       119       54    7.141190e+02    5.454545e-01    6.837891e+01    1.675949e-03
       119       55    7.141190e+02    5.555556e-01    6.803944e+01    1.737326e-03
       119       56    7.141190e+02    5.656566e-01    6.763270e+01    1.804345e-03
       119       57    7.141190e+02    5.757576e-01    6.715901e+01    1.883601e-03
       119       58    7.141190e+02    5.858586e-01    6.661877e+01    1.971744e-03
       119       59    7.141190e+02    5.959596e-01    6.601243e+01    2.058142e-03
       119       60    7.141190e+02    6.060606e-01    6.534051e+01    2.164494e-03
       119       61    7.141190e+02    6.161616e-01    6.460356e+01    2.264413e-03
       119       62    7.141190e+02    6.262626e-01    6.380221e+01    2.373001e-03
       119       63    7.141190e+02    6.363636e-01    6.293714e+01    2.486416e-03
       119       64    7.141190e+02    6.464646e-01    6.200911e+01    2.601448e-03
       119       65    7.141190e+02    6.565657e-01    6.101889e+01    2.725217e-03
       119       66    7.141190e+02    6.666667e-01    5.996739e+01    2.834963e-03
       119       67    7.141190e+02    6.767677e-01    5.885549e+01    2.946532e-03
       119       68    7.141190e+02    6.868687e-01    5.768420e+01    3.045480e-03
       119       69    7.141190e+02    6.969697e-01    5.645456e+01    3.146330e-03
       119       70    7.141190e+02    7.070707e-01    5.516768e+01    3.232421e-03
       119       71    7.141190e+02    7.171717e-01    5.382471e+01    3.315826e-03
       119       72    7.141190e+02    7.272727e-01    5.242690e+01    3.387370e-03
       119       73    7.141190e+02    7.373737e-01    5.097553e+01    3.456756e-03
       119       74    7.141190e+02    7.474747e-01    4.947196e+01    3.502801e-03
       119       75    7.141190e+02    7.575757e-01    4.791757e+01    3.559435e-03
       119       76    7.141190e+02    7.676768e-01    4.631388e+01    3.584134e-03
       119       77    7.141190e+02    7.777778e-01    4.466239e+01    3.590909e-03
       119       78    7.141190e+02    7.878788e-01    4.296470e+01    3.580025e-03
       119       79    7.141190e+02    7.979798e-01    4.122246e+01    3.554075e-03
       119       80    7.141190e+02    8.080808e-01    3.943736e+01    3.519079e-03
       119       81    7.141190e+02    8.181818e-01    3.761117e+01    3.455740e-03
       119       82    7.141190e+02    8.282828e-01    3.574571e+01    3.380877e-03
       119       83    7.141190e+02    8.383838e-01    3.384283e+01    3.289011e-03
       119       84    7.141190e+02    8.484848e-01    3.190446e+01    3.184128e-03
       119       85    7.141190e+02    8.585859e-01    2.993253e+01    3.081293e-03
       119       86    7.141190e+02    8.686869e-01    2.792910e+01    2.930316e-03
       119       87    7.141190e+02    8.787879e-01    2.589620e+01    2.775173e-03
       119       88    7.141190e+02    8.888889e-01    2.383594e+01    2.598640e-03
       119       89    7.141190e+02    8.989899e-01    2.175045e+01    2.414220e-03
       119       90    7.141190e+02    9.090909e-01    1.964189e+01    2.208857e-03
       119       91    7.141190e+02    9.191919e-01    1.751248e+01    1.995782e-03
       119       92    7.141190e+02    9.292929e-01    1.536446e+01    1.767499e-03
       119       93    7.141190e+02    9.393939e-01    1.320009e+01    1.538876e-03
       119       94    7.141190e+02    9.494949e-01    1.102166e+01    1.290360e-03
       119       95    7.141190e+02    9.595960e-01    8.831457e+00    1.058007e-03
       119       96    7.141190e+02    9.696970e-01    6.631855e+00    7.990220e-04
       119       97    7.141190e+02    9.797980e-01    4.425175e+00    5.353516e-04
       119       98    7.141190e+02    9.898990e-01    2.213769e+00    2.685559e-04
       119       99    7.141190e+02    1.000000e+00    0.000000e+00    0.000000e+00

       120        0    7.201200e+02    0.000000e+00    0.000000e+00    0.000000e+00
       120        1    7.201200e+02    1.010101e-02    2.201799e+00    2.657173e-04
       120        2    7.201200e+02    2.020202e-02    4.401252e+00    5.285393e-04
       120        3    7.201200e+02    3.030303e-02    6.596017e+00    7.890389e-04
       120        4    7.201200e+02    4.040404e-02    8.783757e+00    1.044740e-03
       120        5    7.201200e+02    5.050505e-02    1.096215e+01    1.291629e-03
       120        6    7.201200e+02    6.060606e-02    1.312888e+01    1.540704e-03
       120        7    7.201200e+02    7.070707e-02    1.528166e+01    1.773589e-03
       120        8    7.201200e+02    8.080808e-02    1.741821e+01    1.993206e-03
       120        9    7.201200e+02    9.090909e-02    1.953628e+01    2.208534e-03
       120       10    7.201200e+02    1.010101e-01    2.163366e+01    2.401461e-03
       120       11    7.201200e+02    1.111111e-01    2.370814e+01    2.595781e-03
       120       12    7.201200e+02    1.212121e-01    2.575758e+01    2.768084e-03
       120       13    7.201200e+02    1.313131e-01    2.777985e+01    2.921175e-03
       120       14    7.201200e+02    1.414141e-01    2.977286e+01    3.069316e-03
       120       15    7.201200e+02    1.515152e-01    3.173459e+01    3.176426e-03
       120       16    7.201200e+02    1.616162e-01    3.366301e+01    3.281077e-03
       120       17    7.201200e+02    1.717172e-01    3.555617e+01    3.377701e-03
       120       18    7.201200e+02    1.818182e-01    3.741218e+01    3.452534e-03
       120       19    7.201200e+02    1.919192e-01    3.922917e+01    3.512108e-03
       120       20    7.201200e+02    2.020202e-01    4.100534e+01    3.561503e-03
       120       21    7.201200e+02    2.121212e-01    4.273894e+01    3.582748e-03
       120       22    7.201200e+02    2.222222e-01    4.442827e+01    3.593383e-03
       120       23    7.201200e+02    2.323232e-01    4.607168e+01    3.595193e-03
       120       24    7.201200e+02    2.424242e-01    4.766761e+01    3.573085e-03
       120       25    7.201200e+02    2.525253e-01    4.921452e+01    3.529059e-03
       120       26    7.201200e+02    2.626263e-01    5.071093e+01    3.482174e-03
       120       27    7.201200e+02    2.727273e-01    5.215543e+01    3.425962e-03
       120       28    7.201200e+02    2.828283e-01    5.354669e+01    3.359659e-03
       120       29    7.201200e+02    2.929293e-01    5.488341e+01    3.282237e-03
       120       30    7.201200e+02    3.030303e-01    5.616436e+01    3.192123e-03
       120       31    7.201200e+02    3.131313e-01    5.738837e+01    3.097022e-03
       120       32    7.201200e+02    3.232323e-01    5.855435e+01    3.003851e-03
       120       33    7.201200e+02    3.333333e-01    5.966123e+01    2.898762e-03
       120       34    7.201200e+02    3.434343e-01    6.070804e+01    2.797241e-03
       120       35    7.201200e+02    3.535354e-01    6.169387e+01    2.674837e-03
       120       36    7.201200e+02    3.636364e-01    6.261781e+01    2.575827e-03
       120       37    7.201200e+02    3.737374e-01    6.347910e+01    2.464940e-03
       120       38    7.201200e+02    3.838384e-01    6.427696e+01    2.357331e-03
       120       39    7.201200e+02    3.939394e-01    6.501073e+01    2.258874e-03
       120       40    7.201200e+02    4.040404e-01    6.567977e+01    2.166536e-03
       120       41    7.201200e+02    4.141414e-01    6.628352e+01    2.078759e-03
       120       42    7.201200e+02    4.242424e-01    6.682146e+01    1.995839e-03
       120       43    7.201200e+02    4.343434e-01    6.729315e+01    1.920296e-03
       120       44    7.201200e+02    4.444444e-01    6.769818e+01    1.857226e-03
       120       45    7.201200e+02    4.545455e-01    6.803623e+01    1.791612e-03
       120       46    7.201200e+02    4.646465e-01    6.830700e+01    1.751339e-03
       120       47    7.201200e+02    4.747475e-01    6.851027e+01    1.717362e-03
       120       48    7.201200e+02    4.848485e-01    6.864588e+01    1.697968e-03
       120       49    7.201200e+02    4.949495e-01    6.871371e+01    1.685260e-03
       120       50    7.201200e+02    5.050505e-01    6.871371e+01    1.685260e-03
       120       51    7.201200e+02    5.151515e-01    6.864588e+01    1.687968e-03
       120       52    7.201200e+02    5.252525e-01    6.851027e+01    1.717362e-03
       120       53    7.201200e+02    5.353535e-01    6.830700e+01    1.751339e-03
       120       54    7.201200e+02    5.454545e-01    6.803623e+01    1.791612e-03
       120       55    7.201200e+02    5.555556e-01    6.769818e+01    1.847226e-03
       120       56    7.201200e+02    5.656566e-01    6.729315e+01    1.920296e-03
       120       57    7.201200e+02    5.757576e-01    6.682146e+01    1.985839e-03
       120       58    7.201200e+02    5.858586e-01    6.628352e+01    2.068759e-03
       120       59    7.201200e+02    5.959596e-01    6.567977e+01    2.156536e-03
       120       60    7.201200e+02    6.060606e-01    6.501073e+01    2.248874e-03
       120       61    7.201200e+02    6.161616e-01    6.427696e+01    2.347331e-03
       120       62    7.201200e+02    6.262626e-01    6.347910e+01    2.454940e-03
       120       63    7.201200e+02    6.363636e-01    6.261781e+01    2.555827e-03
       120       64    7.201200e+02    6.464646e-01    6.169387e+01    2.664837e-03
       120       65    7.201200e+02    6.565657e-01    6.070804e+01    2.777241e-03
       120       66    7.201200e+02    6.666667e-01    5.966123e+01    2.888762e-03
       120       67    7.201200e+02    6.767677e-01    5.855435e+01    2.983851e-03
       120       68    7.201200e+02    6.868687e-01    5.738837e+01    3.087022e-03
       120       69    7.201200e+02    6.969697e-01    5.616436e+01    3.182123e-03
       120       70    7.201200e+02    7.070707e-01    5.488341e+01    3.262237e-03
       120       71    7.201200e+02    7.171717e-01    5.354669e+01    3.339659e-03
       120       72    7.201200e+02    7.272727e-01    5.215543e+01    3.405962e-03
       120       73    7.201200e+02    7.373737e-01    5.071093e+01    3.462174e-03
       120       74    7.201200e+02    7.474747e-01    4.921452e+01    3.509059e-03
       120       75    7.201200e+02    7.575757e-01    4.766761e+01    3.553085e-03
       120       76    7.201200e+02    7.676768e-01    4.607168e+01    3.575193e-03
       120       77    7.201200e+02    7.777778e-01    4.442827e+01    3.573383e-03
       120       78    7.201200e+02    7.878788e-01    4.273894e+01    3.562748e-03
       120       79    7.201200e+02    7.979798e-01    4.100534e+01    3.531503e-03
       120       80    7.201200e+02    8.080808e-01    3.922917e+01    3.492108e-03
       120       81    7.201200e+02    8.181818e-01    3.741218e+01    3.432534e-03
       120       82    7.201200e+02    8.282828e-01    3.555617e+01    3.357701e-03
       120       83    7.201200e+02    8.383838e-01    3.366301e+01    3.261077e-03
       120       84    7.201200e+02    8.484848e-01    3.173459e+01    3.146426e-03
       120       85    7.201200e+02    8.585859e-01    2.977286e+01    3.039316e-03
       120       86    7.201200e+02    8.686869e-01    2.777985e+01    2.901175e-03
       120       87    7.201200e+02    8.787879e-01    2.575758e+01    2.738084e-03
       120       88    7.201200e+02    8.888889e-01    2.370814e+01    2.565781e-03
       120       89    7.201200e+02    8.989899e-01    2.163366e+01    2.381461e-03
       120       90    7.201200e+02    9.090909e-01    1.953628e+01    2.186447e-03
       120       91    7.201200e+02    9.191919e-01    1.741821e+01    1.968993e-03
       120       92    7.201200e+02    9.292929e-01    1.528166e+01    1.747219e-03
       120       93    7.201200e+02    9.393939e-01    1.312889e+01    1.512150e-03
       120       94    7.201200e+02    9.494949e-01    1.096216e+01    1.270873e-03
       120       95    7.201200e+02    9.595960e-01    8.783749e+00    1.042387e-03
       120       96    7.201200e+02    9.696970e-01    6.596010e+00    7.875481e-04
       120       97    7.201200e+02    9.797980e-01    4.401248e+00    5.268903e-04
       120       98    7.201200e+02    9.898990e-01    2.201797e+00    2.648963e-04
       120       99    7.201200e+02    1.000000e+00    0.000000e+00    0.000000e+00

       121        0    7.261210e+02    0.000000e+00    0.000000e+00    0.000000e+00
       121        1    7.261210e+02    1.010101e-02    2.189918e+00    2.617617e-04
       121        2    7.261210e+02    2.020202e-02    4.377508e+00    5.218520e-04
       121        3    7.261210e+02    3.030303e-02    6.560445e+00    7.781385e-04
       121        4    7.261210e+02    4.040404e-02    8.736410e+00    1.030580e-03
       121        5    7.261210e+02    5.050505e-02    1.090310e+01    1.272808e-03
       121        6    7.261210e+02    6.060606e-02    1.305821e+01    1.518742e-03
       121        7    7.261210e+02    7.070707e-02    1.519948e+01    1.744269e-03
       121        8    7.261210e+02    8.080808e-02    1.732463e+01    1.965980e-03
       121        9    7.261210e+02    9.090909e-02    1.943145e+01    2.176986e-03
       121       10    7.261210e+02    1.010101e-01    2.151773e+01    2.373826e-03
       121       11    7.261210e+02    1.111111e-01    2.358127e+01    2.565507e-03
       121       12    7.261210e+02    1.212121e-01    2.561996e+01    2.734472e-03
