####################################################################################################
# KET QUA GIAI PHUONG TRINH SEMICONDUCTOR BLOCH EQUATIONS (SBE)
####################################################################################################

# ====================================================================
# THAM SO DAU VAO
# ====================================================================

# --- THAM SO TINH TOAN ---
# N (So diem luoi nang luong)  = 100
# epsilon_max (Nang luong max) = 300 meV
# delta_epsilon (Buoc luoi)    = 3.0 meV
# dt (Buoc thoi gian)          = 2 fs
# t_max (Thoi gian mo phong)   = 500 fs
#
# --- THAM SO VAT LY HE BAN DAN ---
# a_0 (Ban kinh Bohr Exciton)  = 125 angstrom
# E_R (Nang luong Rydberg)     = 4.2 meV
# T_2 (Thoi gian dephasing)    = 210 fs
# hbar (Hang so Planck thu gon) = 658.5 meV*fs
#
# --- THAM SO KICH THICH LASER ---
# chi_0 (Tan so Rabi dinh)     = 0.1
# Delta_0 (Do lech pha/Detuning)= 50 meV
# delta_t (Do rong xung laser) = 120 fs

####################################################################################################

#              t             N_e             N_h    Re_P for abs    Im_P for abs             |P|             E_t 
    3.560000e+02     6.783136e-01     6.783136e-01     1.523228e-03     9.130239e-04     9.964613e-01     1.505657e-05
    3.580000e+02     6.783136e-01     6.783136e-01     1.439436e-03     8.476878e-04     9.869587e-01     1.363510e-05
    3.600000e+02     6.783136e-01     6.783136e-01     1.360579e-03     7.873319e-04     9.775503e-01     1.234098e-05
    3.620000e+02     6.783136e-01     6.783136e-01     1.286344e-03     7.315750e-04     9.682350e-01     1.116348e-05
    3.640000e+02     6.783136e-01     6.783136e-01     1.216441e-03     6.800646e-04     9.590115e-01     1.009272e-05
    3.660000e+02     6.783136e-01     6.783136e-01     1.150599e-03     6.324741e-04     9.498788e-01     9.119596e-06
    3.680000e+02     6.783136e-01     6.783136e-01     1.088565e-03     5.884996e-04     9.408357e-01     8.235722e-06
    3.700000e+02     6.783136e-01     6.783136e-01     1.030103e-03     5.478584e-04     9.318810e-01     7.433383e-06
    3.720000e+02     6.783136e-01     6.783136e-01     9.749894e-04     5.102880e-04     9.230139e-01     6.705482e-06
    3.740000e+02     6.783136e-01     6.783136e-01     9.230135e-04     4.755464e-04     9.142332e-01     6.045501e-06
    3.760000e+02     6.783136e-01     6.783136e-01     8.739777e-04     4.434112e-04     9.055379e-01     5.447450e-06
    3.780000e+02     6.783136e-01     6.783136e-01     8.276976e-04     4.136788e-04     8.969271e-01     4.905836e-06
    3.800000e+02     6.783136e-01     6.783136e-01     7.840021e-04     3.861619e-04     8.883997e-01     4.415617e-06
    3.820000e+02     6.783136e-01     6.783136e-01     7.427334e-04     3.606872e-04     8.799550e-01     3.972177e-06
    3.840000e+02     6.783136e-01     6.783136e-01     7.037450e-04     3.370934e-04     8.715918e-01     3.571285e-06
    3.860000e+02     6.783136e-01     6.783136e-01     6.668998e-04     3.152301e-04     8.633094e-01     3.209070e-06
    3.880000e+02     6.783136e-01     6.783136e-01     6.320687e-04     2.949573e-04     8.551069e-01     2.881990e-06
    3.900000e+02     6.783136e-01     6.783136e-01     5.991297e-04     2.761463e-04     8.469834e-01     2.586810e-06
    3.920000e+02     6.783136e-01     6.783136e-01     5.679680e-04     2.586795e-04     8.389382e-01     2.320574e-06
    3.940000e+02     6.783136e-01     6.783136e-01     5.384765e-04     2.424502e-04     8.309704e-01     2.080582e-06
    3.960000e+02     6.783136e-01     6.783136e-01     5.105568e-04     2.273615e-04     8.230806e-01     1.864374e-06
    3.980000e+02     6.783136e-01     6.783136e-01     4.841185e-04     2.133241e-04     8.152675e-01     1.669706e-06
    4.000000e+02     6.783136e-01     6.783136e-01     4.590787e-04     2.002550e-04     8.075293e-01     1.494534e-06
    4.020000e+02     6.783136e-01     6.783136e-01     4.353600e-04     1.880765e-04     7.998652e-01     1.336996e-06
    4.040000e+02     6.783136e-01     6.783136e-01     4.128893e-04     1.767162e-04     7.922743e-01     1.195400e-06
    4.060000e+02     6.783136e-01     6.783136e-01     3.915968e-04     1.661077e-04     7.847560e-01     1.068206e-06
    4.080000e+02     6.783136e-01     6.783136e-01     3.714163e-04     1.561910e-04     7.773095e-01     9.540163e-07
    4.100000e+02     6.783136e-01     6.783136e-01     3.522856e-04     1.469130e-04     7.699341e-01     8.515597e-07
    4.120000e+02     6.783136e-01     6.783136e-01     3.341477e-04     1.382264e-04     7.626291e-01     7.596843e-07
    4.140000e+02     6.783136e-01     6.783136e-01     3.169503e-04     1.300882e-04     7.553937e-01     6.773450e-07
    4.160000e+02     6.783136e-01     6.783136e-01     3.006459e-04     1.224587e-04     7.482274e-01     6.035947e-07
    4.180000e+02     6.783136e-01     6.783136e-01     2.851898e-04     1.153002e-04     7.411293e-01     5.375757e-07
    4.200000e+02     6.783136e-01     6.783136e-01     2.705395e-04     1.085774e-04     7.340989e-01     4.785117e-07
    4.220000e+02     6.783136e-01     6.783136e-01     2.566534e-04     1.022579e-04     7.271355e-01     4.257006e-07
    4.240000e+02     6.783136e-01     6.783136e-01     2.434909e-04     9.631282e-05     7.202383e-01     3.785077e-07
    4.260000e+02     6.783136e-01     6.783136e-01     2.310134e-04     9.071729e-05     7.134069e-01     3.363596e-07
    4.280000e+02     6.783136e-01     6.783136e-01     2.191848e-04     8.544996e-05     7.066405e-01     2.987388e-07
    4.300000e+02     6.783136e-01     6.783136e-01     2.079721e-04     8.049190e-05     6.999385e-01     2.651784e-07
    4.320000e+02     6.783136e-01     6.783136e-01     1.973451e-04     7.582536e-05     6.933002e-01     2.352575e-07
    4.340000e+02     6.783136e-01     6.783136e-01     1.872757e-04     7.143293e-05     6.867251e-01     2.085968e-07
    4.360000e+02     6.783136e-01     6.783136e-01     1.777362e-04     6.729743e-05     6.802126e-01     1.848546e-07
    4.380000e+02     6.783136e-01     6.783136e-01     1.686990e-04     6.340256e-05     6.737619e-01     1.637238e-07
    4.400000e+02     6.783136e-01     6.783136e-01     1.601365e-04     5.973367e-05     6.673725e-01     1.449279e-07
    4.420000e+02     6.783136e-01     6.783136e-01     1.520218e-04     5.627834e-05     6.610439e-01     1.282186e-07
    4.440000e+02     6.783136e-01     6.783136e-01     1.443294e-04     5.302617e-05     6.547754e-01     1.133727e-07
    4.460000e+02     6.783136e-01     6.783136e-01     1.370362e-04     4.996802e-05     6.485664e-01     1.001901e-07
    4.480000e+02     6.783136e-01     6.783136e-01     1.301213e-04     4.709489e-05     6.424165e-01     8.849119e-08
    4.500000e+02     6.783136e-01     6.783136e-01     1.235652e-04     4.439717e-05     6.363250e-01     7.811489e-08
    4.520000e+02     6.783136e-01     6.783136e-01     1.173491e-04     4.186446e-05     6.302913e-01     6.891701e-08
    4.540000e+02     6.783136e-01     6.783136e-01     1.114540e-04     3.948610e-05     6.243150e-01     6.076838e-08
    4.560000e+02     6.783136e-01     6.783136e-01     1.058606e-04     3.725210e-05     6.183954e-01     5.355348e-08
    4.580000e+02     6.783136e-01     6.783136e-01     1.005499e-04     3.515378e-05     6.125320e-01     4.716897e-08
    4.600000e+02     6.783136e-01     6.783136e-01     9.550426e-05     3.318390e-05     6.067244e-01     4.152254e-08
    4.620000e+02     6.783136e-01     6.783136e-01     9.070777e-05     3.133612e-05     6.009718e-01     3.653171e-08
    4.640000e+02     6.783136e-01     6.783136e-01     8.614670e-05     2.960410e-05     5.952739e-01     3.212291e-08
    4.660000e+02     6.783136e-01     6.783136e-01     8.180893e-05     2.798076e-05     5.896300e-01     2.823050e-08
    4.680000e+02     6.783136e-01     6.783136e-01     7.768308e-05     2.645807e-05     5.840398e-01     2.479596e-08
    4.700000e+02     6.783136e-01     6.783136e-01     7.375772e-05     2.502750e-05     5.785026e-01     2.176717e-08
    4.720000e+02     6.783136e-01     6.783136e-01     7.002114e-05     2.368085e-05     5.730180e-01     1.909773e-08
    4.740000e+02     6.783136e-01     6.783136e-01     6.646168e-05     2.241109e-05     5.675854e-01     1.674636e-08
    4.760000e+02     6.783136e-01     6.783136e-01     6.306856e-05     2.121261e-05     5.622044e-01     1.467633e-08
    4.780000e+02     6.783136e-01     6.783136e-01     5.983258e-05     2.008091e-05     5.568745e-01     1.285504e-08
    4.800000e+02     6.783136e-01     6.783136e-01     5.674639e-05     1.901182e-05     5.515952e-01     1.125352e-08
    4.820000e+02     6.783136e-01     6.783136e-01     5.380412e-05     1.800074e-05     5.463660e-01     9.846043e-09
    4.840000e+02     6.783136e-01     6.783136e-01     5.100061e-05     1.704238e-05     5.411863e-01     8.609816e-09
    4.860000e+02     6.783136e-01     6.783136e-01     4.833052e-05     1.613098e-05     5.360559e-01     7.524623e-09
    4.880000e+02     6.783136e-01     6.783136e-01     4.578798e-05     1.526114e-05     5.309740e-01     6.572557e-09
    4.900000e+02     6.783136e-01     6.783136e-01     4.336673e-05     1.442851e-05     5.259404e-01     5.737764e-09
    4.920000e+02     6.783136e-01     6.783136e-01     4.106082e-05     1.363027e-05     5.209546e-01     5.006218e-09
    4.940000e+02     6.783136e-01     6.783136e-01     3.886527e-05     1.286484e-05     5.160160e-01     4.365516e-09
    4.960000e+02     6.783136e-01     6.783136e-01     3.677644e-05     1.213123e-05     5.111243e-01     3.804697e-09
    4.980000e+02     6.783136e-01     6.783136e-01     3.479182e-05     1.142827e-05     5.062789e-01     3.314082e-09
    5.000000e+02     6.783136e-01     6.783136e-01     3.290929e-05     1.075412e-05     5.014795e-01     2.885129e-09
