####################################################################################################
# KET QUA GIAI PHUONG TRINH SEMICONDUCTOR BLOCH EQUATIONS (SBE)
####################################################################################################

# ====================================================================
# THAM SO DAU VAO
# ====================================================================

# --- THAM SO TINH TOAN ---
# N (So diem luoi nang luong)  = 100
# epsilon_max (Nang luong max) = 300 meV
# delta_epsilon (Buoc luoi)    = 3.0 meV
# dt (Buoc thoi gian)          = 2 fs
# t_max (Thoi gian mo phong)   = 500 fs
#
# --- THAM SO VAT LY HE BAN DAN ---
# a_0 (Ban kinh Bohr Exciton)  = 125 angstrom
# E_R (Nang luong Rydberg)     = 4.2 meV
# T_2 (Thoi gian dephasing)    = 210 fs
# hbar (Hang so Planck thu gon) = 658.5 meV*fs
#
# --- THAM SO KICH THICH LASER ---
# chi_0 (Tan so Rabi dinh)     = 0.1
# Delta_0 (Do lech pha/Detuning)= 50 meV
# delta_t (Do rong xung laser) = 30 fs

####################################################################################################

#              t             N_e             N_h    Re_P for abs    Im_P for abs             |P|             E_t 
    4.420000e+02     2.680708e+00     2.680708e+00    -6.349039e-02    -6.786580e-02     2.296674e+00     5.335981e-96
    4.440000e+02     2.680708e+00     2.680708e+00    -5.199715e-02    -7.621391e-02     2.274916e+00     7.449664e-97
    4.460000e+02     2.680708e+00     2.680708e+00    -3.945631e-02    -8.265964e-02     2.253324e+00     1.030858e-97
    4.480000e+02     2.680708e+00     2.680708e+00    -2.617657e-02    -8.708058e-02     2.231888e+00     1.413840e-98
    4.500000e+02     2.680708e+00     2.680708e+00    -1.247925e-02    -8.940350e-02     2.210673e+00     1.921948e-99
    4.520000e+02     2.680708e+00     2.680708e+00     1.309411e-03    -8.960528e-02     2.189796e+00    2.589539e-100
    4.540000e+02     2.680708e+00     2.680708e+00     1.486603e-02    -8.771274e-02     2.169073e+00    3.458142e-101
    4.560000e+02     2.680708e+00     2.680708e+00     2.787752e-02    -8.380121e-02     2.148485e+00    4.577232e-102
    4.580000e+02     2.680708e+00     2.680708e+00     4.004831e-02    -7.799205e-02     2.128088e+00    6.004855e-103
    4.600000e+02     2.680708e+00     2.680708e+00     5.110691e-02    -7.044912e-02     2.108004e+00    7.808036e-104
    4.620000e+02     2.680708e+00     2.680708e+00     6.081190e-02    -6.137427e-02     2.088113e+00    1.006284e-104
    4.640000e+02     2.680708e+00     2.680708e+00     6.895710e-02    -5.100205e-02     2.068352e+00    1.285402e-105
    4.660000e+02     2.680708e+00     2.680708e+00     7.537582e-02    -3.959368e-02     2.048748e+00    1.627411e-106
    4.680000e+02     2.680708e+00     2.680708e+00     7.994422e-02    -2.743060e-02     2.029409e+00    2.042184e-107
    4.700000e+02     2.680708e+00     2.680708e+00     8.258348e-02    -1.480754e-02     2.010300e+00    2.539991e-108
    4.720000e+02     2.680708e+00     2.680708e+00     8.326096e-02    -2.025505e-03     1.991327e+00    3.131187e-109
    4.740000e+02     2.680708e+00     2.680708e+00     8.199028e-02     1.061538e-02     1.972476e+00    3.825829e-110
    4.760000e+02     2.680708e+00     2.680708e+00     7.883022e-02     2.282283e-02     1.953851e+00    4.633206e-111
    4.780000e+02     2.680708e+00     2.680708e+00     7.388271e-02     3.431909e-02     1.935482e+00    5.561313e-112
    4.800000e+02     2.680708e+00     2.680708e+00     6.728972e-02     4.484720e-02     1.917254e+00    6.616261e-113
    4.820000e+02     2.680708e+00     2.680708e+00     5.922936e-02     5.417669e-02     1.899144e+00    7.801669e-114
    4.840000e+02     2.680708e+00     2.680708e+00     4.991120e-02     6.210850e-02     1.881195e+00    9.118052e-115
    4.860000e+02     2.680708e+00     2.680708e+00     3.957090e-02     6.847916e-02     1.863510e+00    1.056224e-115
    4.880000e+02     2.680708e+00     2.680708e+00     2.846431e-02     7.316404e-02     1.845982e+00    1.212690e-116
    4.900000e+02     2.680708e+00     2.680708e+00     1.686121e-02     7.607961e-02     1.828572e+00    1.380013e-117
    4.920000e+02     2.680708e+00     2.680708e+00     5.038812e-03     7.718475e-02     1.811307e+00    1.556525e-118
    4.940000e+02     2.680708e+00     2.680708e+00    -6.724820e-03     7.648107e-02     1.794250e+00    1.740078e-119
    4.960000e+02     2.680708e+00     2.680708e+00    -1.815727e-02     7.401220e-02     1.777377e+00    1.928061e-120
    4.980000e+02     2.680708e+00     2.680708e+00    -2.899799e-02     6.986215e-02     1.760628e+00    2.117447e-121
    5.000000e+02     2.680708e+00     2.680708e+00    -3.900419e-02     6.415272e-02     1.743992e+00    2.304857e-122
