# Giai bai toan bay tu bang RK4
#
#                    t                    x                    y                    z                  v_x                  v_y                  v_z
        4.19672022e+01       1.00511101e-01       1.73222194e-01      -1.96992499e-02       8.81158816e-02       3.99972129e-01      -1.45457512e-01
        4.19772015e+01       1.01412216e-01       1.77217160e-01      -2.11537529e-02       9.21177218e-02       3.99067638e-01      -1.45462524e-01
        4.19872009e+01       1.02353305e-01       1.81202880e-01      -2.26083070e-02       9.61110555e-02       3.98122856e-01      -1.45467717e-01
        4.19972002e+01       1.03334280e-01       1.85178952e-01      -2.40629139e-02       1.00095512e-01       3.97137855e-01      -1.45473064e-01
        4.20071995e+01       1.04355050e-01       1.89144974e-01      -2.55175748e-02       1.04070722e-01       3.96112711e-01      -1.45478536e-01
        4.20171989e+01       1.05415523e-01       1.93100545e-01      -2.69722910e-02       1.08036316e-01       3.95047503e-01      -1.45484104e-01
        4.20271982e+01       1.06515599e-01       1.97045264e-01      -2.84270631e-02       1.11991924e-01       3.93942312e-01      -1.45489736e-01
        4.20371975e+01       1.07655178e-01       2.00978733e-01      -2.98818918e-02       1.15937178e-01       3.92797223e-01      -1.45495403e-01
        4.20471969e+01       1.08834153e-01       2.04900552e-01      -3.13367772e-02       1.19871711e-01       3.91612322e-01      -1.45501071e-01
        4.20571962e+01       1.10052415e-01       2.08810325e-01      -3.27917192e-02       1.23795155e-01       3.90387701e-01      -1.45506709e-01
        4.20671955e+01       1.11309853e-01       2.12707654e-01      -3.42467172e-02       1.27707143e-01       3.89123452e-01      -1.45512283e-01
        4.20771949e+01       1.12606348e-01       2.16592143e-01      -3.57017705e-02       1.31607308e-01       3.87819673e-01      -1.45517758e-01
        4.20871942e+01       1.13941783e-01       2.20463399e-01      -3.71568779e-02       1.35495286e-01       3.86476461e-01      -1.45523099e-01
        4.20971935e+01       1.15316032e-01       2.24321026e-01      -3.86120379e-02       1.39370712e-01       3.85093920e-01      -1.45528271e-01
        4.21071929e+01       1.16728968e-01       2.28164633e-01      -4.00672486e-02       1.43233220e-01       3.83672154e-01      -1.45533236e-01
        4.21171922e+01       1.18180461e-01       2.31993827e-01      -4.15225078e-02       1.47082448e-01       3.82211272e-01      -1.45537958e-01
        4.21271915e+01       1.19670375e-01       2.35808219e-01      -4.29778128e-02       1.50918031e-01       3.80711385e-01      -1.45542397e-01
        4.21371909e+01       1.21198574e-01       2.39607418e-01      -4.44331606e-02       1.54739608e-01       3.79172606e-01      -1.45546516e-01
        4.21471902e+01       1.22764913e-01       2.43391036e-01      -4.58885478e-02       1.58546818e-01       3.77595054e-01      -1.45550273e-01
        4.21571895e+01       1.24369249e-01       2.47158687e-01      -4.73439707e-02       1.62339298e-01       3.75978847e-01      -1.45553630e-01
        4.21671889e+01       1.26011433e-01       2.50909984e-01      -4.87994249e-02       1.66116688e-01       3.74324109e-01      -1.45556543e-01
        4.21771882e+01       1.27691310e-01       2.54644542e-01      -5.02549059e-02       1.69878630e-01       3.72630966e-01      -1.45558972e-01
        4.21871875e+01       1.29408726e-01       2.58361978e-01      -5.17104085e-02       1.73624764e-01       3.70899546e-01      -1.45560874e-01
        4.21971869e+01       1.31163520e-01       2.62061911e-01      -5.31659274e-02       1.77354733e-01       3.69129982e-01      -1.45562204e-01
        4.22071862e+01       1.32955529e-01       2.65743959e-01      -5.46214565e-02       1.81068178e-01       3.67322408e-01      -1.45562920e-01
        4.22171855e+01       1.34784586e-01       2.69407743e-01      -5.60769895e-02       1.84764744e-01       3.65476961e-01      -1.45562976e-01
        4.22271849e+01       1.36650520e-01       2.73052885e-01      -5.75325196e-02       1.88444075e-01       3.63593784e-01      -1.45562326e-01
        4.22371842e+01       1.38553158e-01       2.76679009e-01      -5.89880394e-02       1.92105816e-01       3.61673019e-01      -1.45560924e-01
        4.22471835e+01       1.40492321e-01       2.80285739e-01      -6.04435413e-02       1.95749614e-01       3.59714813e-01      -1.45558723e-01
        4.22571829e+01       1.42467828e-01       2.83872701e-01      -6.18990170e-02       1.99375114e-01       3.57719317e-01      -1.45555675e-01
        4.22671822e+01       1.44479495e-01       2.87439524e-01      -6.33544578e-02       2.02981965e-01       3.55686681e-01      -1.45551733e-01
        4.22771815e+01       1.46527133e-01       2.90985837e-01      -6.48098545e-02       2.06569815e-01       3.53617063e-01      -1.45546846e-01
        4.22871809e+01       1.48610551e-01       2.94511271e-01      -6.62651973e-02       2.10138315e-01       3.51510620e-01      -1.45540965e-01
        4.22971802e+01       1.50729554e-01       2.98015459e-01      -6.77204762e-02       2.13687114e-01       3.49367514e-01      -1.45534041e-01
        4.23071795e+01       1.52883942e-01       3.01498034e-01      -6.91756805e-02       2.17215865e-01       3.47187911e-01      -1.45526021e-01
        4.23171789e+01       1.55073514e-01       3.04958633e-01      -7.06307988e-02       2.20724218e-01       3.44971977e-01      -1.45516854e-01
        4.23271782e+01       1.57298063e-01       3.08396893e-01      -7.20858195e-02       2.24211829e-01       3.42719882e-01      -1.45506488e-01
        4.23371775e+01       1.59557381e-01       3.11812454e-01      -7.35407304e-02       2.27678350e-01       3.40431801e-01      -1.45494870e-01
        4.23471769e+01       1.61851255e-01       3.15204956e-01      -7.49955186e-02       2.31123439e-01       3.38107911e-01      -1.45481947e-01
        4.23571762e+01       1.64179469e-01       3.18574043e-01      -7.64501709e-02       2.34546750e-01       3.35748389e-01      -1.45467664e-01
        4.23671755e+01       1.66541803e-01       3.21919358e-01      -7.79046732e-02       2.37947941e-01       3.33353420e-01      -1.45451966e-01
        4.23771749e+01       1.68938036e-01       3.25240549e-01      -7.93590114e-02       2.41326672e-01       3.30923189e-01      -1.45434798e-01
        4.23871742e+01       1.71367939e-01       3.28537264e-01      -8.08131702e-02       2.44682601e-01       3.28457884e-01      -1.45416105e-01
        4.23971735e+01       1.73831284e-01       3.31809153e-01      -8.22671343e-02       2.48015389e-01       3.25957696e-01      -1.45395830e-01
        4.24071729e+01       1.76327838e-01       3.35055868e-01      -8.37208875e-02       2.51324697e-01       3.23422821e-01      -1.45373915e-01
        4.24171722e+01       1.78857364e-01       3.38277063e-01      -8.51744131e-02       2.54610190e-01       3.20853456e-01      -1.45350304e-01
        4.24271715e+01       1.81419622e-01       3.41472395e-01      -8.66276939e-02       2.57871530e-01       3.18249802e-01      -1.45324938e-01
        4.24371709e+01       1.84014369e-01       3.44641521e-01      -8.80807121e-02       2.61108384e-01       3.15612062e-01      -1.45297758e-01
        4.24471702e+01       1.86641359e-01       3.47784102e-01      -8.95334491e-02       2.64320416e-01       3.12940443e-01      -1.45268706e-01
        4.24571695e+01       1.89300341e-01       3.50899800e-01      -9.09858861e-02       2.67507296e-01       3.10235155e-01      -1.45237721e-01
        4.24671689e+01       1.91991063e-01       3.53988280e-01      -9.24380033e-02       2.70668691e-01       3.07496410e-01      -1.45204744e-01
        4.24771682e+01       1.94713268e-01       3.57049208e-01      -9.38897805e-02       2.73804272e-01       3.04724425e-01      -1.45169713e-01
        4.24871675e+01       1.97466696e-01       3.60082252e-01      -9.53411970e-02       2.76913710e-01       3.01919418e-01      -1.45132569e-01
        4.24971669e+01       2.00251085e-01       3.63087084e-01      -9.67922311e-02       2.79996677e-01       2.99081611e-01      -1.45093248e-01
        4.25071662e+01       2.03066167e-01       3.66063377e-01      -9.82428610e-02       2.83052848e-01       2.96211230e-01      -1.45051690e-01
        4.25171655e+01       2.05911674e-01       3.69010806e-01      -9.96930639e-02       2.86081897e-01       2.93308502e-01      -1.45007831e-01
        4.25271649e+01       2.08787332e-01       3.71929049e-01      -1.01142816e-01       2.89083501e-01       2.90373659e-01      -1.44961609e-01
        4.25371642e+01       2.11692866e-01       3.74817786e-01      -1.02592095e-01       2.92057337e-01       2.87406934e-01      -1.44912960e-01
        4.25471635e+01       2.14627996e-01       3.77676699e-01      -1.04040874e-01       2.95003086e-01       2.84408566e-01      -1.44861821e-01
        4.25571629e+01       2.17592440e-01       3.80505473e-01      -1.05489129e-01       2.97920426e-01       2.81378794e-01      -1.44808127e-01
        4.25671622e+01       2.20585911e-01       3.83303796e-01      -1.06936835e-01       3.00809042e-01       2.78317863e-01      -1.44751814e-01
        4.25771615e+01       2.23608123e-01       3.86071357e-01      -1.08383964e-01       3.03668615e-01       2.75226018e-01      -1.44692817e-01
        4.25871609e+01       2.26658781e-01       3.88807847e-01      -1.09830489e-01       3.06498830e-01       2.72103510e-01      -1.44631071e-01
        4.25971602e+01       2.29737592e-01       3.91512963e-01      -1.11276383e-01       3.09299375e-01       2.68950591e-01      -1.44566511e-01
        4.26071595e+01       2.32844256e-01       3.94186400e-01      -1.12721617e-01       3.12069936e-01       2.65767518e-01      -1.44499069e-01
        4.26171589e+01       2.35978473e-01       3.96827859e-01      -1.14166162e-01       3.14810204e-01       2.62554550e-01      -1.44428681e-01
        4.26271582e+01       2.39139939e-01       3.99437042e-01      -1.15609988e-01       3.17519868e-01       2.59311948e-01      -1.44355280e-01
        4.26371575e+01       2.42328344e-01       4.02013654e-01      -1.17053065e-01       3.20198622e-01       2.56039979e-01      -1.44278798e-01
        4.26471569e+01       2.45543380e-01       4.04557403e-01      -1.18495361e-01       3.22846160e-01       2.52738910e-01      -1.44199170e-01
        4.26571562e+01       2.48784732e-01       4.07068000e-01      -1.19936845e-01       3.25462176e-01       2.49409014e-01      -1.44116326e-01
        4.26671555e+01       2.52052084e-01       4.09545156e-01      -1.21377485e-01       3.28046369e-01       2.46050566e-01      -1.44030201e-01
        4.26771549e+01       2.55345115e-01       4.11988589e-01      -1.22817246e-01       3.30598437e-01       2.42663843e-01      -1.43940725e-01
        4.26871542e+01       2.58663504e-01       4.14398016e-01      -1.24256096e-01       3.33118082e-01       2.39249128e-01      -1.43847832e-01
        4.26971535e+01       2.62006923e-01       4.16773160e-01      -1.25693999e-01       3.35605004e-01       2.35806703e-01      -1.43751452e-01
        4.27071529e+01       2.65375046e-01       4.19113744e-01      -1.27130921e-01       3.38058909e-01       2.32336858e-01      -1.43651518e-01
        4.27171522e+01       2.68767540e-01       4.21419497e-01      -1.28566826e-01       3.40479502e-01       2.28839883e-01      -1.43547960e-01
        4.27271515e+01       2.72184070e-01       4.23690147e-01      -1.30001677e-01       3.42866491e-01       2.25316071e-01      -1.43440711e-01
        4.27371509e+01       2.75624300e-01       4.25925429e-01      -1.31435436e-01       3.45219585e-01       2.21765721e-01      -1.43329700e-01
        4.27471502e+01       2.79087888e-01       4.28125079e-01      -1.32868067e-01       3.47538496e-01       2.18189132e-01      -1.43214860e-01
        4.27571495e+01       2.82574491e-01       4.30288835e-01      -1.34299530e-01       3.49822937e-01       2.14586610e-01      -1.43096122e-01
        4.27671489e+01       2.86083764e-01       4.32416439e-01      -1.35729785e-01       3.52072622e-01       2.10958459e-01      -1.42973415e-01
        4.27771482e+01       2.89615358e-01       4.34507638e-01      -1.37158794e-01       3.54287269e-01       2.07304991e-01      -1.42846670e-01
        4.27871475e+01       2.93168920e-01       4.36562179e-01      -1.38586515e-01       3.56466598e-01       2.03626520e-01      -1.42715819e-01
        4.27971469e+01       2.96744096e-01       4.38579815e-01      -1.40012906e-01       3.58610328e-01       1.99923361e-01      -1.42580793e-01
        4.28071462e+01       3.00340528e-01       4.40560299e-01      -1.41437926e-01       3.60718183e-01       1.96195836e-01      -1.42441520e-01
        4.28171455e+01       3.03957858e-01       4.42503390e-01      -1.42861532e-01       3.62789887e-01       1.92444267e-01      -1.42297934e-01
        4.28271449e+01       3.07595721e-01       4.44408849e-01      -1.44283681e-01       3.64825169e-01       1.88668980e-01      -1.42149963e-01
        4.28371442e+01       3.11253753e-01       4.46276440e-01      -1.45704327e-01       3.66823757e-01       1.84870306e-01      -1.41997538e-01
        4.28471435e+01       3.14931584e-01       4.48105931e-01      -1.47123427e-01       3.68785383e-01       1.81048578e-01      -1.41840591e-01
        4.28571429e+01       3.18628844e-01       4.49897094e-01      -1.48540935e-01       3.70709781e-01       1.77204133e-01      -1.41679053e-01
        4.28671422e+01       3.22345160e-01       4.51649703e-01      -1.49956804e-01       3.72596685e-01       1.73337309e-01      -1.41512853e-01
        4.28771415e+01       3.26080156e-01       4.53363536e-01      -1.51370987e-01       3.74445835e-01       1.69448450e-01      -1.41341923e-01
        4.28871409e+01       3.29833451e-01       4.55038374e-01      -1.52783438e-01       3.76256971e-01       1.65537903e-01      -1.41166194e-01
        4.28971402e+01       3.33604666e-01       4.56674002e-01      -1.54194107e-01       3.78029835e-01       1.61606017e-01      -1.40985598e-01
        4.29071395e+01       3.37393415e-01       4.58270209e-01      -1.55602945e-01       3.79764173e-01       1.57653145e-01      -1.40800065e-01
        4.29171389e+01       3.41199314e-01       4.59826786e-01      -1.57009904e-01       3.81459733e-01       1.53679644e-01      -1.40609528e-01
        4.29271382e+01       3.45021971e-01       4.61343529e-01      -1.58414931e-01       3.83116263e-01       1.49685873e-01      -1.40413918e-01
        4.29371375e+01       3.48860997e-01       4.62820238e-01      -1.59817978e-01       3.84733517e-01       1.45672195e-01      -1.40213167e-01
        4.29471369e+01       3.52715997e-01       4.64256714e-01      -1.61218990e-01       3.86311250e-01       1.41638977e-01      -1.40007208e-01
        4.29571362e+01       3.56586575e-01       4.65652765e-01      -1.62617917e-01       3.87849219e-01       1.37586587e-01      -1.39795973e-01
        4.29671355e+01       3.60472331e-01       4.67008200e-01      -1.64014706e-01       3.89347185e-01       1.33515400e-01      -1.39579394e-01
        4.29771349e+01       3.64372865e-01       4.68322833e-01      -1.65409301e-01       3.90804910e-01       1.29425792e-01      -1.39357405e-01
        4.29871342e+01       3.68287773e-01       4.69596483e-01      -1.66801650e-01       3.92222160e-01       1.25318142e-01      -1.39129940e-01
        4.29971335e+01       3.72216650e-01       4.70828970e-01      -1.68191696e-01       3.93598704e-01       1.21192834e-01      -1.38896931e-01
        4.30071329e+01       3.76159086e-01       4.72020120e-01      -1.69579384e-01       3.94934311e-01       1.17050253e-01      -1.38658314e-01
        4.30171322e+01       3.80114672e-01       4.73169763e-01      -1.70964659e-01       3.96228757e-01       1.12890791e-01      -1.38414022e-01
        4.30271315e+01       3.84082995e-01       4.74277731e-01      -1.72347461e-01       3.97481818e-01       1.08714839e-01      -1.38163991e-01
        4.30371309e+01       3.88063640e-01       4.75343861e-01      -1.73727735e-01       3.98693273e-01       1.04522794e-01      -1.37908156e-01
        4.30471302e+01       3.92056190e-01       4.76367995e-01      -1.75105421e-01       3.99862906e-01       1.00315057e-01      -1.37646452e-01
        4.30571295e+01       3.96060225e-01       4.77349977e-01      -1.76480461e-01       4.00990502e-01       9.60920304e-02      -1.37378817e-01
        4.30671289e+01       4.00075324e-01       4.78289658e-01      -1.77852794e-01       4.02075849e-01       9.18541205e-02      -1.37105186e-01
        4.30771282e+01       4.04101064e-01       4.79186889e-01      -1.79222361e-01       4.03118741e-01       8.76017374e-02      -1.36825497e-01
        4.30871275e+01       4.08137019e-01       4.80041529e-01      -1.80589101e-01       4.04118971e-01       8.33352943e-02      -1.36539687e-01
        4.30971269e+01       4.12182762e-01       4.80853438e-01      -1.81952952e-01       4.05076338e-01       7.90552077e-02      -1.36247696e-01
        4.31071262e+01       4.16237862e-01       4.81622484e-01      -1.83313853e-01       4.05990644e-01       7.47618976e-02      -1.35949461e-01
        4.31171255e+01       4.20301889e-01       4.82348534e-01      -1.84671739e-01       4.06861693e-01       7.04557871e-02      -1.35644923e-01
        4.31271249e+01       4.24374409e-01       4.83031464e-01      -1.86026549e-01       4.07689293e-01       6.61373026e-02      -1.35334022e-01
        4.31371242e+01       4.28454986e-01       4.83671152e-01      -1.87378218e-01       4.08473257e-01       6.18068741e-02      -1.35016697e-01
        4.31471235e+01       4.32543184e-01       4.84267481e-01      -1.88726681e-01       4.09213399e-01       5.74649345e-02      -1.34692892e-01
        4.31571229e+01       4.36638562e-01       4.84820337e-01      -1.90071874e-01       4.09909539e-01       5.31119203e-02      -1.34362547e-01
        4.31671222e+01       4.40740681e-01       4.85329613e-01      -1.91413731e-01       4.10561497e-01       4.87482711e-02      -1.34025606e-01
        4.31771215e+01       4.44849097e-01       4.85795204e-01      -1.92752186e-01       4.11169101e-01       4.43744298e-02      -1.33682013e-01
        4.31871209e+01       4.48963366e-01       4.86217010e-01      -1.94087171e-01       4.11732179e-01       3.99908425e-02      -1.33331711e-01
        4.31971202e+01       4.53083042e-01       4.86594936e-01      -1.95418620e-01       4.12250566e-01       3.55979588e-02      -1.32974645e-01
        4.32071195e+01       4.57207678e-01       4.86928892e-01      -1.96746464e-01       4.12724098e-01       3.11962311e-02      -1.32610763e-01
        4.32171189e+01       4.61336824e-01       4.87218791e-01      -1.98070635e-01       4.13152616e-01       2.67861152e-02      -1.32240009e-01
        4.32271182e+01       4.65470029e-01       4.87464552e-01      -1.99391065e-01       4.13535965e-01       2.23680703e-02      -1.31862333e-01
        4.32371175e+01       4.69606841e-01       4.87666098e-01      -2.00707683e-01       4.13873995e-01       1.79425584e-02      -1.31477681e-01
        4.32471169e+01       4.73746806e-01       4.87823356e-01      -2.02020420e-01       4.14166558e-01       1.35100449e-02      -1.31086005e-01
        4.32571162e+01       4.77889468e-01       4.87936259e-01      -2.03329204e-01       4.14413512e-01       9.07099828e-03      -1.30687253e-01
        4.32671155e+01       4.82034371e-01       4.88004744e-01      -2.04633967e-01       4.14614717e-01       4.62588999e-03      -1.30281377e-01
        4.32771149e+01       4.86181056e-01       4.88028752e-01      -2.05934634e-01       4.14770040e-01       1.75194716e-04      -1.29868330e-01
        4.32871142e+01       4.90329065e-01       4.88008230e-01      -2.07231136e-01       4.14879350e-01      -4.28060985e-03      -1.29448064e-01
        4.32971135e+01       4.94477937e-01       4.87943130e-01      -2.08523399e-01       4.14942522e-01      -8.74104297e-03      -1.29020533e-01
        4.33071129e+01       4.98627208e-01       4.87833407e-01      -2.09811350e-01       4.14959433e-01      -1.32056209e-02      -1.28585693e-01
        4.33171122e+01       5.02776417e-01       4.87679023e-01      -2.11094917e-01       4.14929968e-01      -1.76738570e-02      -1.28143499e-01
        4.33271115e+01       5.06925100e-01       4.87479943e-01      -2.12374025e-01       4.14854014e-01      -2.21452615e-02      -1.27693910e-01
        4.33371109e+01       5.11072789e-01       4.87236139e-01      -2.13648600e-01       4.14731463e-01      -2.66193418e-02      -1.27236883e-01
        4.33471102e+01       5.15219020e-01       4.86947585e-01      -2.14918568e-01       4.14562212e-01      -3.10956026e-02      -1.26772378e-01
        4.33571095e+01       5.19363325e-01       4.86614262e-01      -2.16183853e-01       4.14346163e-01      -3.55735455e-02      -1.26300356e-01
        4.33671089e+01       5.23505235e-01       4.86236157e-01      -2.17444381e-01       4.14083223e-01      -4.00526693e-02      -1.25820778e-01
        4.33771082e+01       5.27644281e-01       4.85813260e-01      -2.18700076e-01       4.13773303e-01      -4.45324702e-02      -1.25333607e-01
        4.33871075e+01       5.31779992e-01       4.85345567e-01      -2.19950861e-01       4.13416319e-01      -4.90124415e-02      -1.24838807e-01
        4.33971069e+01       5.35911899e-01       4.84833078e-01      -2.21196660e-01       4.13012193e-01      -5.34920739e-02      -1.24336345e-01
        4.34071062e+01       5.40039528e-01       4.84275799e-01      -2.22437396e-01       4.12560851e-01      -5.79708553e-02      -1.23826186e-01
        4.34171055e+01       5.44162408e-01       4.83673743e-01      -2.23672993e-01       4.12062225e-01      -6.24482712e-02      -1.23308298e-01
        4.34271049e+01       5.48280065e-01       4.83026923e-01      -2.24903372e-01       4.11516251e-01      -6.69238043e-02      -1.22782651e-01
        4.34371042e+01       5.52392026e-01       4.82335364e-01      -2.26128456e-01       4.10922872e-01      -7.13969350e-02      -1.22249215e-01
        4.34471035e+01       5.56497817e-01       4.81599090e-01      -2.27348167e-01       4.10282036e-01      -7.58671411e-02      -1.21707963e-01
        4.34571029e+01       5.60596962e-01       4.80818133e-01      -2.28562427e-01       4.09593694e-01      -8.03338980e-02      -1.21158866e-01
        4.34671022e+01       5.64688986e-01       4.79992532e-01      -2.29771157e-01       4.08857805e-01      -8.47966787e-02      -1.20601900e-01
        4.34771015e+01       5.68773414e-01       4.79122328e-01      -2.30974278e-01       4.08074334e-01      -8.92549538e-02      -1.20037041e-01
        4.34871009e+01       5.72849770e-01       4.78207569e-01      -2.32171711e-01       4.07243249e-01      -9.37081920e-02      -1.19464266e-01
        4.34971002e+01       5.76917577e-01       4.77248308e-01      -2.33363378e-01       4.06364526e-01      -9.81558593e-02      -1.18883554e-01
        4.35070995e+01       5.80976360e-01       4.76244603e-01      -2.34549197e-01       4.05438145e-01      -1.02597420e-01      -1.18294886e-01
        4.35170989e+01       5.85025641e-01       4.75196518e-01      -2.35729091e-01       4.04464093e-01      -1.07032336e-01      -1.17698242e-01
        4.35270982e+01       5.89064944e-01       4.74104123e-01      -2.36902979e-01       4.03442364e-01      -1.11460067e-01      -1.17093607e-01
        4.35370975e+01       5.93093791e-01       4.72967491e-01      -2.38070780e-01       4.02372954e-01      -1.15880071e-01      -1.16480964e-01
        4.35470969e+01       5.97111707e-01       4.71786703e-01      -2.39232416e-01       4.01255869e-01      -1.20291805e-01      -1.15860301e-01
        4.35570962e+01       6.01118215e-01       4.70561845e-01      -2.40387805e-01       4.00091118e-01      -1.24694723e-01      -1.15231606e-01
        4.35670955e+01       6.05112837e-01       4.69293006e-01      -2.41536868e-01       3.98878720e-01      -1.29088277e-01      -1.14594866e-01
        4.35770949e+01       6.09095099e-01       4.67980284e-01      -2.42679523e-01       3.97618696e-01      -1.33471918e-01      -1.13950075e-01
        4.35870942e+01       6.13064523e-01       4.66623781e-01      -2.43815690e-01       3.96311076e-01      -1.37845096e-01      -1.13297223e-01
        4.35970935e+01       6.17020633e-01       4.65223603e-01      -2.44945289e-01       3.94955895e-01      -1.42207257e-01      -1.12636305e-01
        4.36070929e+01       6.20962956e-01       4.63779864e-01      -2.46068239e-01       3.93553194e-01      -1.46557849e-01      -1.11967318e-01
        4.36170922e+01       6.24891014e-01       4.62292682e-01      -2.47184460e-01       3.92103022e-01      -1.50896317e-01      -1.11290258e-01
        4.36270915e+01       6.28804335e-01       4.60762181e-01      -2.48293869e-01       3.90605434e-01      -1.55222103e-01      -1.10605125e-01
        4.36370909e+01       6.32702444e-01       4.59188491e-01      -2.49396388e-01       3.89060490e-01      -1.59534650e-01      -1.09911920e-01
        4.36470902e+01       6.36584869e-01       4.57571747e-01      -2.50491934e-01       3.87468259e-01      -1.63833400e-01      -1.09210644e-01
        4.36570895e+01       6.40451136e-01       4.55912089e-01      -2.51580428e-01       3.85828815e-01      -1.68117793e-01      -1.08501303e-01
        4.36670889e+01       6.44300773e-01       4.54209665e-01      -2.52661789e-01       3.84142240e-01      -1.72387268e-01      -1.07783902e-01
        4.36770882e+01       6.48133311e-01       4.52464625e-01      -2.53735936e-01       3.82408620e-01      -1.76641263e-01      -1.07058449e-01
        4.36870875e+01       6.51948280e-01       4.50677128e-01      -2.54802788e-01       3.80628052e-01      -1.80879216e-01      -1.06324953e-01
        4.36970869e+01       6.55745209e-01       4.48847337e-01      -2.55862266e-01       3.78800636e-01      -1.85100564e-01      -1.05583425e-01
        4.37070862e+01       6.59523631e-01       4.46975421e-01      -2.56914289e-01       3.76926481e-01      -1.89304743e-01      -1.04833879e-01
        4.37170855e+01       6.63283080e-01       4.45061554e-01      -2.57958777e-01       3.75005703e-01      -1.93491189e-01      -1.04076329e-01
        4.37270849e+01       6.67023090e-01       4.43105916e-01      -2.58995650e-01       3.73038425e-01      -1.97659339e-01      -1.03310791e-01
        4.37370842e+01       6.70743197e-01       4.41108694e-01      -2.60024829e-01       3.71024775e-01      -2.01808626e-01      -1.02537284e-01
        4.37470835e+01       6.74442937e-01       4.39070078e-01      -2.61046233e-01       3.68964892e-01      -2.05938485e-01      -1.01755828e-01
        4.37570829e+01       6.78121849e-01       4.36990265e-01      -2.62059783e-01       3.66858919e-01      -2.10048353e-01      -1.00966445e-01
        4.37670822e+01       6.81779473e-01       4.34869459e-01      -2.63065401e-01       3.64707006e-01      -2.14137664e-01      -1.00169159e-01
        4.37770815e+01       6.85415351e-01       4.32707868e-01      -2.64063007e-01       3.62509314e-01      -2.18205852e-01      -9.93639951e-02
        4.37870809e+01       6.89029024e-01       4.30505705e-01      -2.65052522e-01       3.60266006e-01      -2.22252355e-01      -9.85509807e-02
        4.37970802e+01       6.92620039e-01       4.28263191e-01      -2.66033869e-01       3.57977257e-01      -2.26276606e-01      -9.77301454e-02
        4.38070795e+01       6.96187941e-01       4.25980551e-01      -2.67006969e-01       3.55643246e-01      -2.30278043e-01      -9.69015201e-02
        4.38170789e+01       6.99732280e-01       4.23658015e-01      -2.67971744e-01       3.53264162e-01      -2.34256101e-01      -9.60651380e-02
        4.38270782e+01       7.03252604e-01       4.21295821e-01      -2.68928118e-01       3.50840200e-01      -2.38210220e-01      -9.52210338e-02
        4.38370775e+01       7.06748467e-01       4.18894210e-01      -2.69876012e-01       3.48371562e-01      -2.42139837e-01      -9.43692444e-02
        4.38470769e+01       7.10219423e-01       4.16453431e-01      -2.70815351e-01       3.45858459e-01      -2.46044391e-01      -9.35098083e-02
        4.38570762e+01       7.13665027e-01       4.13973736e-01      -2.71746058e-01       3.43301108e-01      -2.49923323e-01      -9.26427659e-02
        4.38670755e+01       7.17084840e-01       4.11455385e-01      -2.72668058e-01       3.40699734e-01      -2.53776074e-01      -9.17681597e-02
        4.38770749e+01       7.20478422e-01       4.08898642e-01      -2.73581274e-01       3.38054571e-01      -2.57602088e-01      -9.08860339e-02
        4.38870742e+01       7.23845336e-01       4.06303777e-01      -2.74485632e-01       3.35365859e-01      -2.61400808e-01      -8.99964346e-02
        4.38970735e+01       7.27185148e-01       4.03671067e-01      -2.75381058e-01       3.32633846e-01      -2.65171680e-01      -8.90994097e-02
        4.39070729e+01       7.30497426e-01       4.01000792e-01      -2.76267477e-01       3.29858787e-01      -2.68914152e-01      -8.81950091e-02
        4.39170722e+01       7.33781741e-01       3.98293239e-01      -2.77144816e-01       3.27040945e-01      -2.72627674e-01      -8.72832845e-02
        4.39270715e+01       7.37037667e-01       3.95548700e-01      -2.78013002e-01       3.24180592e-01      -2.76311696e-01      -8.63642896e-02
        4.39370709e+01       7.40264780e-01       3.92767474e-01      -2.78871963e-01       3.21278006e-01      -2.79965672e-01      -8.54380798e-02
        4.39470702e+01       7.43462659e-01       3.89949862e-01      -2.79721626e-01       3.18333473e-01      -2.83589058e-01      -8.45047124e-02
        4.39570695e+01       7.46630886e-01       3.87096174e-01      -2.80561921e-01       3.15347286e-01      -2.87181312e-01      -8.35642467e-02
        4.39670689e+01       7.49769046e-01       3.84206724e-01      -2.81392776e-01       3.12319748e-01      -2.90741893e-01      -8.26167436e-02
        4.39770682e+01       7.52876728e-01       3.81281831e-01      -2.82214122e-01       3.09251168e-01      -2.94270266e-01      -8.16622661e-02
        4.39870675e+01       7.55953522e-01       3.78321820e-01      -2.83025890e-01       3.06141862e-01      -2.97765895e-01      -8.07008790e-02
        4.39970669e+01       7.58999022e-01       3.75327021e-01      -2.83828010e-01       3.02992155e-01      -3.01228250e-01      -7.97326487e-02
        4.40070662e+01       7.62012827e-01       3.72297770e-01      -2.84620414e-01       2.99802379e-01      -3.04656803e-01      -7.87576437e-02
        4.40170655e+01       7.64994538e-01       3.69234406e-01      -2.85403035e-01       2.96572873e-01      -3.08051027e-01      -7.77759342e-02
        4.40270649e+01       7.67943758e-01       3.66137276e-01      -2.86175807e-01       2.93303985e-01      -3.11410402e-01      -7.67875922e-02
        4.40370642e+01       7.70860096e-01       3.63006731e-01      -2.86938663e-01       2.89996069e-01      -3.14734408e-01      -7.57926915e-02
        4.40470635e+01       7.73743164e-01       3.59843127e-01      -2.87691538e-01       2.86649489e-01      -3.18022532e-01      -7.47913078e-02
        4.40570629e+01       7.76592576e-01       3.56646826e-01      -2.88434368e-01       2.83264614e-01      -3.21274261e-01      -7.37835183e-02
