# Giai bai toan bay tu bang RK4
#
#                    t                    x                    y                    z                  v_x                  v_y                  v_z
        1.36400907e+02       3.18609919e-01      -2.62035322e-02       5.59286603e-02      -4.24898676e-01       1.52994409e-02      -9.01501090e-02
        1.36410906e+02       3.14362060e-01      -2.60291634e-02       5.50272031e-02      -4.24722465e-01       1.95762016e-02      -9.01532048e-02
        1.36420905e+02       3.10116178e-01      -2.58120439e-02       5.41257190e-02      -4.24503423e-01       2.38500931e-02      -9.01555140e-02
        1.36430905e+02       3.05872701e-01      -2.55522043e-02       5.32242156e-02      -4.24241592e-01       2.81207002e-02      -9.01570706e-02
        1.36440904e+02       3.01632055e-01      -2.52496797e-02       5.23227002e-02      -4.23937017e-01       3.23876085e-02      -9.01579083e-02
        1.36450903e+02       2.97394668e-01      -2.49045090e-02       5.14211799e-02      -4.23589745e-01       3.66504038e-02      -9.01580601e-02
        1.36460903e+02       2.93160967e-01      -2.45167355e-02       5.05196614e-02      -4.23199829e-01       4.09086728e-02      -9.01575589e-02
        1.36470902e+02       2.88931377e-01      -2.40864066e-02       4.96181510e-02      -4.22767324e-01       4.51620030e-02      -9.01564368e-02
        1.36480901e+02       2.84706326e-01      -2.36135735e-02       4.87166548e-02      -4.22292291e-01       4.94099822e-02      -9.01547257e-02
        1.36490901e+02       2.80486236e-01      -2.30982920e-02       4.78151785e-02      -4.21774793e-01       5.36521992e-02      -9.01524570e-02
        1.36500900e+02       2.76271533e-01      -2.25406217e-02       4.69137276e-02      -4.21214897e-01       5.78882437e-02      -9.01496617e-02
        1.36510899e+02       2.72062641e-01      -2.19406263e-02       4.60123071e-02      -4.20612675e-01       6.21177059e-02      -9.01463702e-02
        1.36520899e+02       2.67859981e-01      -2.12983737e-02       4.51109219e-02      -4.19968202e-01       6.63401769e-02      -9.01426125e-02
        1.36530898e+02       2.63663977e-01      -2.06139358e-02       4.42095765e-02      -4.19281555e-01       7.05552488e-02      -9.01384182e-02
        1.36540897e+02       2.59475050e-01      -1.98873888e-02       4.33082751e-02      -4.18552818e-01       7.47625145e-02      -9.01338163e-02
        1.36550897e+02       2.55293619e-01      -1.91188126e-02       4.24070216e-02      -4.17782077e-01       7.89615677e-02      -9.01288355e-02
        1.36560896e+02       2.51120105e-01      -1.83082914e-02       4.15058197e-02      -4.16969421e-01       8.31520033e-02      -9.01235037e-02
        1.36570895e+02       2.46954926e-01      -1.74559135e-02       4.06046728e-02      -4.16114945e-01       8.73334170e-02      -9.01178486e-02
        1.36580895e+02       2.42798500e-01      -1.65617709e-02       3.97035839e-02      -4.15218746e-01       9.15054056e-02      -9.01118974e-02
        1.36590894e+02       2.38651243e-01      -1.56259601e-02       3.88025559e-02      -4.14280924e-01       9.56675668e-02      -9.01056767e-02
        1.36600893e+02       2.34513572e-01      -1.46485812e-02       3.79015913e-02      -4.13301584e-01       9.98194994e-02      -9.00992125e-02
        1.36610893e+02       2.30385901e-01      -1.36297386e-02       3.70006925e-02      -4.12280835e-01       1.03960804e-01      -9.00925306e-02
        1.36620892e+02       2.26268643e-01      -1.25695405e-02       3.60998615e-02      -4.11218790e-01       1.08091080e-01      -9.00856559e-02
        1.36630891e+02       2.22162210e-01      -1.14680992e-02       3.51991000e-02      -4.10115562e-01       1.12209932e-01      -9.00786132e-02
        1.36640891e+02       2.18067015e-01      -1.03255309e-02       3.42984098e-02      -4.08971273e-01       1.16316962e-01      -9.00714264e-02
        1.36650890e+02       2.13983467e-01      -9.14195577e-03       3.33977920e-02      -4.07786046e-01       1.20411775e-01      -9.00641191e-02
        1.36660889e+02       2.09911974e-01      -7.91749797e-03       3.24972478e-02      -4.06560005e-01       1.24493976e-01      -9.00567144e-02
        1.36670889e+02       2.05852944e-01      -6.65228556e-03       3.15967780e-02      -4.05293283e-01       1.28563174e-01      -9.00492348e-02
        1.36680888e+02       2.01806784e-01      -5.34645054e-03       3.06963833e-02      -4.03986013e-01       1.32618977e-01      -9.00417022e-02
        1.36690887e+02       1.97773897e-01      -4.00012879e-03       2.97960641e-02      -4.02638332e-01       1.36660994e-01      -9.00341381e-02
        1.36700887e+02       1.93754688e-01      -2.61346011e-03       2.88958206e-02      -4.01250382e-01       1.40688837e-01      -9.00265633e-02
        1.36710886e+02       1.89749558e-01      -1.18658816e-03       2.79956529e-02      -3.99822307e-01       1.44702118e-01      -9.00189983e-02
        1.36720885e+02       1.85758908e-01       2.80339505e-04       2.70955606e-02      -3.98354255e-01       1.48700451e-01      -9.00114629e-02
        1.36730885e+02       1.81783137e-01       1.78717151e-03       2.61955434e-02      -3.96846378e-01       1.52683453e-01      -9.00039762e-02
        1.36740884e+02       1.77822642e-01       3.33375262e-03       2.52956008e-02      -3.95298830e-01       1.56650740e-01      -8.99965571e-02
        1.36750883e+02       1.73877819e-01       4.91992380e-03       2.43957320e-02      -3.93711772e-01       1.60601930e-01      -8.99892238e-02
        1.36760883e+02       1.69949063e-01       6.54552218e-03       2.34959360e-02      -3.92085365e-01       1.64536644e-01      -8.99819937e-02
        1.36770882e+02       1.66036765e-01       8.21038113e-03       2.25962117e-02      -3.90419775e-01       1.68454503e-01      -8.99748840e-02
        1.36780881e+02       1.62141318e-01       9.91433022e-03       2.16965578e-02      -3.88715170e-01       1.72355131e-01      -8.99679113e-02
        1.36790881e+02       1.58263109e-01       1.16571953e-02       2.07969729e-02      -3.86971725e-01       1.76238153e-01      -8.99610913e-02
        1.36800880e+02       1.54402528e-01       1.34387984e-02       1.98974554e-02      -3.85189613e-01       1.80103194e-01      -8.99544395e-02
        1.36810879e+02       1.50559959e-01       1.52589579e-02       1.89980034e-02      -3.83369016e-01       1.83949884e-01      -8.99479707e-02
        1.36820879e+02       1.46735786e-01       1.71174884e-02       1.80986152e-02      -3.81510116e-01       1.87777853e-01      -8.99416991e-02
        1.36830878e+02       1.42930392e-01       1.90142009e-02       1.71992887e-02      -3.79613099e-01       1.91586732e-01      -8.99356384e-02
        1.36840877e+02       1.39144157e-01       2.09489028e-02       1.63000216e-02      -3.77678155e-01       1.95376154e-01      -8.99298017e-02
        1.36850877e+02       1.35377459e-01       2.29213975e-02       1.54008117e-02      -3.75705478e-01       1.99145756e-01      -8.99242015e-02
        1.36860876e+02       1.31630673e-01       2.49314851e-02       1.45016566e-02      -3.73695262e-01       2.02895174e-01      -8.99188497e-02
        1.36870875e+02       1.27904176e-01       2.69789620e-02       1.36025538e-02      -3.71647709e-01       2.06624047e-01      -8.99137577e-02
        1.36880875e+02       1.24198339e-01       2.90636209e-02       1.27035005e-02      -3.69563020e-01       2.10332017e-01      -8.99089363e-02
        1.36890874e+02       1.20513531e-01       3.11852510e-02       1.18044940e-02      -3.67441403e-01       2.14018726e-01      -8.99043957e-02
        1.36900873e+02       1.16850123e-01       3.33436380e-02       1.09055314e-02      -3.65283067e-01       2.17683819e-01      -8.99001455e-02
        1.36910873e+02       1.13208479e-01       3.55385639e-02       1.00066099e-02      -3.63088224e-01       2.21326942e-01      -8.98961947e-02
        1.36920872e+02       1.09588963e-01       3.77698074e-02       9.10772638e-03      -3.60857092e-01       2.24947746e-01      -8.98925517e-02
        1.36930871e+02       1.05991938e-01       4.00371434e-02       8.20887769e-03      -3.58589888e-01       2.28545880e-01      -8.98892245e-02
        1.36940871e+02       1.02417763e-01       4.23403435e-02       7.31006066e-03      -3.56286836e-01       2.32120998e-01      -8.98862203e-02
        1.36950870e+02       9.88667953e-02       4.46791760e-02       6.41127202e-03      -3.53948162e-01       2.35672754e-01      -8.98835459e-02
        1.36960869e+02       9.53393898e-02       4.70534054e-02       5.51250846e-03      -3.51574094e-01       2.39200805e-01      -8.98812072e-02
        1.36970869e+02       9.18358994e-02       4.94627930e-02       4.61376658e-03      -3.49164863e-01       2.42704812e-01      -8.98792098e-02
        1.36980868e+02       8.83566745e-02       5.19070968e-02       3.71504294e-03      -3.46720707e-01       2.46184435e-01      -8.98775586e-02
        1.36990867e+02       8.49020631e-02       5.43860711e-02       2.81633407e-03      -3.44241862e-01       2.49639338e-01      -8.98762579e-02
        1.37000867e+02       8.14724110e-02       5.68994672e-02       1.91763643e-03      -3.41728569e-01       2.53069187e-01      -8.98753115e-02
        1.37010866e+02       7.80680614e-02       5.94470328e-02       1.01894647e-03      -3.39181075e-01       2.56473649e-01      -8.98747224e-02
        1.37020865e+02       7.46893549e-02       6.20285125e-02       1.20260605e-04      -3.36599625e-01       2.59852396e-01      -8.98744933e-02
        1.37030865e+02       7.13366300e-02       6.46436475e-02      -7.78424777e-04      -3.33984471e-01       2.63205101e-01      -8.98746261e-02
        1.37040864e+02       6.80102223e-02       6.72921757e-02      -1.67711330e-03      -3.31335865e-01       2.66531437e-01      -8.98751221e-02
        1.37050863e+02       6.47104651e-02       6.99738319e-02      -2.57580861e-03      -3.28654065e-01       2.69831083e-01      -8.98759820e-02
        1.37060863e+02       6.14376889e-02       7.26883476e-02      -3.47451433e-03      -3.25939331e-01       2.73103718e-01      -8.98772061e-02
        1.37070862e+02       5.81922219e-02       7.54354511e-02      -4.37323411e-03      -3.23191923e-01       2.76349024e-01      -8.98787939e-02
        1.37080861e+02       5.49743894e-02       7.82148675e-02      -5.27197159e-03      -3.20412109e-01       2.79566687e-01      -8.98807444e-02
        1.37090861e+02       5.17845140e-02       8.10263189e-02      -6.17073037e-03      -3.17600156e-01       2.82756392e-01      -8.98830559e-02
        1.37100860e+02       4.86229159e-02       8.38695241e-02      -7.06951407e-03      -3.14756335e-01       2.85917831e-01      -8.98857263e-02
        1.37110859e+02       4.54899123e-02       8.67441991e-02      -7.96832625e-03      -3.11880920e-01       2.89050694e-01      -8.98887526e-02
        1.37120859e+02       4.23858177e-02       8.96500564e-02      -8.86717045e-03      -3.08974189e-01       2.92154676e-01      -8.98921316e-02
        1.37130858e+02       3.93109439e-02       9.25868058e-02      -9.76605019e-03      -3.06036422e-01       2.95229475e-01      -8.98958591e-02
        1.37140857e+02       3.62655998e-02       9.55541540e-02      -1.06649689e-02      -3.03067900e-01       2.98274791e-01      -8.98999307e-02
        1.37150857e+02       3.32500915e-02       9.85518047e-02      -1.15639301e-02      -3.00068908e-01       3.01290324e-01      -8.99043411e-02
        1.37160856e+02       3.02647223e-02       1.01579459e-01      -1.24629370e-02      -2.97039736e-01       3.04275782e-01      -8.99090844e-02
        1.37170855e+02       2.73097924e-02       1.04636813e-01      -1.33619930e-02      -2.93980674e-01       3.07230871e-01      -8.99141545e-02
        1.37180855e+02       2.43855994e-02       1.07723564e-01      -1.42611013e-02      -2.90892016e-01       3.10155301e-01      -8.99195442e-02
        1.37190854e+02       2.14924376e-02       1.10839403e-01      -1.51602650e-02      -2.87774057e-01       3.13048786e-01      -8.99252460e-02
        1.37200853e+02       1.86305986e-02       1.13984018e-01      -1.60594873e-02      -2.84627097e-01       3.15911041e-01      -8.99312519e-02
        1.37210853e+02       1.58003708e-02       1.17157097e-01      -1.69587711e-02      -2.81451437e-01       3.18741785e-01      -8.99375529e-02
        1.37220852e+02       1.30020398e-02       1.20358323e-01      -1.78581194e-02      -2.78247381e-01       3.21540739e-01      -8.99441400e-02
        1.37230851e+02       1.02358878e-02       1.23587377e-01      -1.87575349e-02      -2.75015236e-01       3.24307627e-01      -8.99510030e-02
        1.37240851e+02       7.50219429e-03       1.26843936e-01      -1.96570204e-02      -2.71755312e-01       3.27042176e-01      -8.99581315e-02
        1.37250850e+02       4.80123543e-03       1.30127675e-01      -2.05565785e-02      -2.68467920e-01       3.29744116e-01      -8.99655146e-02
        1.37260849e+02       2.13328432e-03       1.33438269e-01      -2.14562116e-02      -2.65153375e-01       3.32413179e-01      -8.99731404e-02
        1.37270849e+02      -5.01389110e-04       1.36775385e-01      -2.23559221e-02      -2.61811994e-01       3.35049101e-01      -8.99809968e-02
        1.37280848e+02      -3.10251811e-03       1.40138693e-01      -2.32557123e-02      -2.58444096e-01       3.37651620e-01      -8.99890709e-02
        1.37290847e+02      -5.66983914e-03       1.43527855e-01      -2.41555842e-02      -2.55050002e-01       3.40220478e-01      -8.99973494e-02
        1.37300847e+02      -8.20309188e-03       1.46942536e-01      -2.50555399e-02      -2.51630038e-01       3.42755418e-01      -9.00058183e-02
        1.37310846e+02      -1.07020193e-02       1.50382393e-01      -2.59555812e-02      -2.48184530e-01       3.45256188e-01      -9.00144630e-02
        1.37320845e+02      -1.31663675e-02       1.53847084e-01      -2.68557097e-02      -2.44713807e-01       3.47722539e-01      -9.00232685e-02
        1.37330845e+02      -1.55958862e-02       1.57336264e-01      -2.77559270e-02      -2.41218200e-01       3.50154223e-01      -9.00322190e-02
        1.37340844e+02      -1.79903281e-02       1.60849586e-01      -2.86562345e-02      -2.37698043e-01       3.52550996e-01      -9.00412983e-02
        1.37350843e+02      -2.03494494e-02       1.64386697e-01      -2.95566333e-02      -2.34153672e-01       3.54912619e-01      -9.00504897e-02
        1.37360843e+02      -2.26730098e-02       1.67947247e-01      -3.04571245e-02      -2.30585426e-01       3.57238853e-01      -9.00597756e-02
        1.37370842e+02      -2.49607721e-02       1.71530879e-01      -3.13577090e-02      -2.26993645e-01       3.59529464e-01      -9.00691383e-02
        1.37380841e+02      -2.72125028e-02       1.75137237e-01      -3.22583874e-02      -2.23378672e-01       3.61784220e-01      -9.00785591e-02
        1.37390841e+02      -2.94279716e-02       1.78765961e-01      -3.31591602e-02      -2.19740852e-01       3.64002894e-01      -9.00880191e-02
        1.37400840e+02      -3.16069518e-02       1.82416689e-01      -3.40600277e-02      -2.16080532e-01       3.66185260e-01      -9.00974986e-02
        1.37410839e+02      -3.37492203e-02       1.86089056e-01      -3.49609901e-02      -2.12398061e-01       3.68331096e-01      -9.01069774e-02
        1.37420839e+02      -3.58545572e-02       1.89782697e-01      -3.58620471e-02      -2.08693792e-01       3.70440183e-01      -9.01164350e-02
        1.37430838e+02      -3.79227464e-02       1.93497243e-01      -3.67631985e-02      -2.04968076e-01       3.72512307e-01      -9.01258500e-02
        1.37440837e+02      -3.99535752e-02       1.97232323e-01      -3.76644437e-02      -2.01221271e-01       3.74547254e-01      -9.01352007e-02
        1.37450837e+02      -4.19468344e-02       2.00987564e-01      -3.85657820e-02      -1.97453733e-01       3.76544816e-01      -9.01444647e-02
        1.37460836e+02      -4.39023187e-02       2.04762592e-01      -3.94672125e-02      -1.93665823e-01       3.78504787e-01      -9.01536192e-02
        1.37470835e+02      -4.58198260e-02       2.08557029e-01      -4.03687338e-02      -1.89857902e-01       3.80426964e-01      -9.01626407e-02
        1.37480835e+02      -4.76991581e-02       2.12370497e-01      -4.12703445e-02      -1.86030333e-01       3.82311149e-01      -9.01715055e-02
        1.37490834e+02      -4.95401204e-02       2.16202615e-01      -4.21720431e-02      -1.82183483e-01       3.84157145e-01      -9.01801889e-02
        1.37500833e+02      -5.13425218e-02       2.20053000e-01      -4.30738274e-02      -1.78317718e-01       3.85964760e-01      -9.01886661e-02
        1.37510833e+02      -5.31061752e-02       2.23921267e-01      -4.39756954e-02      -1.74433409e-01       3.87733804e-01      -9.01969116e-02
        1.37520832e+02      -5.48308969e-02       2.27807030e-01      -4.48776445e-02      -1.70530925e-01       3.89464093e-01      -9.02048994e-02
        1.37530831e+02      -5.65165070e-02       2.31709900e-01      -4.57796721e-02      -1.66610641e-01       3.91155443e-01      -9.02126030e-02
        1.37540831e+02      -5.81628295e-02       2.35629487e-01      -4.66817753e-02      -1.62672931e-01       3.92807675e-01      -9.02199953e-02
        1.37550830e+02      -5.97696919e-02       2.39565399e-01      -4.75839506e-02      -1.58718172e-01       3.94420615e-01      -9.02270489e-02
        1.37560829e+02      -6.13369257e-02       2.43517242e-01      -4.84861947e-02      -1.54746742e-01       3.95994089e-01      -9.02337358e-02
        1.37570829e+02      -6.28643661e-02       2.47484620e-01      -4.93885037e-02      -1.50759021e-01       3.97527930e-01      -9.02400274e-02
        1.37580828e+02      -6.43518521e-02       2.51467138e-01      -5.02908735e-02      -1.46755390e-01       3.99021972e-01      -9.02458948e-02
        1.37590827e+02      -6.57992265e-02       2.55464395e-01      -5.11932998e-02      -1.42736234e-01       4.00476053e-01      -9.02513084e-02
        1.37600827e+02      -6.72063360e-02       2.59475991e-01      -5.20957778e-02      -1.38701938e-01       4.01890015e-01      -9.02562384e-02
        1.37610826e+02      -6.85730312e-02       2.63501525e-01      -5.29983025e-02      -1.34652887e-01       4.03263703e-01      -9.02606542e-02
        1.37620825e+02      -6.98991664e-02       2.67540593e-01      -5.39008687e-02      -1.30589470e-01       4.04596967e-01      -9.02645251e-02
        1.37630825e+02      -7.11845999e-02       2.71592790e-01      -5.48034707e-02      -1.26512077e-01       4.05889659e-01      -9.02678196e-02
        1.37640824e+02      -7.24291940e-02       2.75657709e-01      -5.57061027e-02      -1.22421100e-01       4.07141634e-01      -9.02705059e-02
        1.37650823e+02      -7.36328147e-02       2.79734943e-01      -5.66087584e-02      -1.18316930e-01       4.08352752e-01      -9.02725517e-02
        1.37660823e+02      -7.47953322e-02       2.83824083e-01      -5.75114312e-02      -1.14199963e-01       4.09522877e-01      -9.02739243e-02
        1.37670822e+02      -7.59166204e-02       2.87924718e-01      -5.84141141e-02      -1.10070593e-01       4.10651876e-01      -9.02745904e-02
        1.37680821e+02      -7.69965573e-02       2.92036436e-01      -5.93168001e-02      -1.05929218e-01       4.11739617e-01      -9.02745166e-02
        1.37690821e+02      -7.80350248e-02       2.96158823e-01      -6.02194815e-02      -1.01776237e-01       4.12785976e-01      -9.02736688e-02
        1.37700820e+02      -7.90319089e-02       3.00291466e-01      -6.11221505e-02      -9.76120484e-02       4.13790831e-01      -9.02720124e-02
        1.37710819e+02      -7.99870996e-02       3.04433949e-01      -6.20247986e-02      -9.34370543e-02       4.14754062e-01      -9.02695125e-02
        1.37720819e+02      -8.09004908e-02       3.08585856e-01      -6.29274174e-02      -8.92516568e-02       4.15675555e-01      -9.02661339e-02
        1.37730818e+02      -8.17719804e-02       3.12746767e-01      -6.38299979e-02      -8.50562597e-02       4.16555198e-01      -9.02618408e-02
        1.37740817e+02      -8.26014706e-02       3.16916264e-01      -6.47325307e-02      -8.08512676e-02       4.17392883e-01      -9.02565971e-02
        1.37750817e+02      -8.33888674e-02       3.21093928e-01      -6.56350062e-02      -7.66370869e-02       4.18188508e-01      -9.02503663e-02
        1.37760816e+02      -8.41340809e-02       3.25279336e-01      -6.65374143e-02      -7.24141246e-02       4.18941971e-01      -9.02431113e-02
        1.37770815e+02      -8.48370254e-02       3.29472068e-01      -6.74397446e-02      -6.81827893e-02       4.19653177e-01      -9.02347950e-02
        1.37780815e+02      -8.54976192e-02       3.33671699e-01      -6.83419863e-02      -6.39434904e-02       4.20322032e-01      -9.02253797e-02
        1.37790814e+02      -8.61157848e-02       3.37877807e-01      -6.92441281e-02      -5.96966385e-02       4.20948448e-01      -9.02148272e-02
        1.37800813e+02      -8.66914486e-02       3.42089965e-01      -7.01461586e-02      -5.54426453e-02       4.21532340e-01      -9.02030992e-02
        1.37810813e+02      -8.72245413e-02       3.46307749e-01      -7.10480658e-02      -5.11819234e-02       4.22073627e-01      -9.01901569e-02
        1.37820812e+02      -8.77149978e-02       3.50530733e-01      -7.19498373e-02      -4.69148866e-02       4.22572230e-01      -9.01759611e-02
        1.37830811e+02      -8.81627568e-02       3.54758488e-01      -7.28514605e-02      -4.26419494e-02       4.23028076e-01      -9.01604724e-02
        1.37840811e+02      -8.85677616e-02       3.58990588e-01      -7.37529221e-02      -3.83635274e-02       4.23441096e-01      -9.01436509e-02
        1.37850810e+02      -8.89299594e-02       3.63226603e-01      -7.46542087e-02      -3.40800372e-02       4.23811223e-01      -9.01254565e-02
        1.37860809e+02      -8.92493014e-02       3.67466104e-01      -7.55553064e-02      -2.97918960e-02       4.24138396e-01      -9.01058488e-02
        1.37870809e+02      -8.95257434e-02       3.71708662e-01      -7.64562007e-02      -2.54995221e-02       4.24422555e-01      -9.00847869e-02
        1.37880808e+02      -8.97592452e-02       3.75953845e-01      -7.73568770e-02      -2.12033344e-02       4.24663647e-01      -9.00622299e-02
        1.37890807e+02      -8.99497706e-02       3.80201225e-01      -7.82573201e-02      -1.69037529e-02       4.24861621e-01      -9.00381362e-02
        1.37900807e+02      -9.00972878e-02       3.84450368e-01      -7.91575144e-02      -1.26011979e-02       4.25016430e-01      -9.00124642e-02
        1.37910806e+02      -9.02017692e-02       3.88700843e-01      -8.00574440e-02      -8.29609092e-03       4.25128032e-01      -8.99851720e-02
        1.37920805e+02      -9.02631914e-02       3.92952217e-01      -8.09570924e-02      -3.98885379e-03       4.25196388e-01      -8.99562173e-02
        1.37930805e+02      -9.02815353e-02       3.97204059e-01      -8.18564427e-02       3.20090825e-04       4.25221462e-01      -8.99255577e-02
        1.37940804e+02      -9.02567858e-02       4.01455935e-01      -8.27554778e-02       4.63031964e-03       4.25203224e-01      -8.98931503e-02
        1.37950803e+02      -9.01889322e-02       4.05707412e-01      -8.36541799e-02       8.94140880e-03       4.25141647e-01      -8.98589522e-02
        1.37960803e+02      -9.00779681e-02       4.09958057e-01      -8.45525309e-02       1.32529338e-02       4.25036708e-01      -8.98229201e-02
        1.37970802e+02      -8.99238911e-02       4.14207435e-01      -8.54505123e-02       1.75644698e-02       4.24888387e-01      -8.97850105e-02
        1.37980801e+02      -8.97267035e-02       4.18455113e-01      -8.63481050e-02       2.18755912e-02       4.24696670e-01      -8.97451798e-02
        1.37990801e+02      -8.94864113e-02       4.22700658e-01      -8.72452897e-02       2.61858720e-02       4.24461545e-01      -8.97033841e-02
        1.38000800e+02      -8.92030252e-02       4.26943634e-01      -8.81420464e-02       3.04948858e-02       4.24183005e-01      -8.96595791e-02
        1.38010799e+02      -8.88765599e-02       4.31183607e-01      -8.90383549e-02       3.48022059e-02       4.23861047e-01      -8.96137207e-02
        1.38020799e+02      -8.85070345e-02       4.35420145e-01      -8.99341944e-02       3.91074049e-02       4.23495673e-01      -8.95657642e-02
        1.38030798e+02      -8.80944724e-02       4.39652812e-01      -9.08295436e-02       4.34100553e-02       4.23086886e-01      -8.95156651e-02
        1.38040797e+02      -8.76389012e-02       4.43881174e-01      -9.17243810e-02       4.77097292e-02       4.22634695e-01      -8.94633785e-02
        1.38050797e+02      -8.71403528e-02       4.48104797e-01      -9.26186845e-02       5.20059984e-02       4.22139114e-01      -8.94088594e-02
        1.38060796e+02      -8.65988633e-02       4.52323249e-01      -9.35124314e-02       5.62984346e-02       4.21600160e-01      -8.93520627e-02
        1.38070795e+02      -8.60144734e-02       4.56536094e-01      -9.44055989e-02       6.05866090e-02       4.21017854e-01      -8.92929430e-02
        1.38080795e+02      -8.53872276e-02       4.60742900e-01      -9.52981633e-02       6.48700927e-02       4.20392220e-01      -8.92314550e-02
        1.38090794e+02      -8.47171750e-02       4.64943234e-01      -9.61901010e-02       6.91484568e-02       4.19723288e-01      -8.91675532e-02
        1.38100793e+02      -8.40043691e-02       4.69136662e-01      -9.70813873e-02       7.34212721e-02       4.19011091e-01      -8.91011920e-02
        1.38110793e+02      -8.32488674e-02       4.73322753e-01      -9.79719976e-02       7.76881093e-02       4.18255667e-01      -8.90323255e-02
        1.38120792e+02      -8.24507319e-02       4.77501074e-01      -9.88619066e-02       8.19485393e-02       4.17457056e-01      -8.89609080e-02
        1.38130791e+02      -8.16100287e-02       4.81671193e-01      -9.97510885e-02       8.62021325e-02       4.16615305e-01      -8.88868937e-02
        1.38140791e+02      -8.07268284e-02       4.85832681e-01      -1.00639517e-01       9.04484597e-02       4.15730463e-01      -8.88102366e-02
        1.38150790e+02      -7.98012057e-02       4.89985105e-01      -1.01527166e-01       9.46870917e-02       4.14802584e-01      -8.87308906e-02
        1.38160789e+02      -7.88332399e-02       4.94128036e-01      -1.02414008e-01       9.89175990e-02       4.13831726e-01      -8.86488099e-02
        1.38170789e+02      -7.78230141e-02       4.98261045e-01      -1.03300015e-01       1.03139553e-01       4.12817950e-01      -8.85639482e-02
        1.38180788e+02      -7.67706162e-02       5.02383702e-01      -1.04185159e-01       1.07352524e-01       4.11761323e-01      -8.84762595e-02
        1.38190787e+02      -7.56761382e-02       5.06495580e-01      -1.05069412e-01       1.11556083e-01       4.10661915e-01      -8.83856978e-02
        1.38200787e+02      -7.45396761e-02       5.10596250e-01      -1.05952745e-01       1.15749803e-01       4.09519801e-01      -8.82922169e-02
        1.38210786e+02      -7.33613306e-02       5.14685288e-01      -1.06835129e-01       1.19933254e-01       4.08335059e-01      -8.81957708e-02
        1.38220785e+02      -7.21412066e-02       5.18762265e-01      -1.07716533e-01       1.24106009e-01       4.07107772e-01      -8.80963134e-02
        1.38230785e+02      -7.08794130e-02       5.22826759e-01      -1.08596928e-01       1.28267639e-01       4.05838027e-01      -8.79937988e-02
        1.38240784e+02      -6.95760633e-02       5.26878344e-01      -1.09476282e-01       1.32417717e-01       4.04525915e-01      -8.78881810e-02
        1.38250783e+02      -6.82312752e-02       5.30916597e-01      -1.10354564e-01       1.36555816e-01       4.03171531e-01      -8.77794140e-02
        1.38260783e+02      -6.68451704e-02       5.34941096e-01      -1.11231742e-01       1.40681510e-01       4.01774975e-01      -8.76674522e-02
        1.38270782e+02      -6.54178753e-02       5.38951420e-01      -1.12107785e-01       1.44794372e-01       4.00336350e-01      -8.75522497e-02
        1.38280781e+02      -6.39495202e-02       5.42947150e-01      -1.12982659e-01       1.48893977e-01       3.98855765e-01      -8.74337610e-02
        1.38290781e+02      -6.24402399e-02       5.46927864e-01      -1.13856333e-01       1.52979899e-01       3.97333330e-01      -8.73119406e-02
        1.38300780e+02      -6.08901732e-02       5.50893147e-01      -1.14728771e-01       1.57051713e-01       3.95769164e-01      -8.71867430e-02
        1.38310779e+02      -5.92994634e-02       5.54842581e-01      -1.15599940e-01       1.61108997e-01       3.94163385e-01      -8.70581230e-02
        1.38320779e+02      -5.76682579e-02       5.58775751e-01      -1.16469805e-01       1.65151325e-01       3.92516120e-01      -8.69260356e-02
        1.38330778e+02      -5.59967084e-02       5.62692243e-01      -1.17338333e-01       1.69178275e-01       3.90827496e-01      -8.67904357e-02
        1.38340777e+02      -5.42849706e-02       5.66591643e-01      -1.18205487e-01       1.73189426e-01       3.89097647e-01      -8.66512787e-02
        1.38350777e+02      -5.25332048e-02       5.70473540e-01      -1.19071231e-01       1.77184356e-01       3.87326710e-01      -8.65085200e-02
        1.38360776e+02      -5.07415752e-02       5.74337524e-01      -1.19935529e-01       1.81162644e-01       3.85514826e-01      -8.63621152e-02
        1.38370775e+02      -4.89102503e-02       5.78183186e-01      -1.20798346e-01       1.85123871e-01       3.83662143e-01      -8.62120201e-02
        1.38380775e+02      -4.70394029e-02       5.82010120e-01      -1.21659643e-01       1.89067617e-01       3.81768809e-01      -8.60581909e-02
        1.38390774e+02      -4.51292097e-02       5.85817919e-01      -1.22519382e-01       1.92993466e-01       3.79834980e-01      -8.59005839e-02
        1.38400773e+02      -4.31798519e-02       5.89606179e-01      -1.23377527e-01       1.96900998e-01       3.77860813e-01      -8.57391556e-02
        1.38410773e+02      -4.11915147e-02       5.93374497e-01      -1.24234038e-01       2.00789800e-01       3.75846472e-01      -8.55738629e-02
        1.38420772e+02      -3.91643874e-02       5.97122474e-01      -1.25088877e-01       2.04659455e-01       3.73792123e-01      -8.54046630e-02
        1.38430771e+02      -3.70986636e-02       6.00849708e-01      -1.25942004e-01       2.08509549e-01       3.71697938e-01      -8.52315131e-02
        1.38440771e+02      -3.49945410e-02       6.04555804e-01      -1.26793380e-01       2.12339670e-01       3.69564092e-01      -8.50543711e-02
        1.38450770e+02      -3.28522213e-02       6.08240366e-01      -1.27642965e-01       2.16149406e-01       3.67390766e-01      -8.48731951e-02
        1.38460769e+02      -3.06719104e-02       6.11902999e-01      -1.28490718e-01       2.19938345e-01       3.65178143e-01      -8.46879433e-02
