Ket qua tinh toan he phuong trinh sau 999 lan lap:

####################################################################################################

    i             F1              F2              f5              F3              f2              f3              f1              f4               sai_so
  300   -0.000000000 -451417282101906318131706370491041103334759518666970171663661918861958053888.000000000 451417282101906318131706370491041103334759518666970171663661918861958053888.000000000 1105742002223679732185270186398319384499027547127080706891178906803821871104.000000000 -781877668015154489421898633512883697263287931437252836395935721445541281792.000000000 10000.000000000 -1563755336030308978843797267025767394526575862874505672791871442891082563584.000000000 1354251846305718703311049696005892756572701627694253870896767978024493645824.000000000         4.272259e+75
  301   -0.000000000 781877668015154489421898633512883697263287931437252836395935721445541281792.000000000 -781877668015154489421898633512883697263287931437252836395935721445541281792.000000000 -1915201327914351391838187998317880144174134441679120928860993036706704785408.000000000 1354251846305718703311049696005892756572701627694253870896767978024493645824.000000000 10000.000000000 2708503692611437406622099392011785513145403255388507741793535956048987291648.000000000 -2345633004045463166964812601977974427671971480343770536274745830062967226368.000000000         7.399770e+75
  302   -0.000000000 -1354251846305718703311049696005892756572701627694253870896767978024493645824.000000000 1354251846305718703311049696005892756572701627694253870896767978024493645824.000000000 3317226006671038794821299494447389268006559556090591490122788274713256787968.000000000 -2345633004045463166964812601977974427671971480343770536274745830062967226368.000000000 10000.000000000 -4691266008090926333929625203955948855343942960687541072549491660125934452736.000000000 4062755538917155507331382490896324941482320255146785666864181265526167699456.000000000         1.281678e+76
  303   -0.000000000 2345633004045463166964812601977974427671971480343770536274745830062967226368.000000000 -2345633004045463166964812601977974427671971480343770536274745830062967226368.000000000 -5745603983743053372045541865458502661541357154456061525481482218723696705536.000000000 4062755538917155507331382490896324941482320255146785666864181265526167699456.000000000 10000.000000000 8125511077834311014662764981792649882964640510293571333728362531052335398912.000000000 -7036899012136388295690904611691216626544345185159359717171992153094275203072.000000000         2.219931e+76
  304   -0.000000000 -4062755538917155507331382490896324941482320255146785666864181265526167699456.000000000 4062755538917155507331382490896324941482320255146785666864181265526167699456.000000000 9951678020013114777525854224351892262057586327109171948165371041346935062528.000000000 -7036899012136388295690904611691216626544345185159359717171992153094275203072.000000000 10000.000000000 -14073798024272776591381809223382433253088690370318719434343984306188550406144.000000000 12188266616751465718525125343193837053465914594859055739491046905182085447680.000000000         3.845033e+76
  305   -0.000000000 7036899012136388295690904611691216626544345185159359717171992153094275203072.000000000 -7036899012136388295690904611691216626544345185159359717171992153094275203072.000000000 -17236811951229160116136625596375507984624071463368184576444446656171090116608.000000000 12188266616751465718525125343193837053465914594859055739491046905182085447680.000000000 10000.000000000 24376533233502931437050250686387674106931829189718111478982093810364170895360.000000000 -21110697036409161673196625317093098795708850873152874107109988893697155006464.000000000         6.659793e+76
  306   -0.000000000 -12188266616751465718525125343193837053465914594859055739491046905182085447680.000000000 12188266616751465718525125343193837053465914594859055739491046905182085447680.000000000 29855034060039339511763429896084850160286481957839708277887131775662299283456.000000000 -21110697036409161673196625317093098795708850873152874107109988893697155006464.000000000 10000.000000000 -42221394072818323346393250634186197591417701746305748214219977787394310012928.000000000 36564799850254393941699287511600960076473559102251962174067153149960585740288.000000000         1.153510e+77
  307   -0.000000000 21110697036409161673196625317093098795708850873152874107109988893697155006464.000000000 -21110697036409161673196625317093098795708850873152874107109988893697155006464.000000000 -51710435853687477134533788271145972869948029707779348684927352402927599747072.000000000 36564799850254393941699287511600960076473559102251962174067153149960585740288.000000000 10000.000000000 73129599700508787883398575023201920152947118204503924348134306299921171480576.000000000 -63332091109227481805713787433298745303202367937133417276923979115505794416640.000000000         1.997938e+77
  308   -0.000000000 -36564799850254393941699287511600960076473559102251962174067153149960585740288.000000000 36564799850254393941699287511600960076473559102251962174067153149960585740288.000000000 89565102180118012107538112652293448313011076508868714744849420195815556644864.000000000 -63332091109227481805713787433298745303202367937133417276923979115505794416640.000000000 10000.000000000 -126664182218454963611427574866597490606404735874266834553847958231011588833280.000000000 109694399550763162541841331426919573725875569212804656255765534056367733604352.000000000         3.460530e+77
  309   -0.000000000 63332091109227481805713787433298745303202367937133417276923979115505794416640.000000000 -63332091109227481805713787433298745303202367937133417276923979115505794416640.000000000 -155131307561062386409336125561710203434905503570785175433098231290583410802688.000000000 109694399550763162541841331426919573725875569212804656255765534056367733604352.000000000 10000.000000000 219388799101526299372673954709994738780357660967007672156283167588050102386688.000000000 -189996273327682381139619591940285214231123410164896150942652186034803971194880.000000000         5.993813e+77
  31012855504354071922204335696738729300820177623950262342682411008.000000000 -109694399550763149686336977354997369390178830483503836078141583794025051193344.000000000 109694399550763149686336977354997369390178830483503836078141583794025051193344.000000000 268695306540353959189588213525347118924852797150801223168804559013390575468544.000000000 -189996273327682381139619591940285214231123410164896150942652186034803971194880.000000000 10000.000000000 -379992546655364762279239183880570428462246820329792301885304372069607942389760.000000000 329083198652289384781489161705381086492052797804007407346305000070361741524992.000000000         1.038159e+78
  311   -0.000000000 189996273327682381139619591940285214231123410164896150942652186034803971194880.000000000 -189996273327682381139619591940285214231123410164896150942652186034803971194880.000000000 -465393922683187056383973544109752975619142600877948964878303091773008773120000.000000000 329083198652289384781489161705381086492052797804007407346305000070361741524992.000000000 10000.000000000 658166397304578769562978323410762172984105595608014814692610000140723483049984.000000000 -569988819983047066285832651389322416679189798118883531762212856530355819118592.000000000         1.798144e+78
  312   -0.000000000 -329083198652289384781489161705381086492052797804007407346305000070361741524992.000000000 329083198652289384781489161705381086492052797804007407346305000070361741524992.000000000 806085919621061671880694975425286087403410571783590546664430472842688807829504.000000000 -569988819983047066285832651389322416679189798118883531762212856530355819118592.000000000 10000.000000000 -1139977639966094132571665302778644833358379596237767063524425713060711638237184.000000000 987249595956868051500432652540765624790584483577615660617923398112343765286912.000000000         3.114477e+78
  313   -0.000000000 569988819983047066285832651389322416679189798118883531762212856530355819118592.000000000 -569988819983047066285832651389322416679189798118883531762212856530355819118592.000000000 -1396181768049561066307885799753881292171853892799440333213917673220284860071936.000000000 987249595956868051500432652540765624790584483577615660617923398112343765286912.000000000 10000.000000000 1974499191913736103000865305081531249581168967155231321235846796224687530573824.000000000 -1709966459949141096013463121592589615351995484522244033865646967492325998067712.000000000         5.394432e+78
  314   -0.000000000 -987249595956868051500432652540765624790584483577615660617923398112343765286912.000000000 987249595956868051500432652540765624790584483577615660617923398112343765286912.000000000 2418257758863185015642084926275858262210231715350771639993291418528066423488512.000000000 -1709966459949141096013463121592589615351995484522244033865646967492325998067712.000000000 10000.000000000 -3419932919898282192026926243185179230703990969044488067731293934984651996135424.000000000 2961748787870603743125158627320786335629457811395220736169803785942065458708480.000000000         9.343430e+78
  315   -0.000000000 1709966459949141096013463121592589615351995484522244033865646967492325998067712.000000000 -1709966459949141096013463121592589615351995484522244033865646967492325998067712.000000000 -4188545304148681964795239408357112260288674760385442262589853794475957068759040.000000000 2961748787870603743125158627320786335629457811395220736169803785942065458708480.000000000 10000.000000000 5923497575741206663498038594038551593774324344115188980971674755094199243112448.000000000 -5129899379847422053911971373873237229829099535553853364545041677292080482746368.000000000         1.618330e+79
  316411376139330301510538742295639337626245683966408394965837152256.000000000 -2961748787870603331749019297019275796887162172057594490485837377547099621556224.000000000 2961748787870603331749019297019275796887162172057594490485837377547099621556224.000000000 7254773276589552990045558127320022092919216949364183691560042213609370084704256.000000000 -5129899379847422053911971373873237229829099535553853364545041677292080482746368.000000000 10000.000000000 -10259798759694844107823942747746474459658199071107706729090083354584160965492736.000000000 8885246363611809995247057891057827390661486516172783471457512132641298864668672.000000000         2.803029e+79
  317   -0.000000000 5129899379847422053911971373873237229829099535553853364545041677292080482746368.000000000 -5129899379847422053911971373873237229829099535553853364545041677292080482746368.000000000 -12565635912446045894385718225071336780866024281156326787769561383427871206277120.000000000 8885246363611809995247057891057827390661486516172783471457512132641298864668672.000000000 10000.000000000 17770492727223619990494115782115654781322973032345566942915024265282597729337344.000000000 -15389698139542266161735914121619711689487298606661560093635125031876241448239104.000000000         4.854989e+79
  318   -0.000000000 -8885246363611809995247057891057827390661486516172783471457512132641298864668672.000000000 8885246363611809995247057891057827390661486516172783471457512132641298864668672.000000000 21764319829768660615641231703166108433726833405443056057415992274407973602721792.000000000 -15389698139542266161735914121619711689487298606661560093635125031876241448239104.000000000 10000.000000000 -30779396279084532323471828243239423378974597213323120187270250063752482896478208.000000000 26655739090835429985741173673173482171984459548518350414372536397923896594006016.000000000         8.409087e+79
  319   -0.000000000 15389698139542266161735914121619711689487298606661560093635125031876241448239104.000000000 -15389698139542266161735914121619711689487298606661560093635125031876241448239104.000000000 -37696907737338136037652597354007968187628890286118475380572818516703750270222336.000000000 26655739090835429985741173673173482171984459548518350414372536397923896594006016.000000000 10000.000000000 53311478181670859971482347346346964343968919097036700828745072795847793188012032.000000000 -46169094418626791903189513080034966448585165590582660349961912561309270950281216.000000000         1.456497e+80
  320   -0.000000000 -26655739090835429985741173673173482171984459548518350414372536397923896594006016.000000000 26655739090835429985741173673173482171984459548518350414372536397923896594006016.000000000 65292959489305975264905465824674156681303769986927148241304514288904467413729280.000000000 -46169094418626791903189513080034966448585165590582660349961912561309270950281216.000000000 10000.000000000 -92338188837253596970415484729718270136923791639969360561810750191257448689434624.000000000 79967217272506293248232635661932530825891743760256061208589340460931416479236096.000000000         2.522726e+80
  3216582018229284824168619876730229402019930943462534319453394436096.000000000 46169094418626798485207742364859135068461895819984680280905375095628724344717312.000000000 -46169094418626798485207742364859135068461895819984680280905375095628724344717312.000000000 -113090723212014408112957792062023904562886670858355426141718455550111250810667008.000000000 79967217272506293248232635661932530825891743760256061208589340460931416479236096.000000000 10000.000000000 159934434545012586496465271323865061651783487520512122417178680921862832958472192.000000000 -138507283255880382291586768524929067965632227001150000980829200218247266245279744.000000000         4.369490e+80
  322   -0.000000000 -79967217272506293248232635661932530825891743760256061208589340460931416479236096.000000000 79967217272506293248232635661932530825891743760256061208589340460931416479236096.000000000 195878878467917925794716397474022470043911309960781444723913542866713402241187840.000000000 -138507283255880382291586768524929067965632227001150000980829200218247266245279744.000000000 10000.000000000 -277014566511760764583173537049858135931264454002300001961658400436494532490559488.000000000 239901651817518840252588531276852580758414849904356064040107246176877529071091712.000000000         7.568179e+80
  323   -0.000000000 138507283255880382291586768524929067965632227001150000980829200218247266245279744.000000000 -138507283255880382291586768524929067965632227001150000980829200218247266245279744.000000000 -339272169636043171682727541907478364729646170739850118977607666375778125276512256.000000000 239901651817518840252588531276852580758414849904356064040107246176877529071091712.000000000 10000.000000000 479803303635037680505177062553705161516829699808712128080214492353755058142183424.000000000 -415521849767641094218614471296193854937882839168233843494939900380186171580350464.000000000         1.310847e+81
  324   -0.000000000 -239901651817518840252588531276852580758414849904356064040107246176877529071091712.000000000 239901651817518840252588531276852580758414849904356064040107246176877529071091712.000000000 587636635403753672071857523864880712213706246211912015276645228051028952412585984.000000000 -415521849767641094218614471296193854937882839168233843494939900380186171580350464.000000000 10000.000000000 -831043699535282188437228942592387709875765678336467686989879800760372343160700928.000000000 719704955452556468101619759551964393316230707877852032672774038256076960057786368.000000000         2.270454e+81
  325   -0.000000000 415521849767641094218614471296193854937882839168233843494939900380186171580350464.000000000 -415521849767641094218614471296193854937882839168233843494939900380186171580350464.000000000 -1017816508908129567704328460001028443147952354054766516380370699401890002985025536.000000000 719704955452556468101619759551964393316230707877852032672774038256076960057786368.000000000 10000.000000000 1439409910905113146827822856218302182468516783096568703135738877610376428737527808.000000000 -1246565549302923440624280916724361611690690043010350008827462801964225396207517696.000000000         3.932541e+81
  326-105312291668557186697918027683670432318895095400549111254310977536.000000000 -719704955452556573413911428109151091234258391548284351567869438805188214368763904.000000000 719704955452556573413911428109151091234258391548284351567869438805188214368763904.000000000 1762909906211261226840155908709015532477174105976600683620126485251309365859713024.000000000 -1246565549302923440624280916724361611690690043010350008827462801964225396207517696.000000000 10000.000000000 -2493131098605846881248561833448723223381380086020700017654925603928450792415035392.000000000 2159114866357669404304859278655893179948692123633556098018322114768230880173359104.000000000         6.811361e+81
  327   -0.000000000 1246565549302923440624280916724361611690690043010350008827462801964225396207517696.000000000 -1246565549302923440624280916724361611690690043010350008827462801964225396207517696.000000000 -3053449526724388281863818705774338537771746327482570273560730496009224991711166464.000000000 2159114866357669404304859278655893179948692123633556098018322114768230880173359104.000000000 10000.000000000 4318229732715338808609718557311786359897384247267112196036644229536461760346718208.000000000 -3739696647908769689999092738829964647563904027008456113111816002598008662756687872.000000000         1.179762e+82
  328   -0.000000000 -2159114866357669404304859278655893179948692123633556098018322114768230880173359104.000000000 2159114866357669404304859278655893179948692123633556098018322114768230880173359104.000000000 5288729718633783259271301051898299805759411583248072775279997853557483080335228928.000000000 -3739696647908769689999092738829964647563904027008456113111816002598008662756687872.000000000 10000.000000000 -7479393295817539379998185477659929295127808054016912226223632005196017325513375744.000000000 6477344599073007791665411161738932748173965636218939018474584742108247623276167168.000000000         2.043408e+82
  329   -0.000000000 3739696647908769689999092738829964647563904027008456113111816002598008662756687872.000000000 -3739696647908769689999092738829964647563904027008456113111816002598008662756687872.000000000 -9160348580173164003093122768865522029971017513084252269521428283634784940645679104.000000000 6477344599073007791665411161738932748173965636218939018474584742108247623276167168.000000000 10000.000000000 12954689198146013898334155626562878329659488333710960934627643075430715177576693760.000000000 -11219089943726306542502278171117413192659047672934992685853158394615355884806602752.000000000         3.539287e+82
  330842498333348457493583344221469363458551160763204392890034487820288.000000000 -6477344599073006949167077813281439164829744166855480467313821537715357588788346880.000000000 6477344599073006949167077813281439164829744166855480467313821537715357588788346880.000000000 15866189155901345565322236413407431500557127402926925570036177538707999068566585344.000000000 -11219089943726306542502278171117413192659047672934992685853158394615355884806602752.000000000 10000.000000000 -22438179887452613085004556342234826385318095345869985371706316789230711769613205504.000000000 19432033797219016635009566697556849577768125153749148646137648591181622593925939200.000000000         6.130225e+82
  331   -0.000000000 11219089943726306542502278171117413192659047672934992685853158394615355884806602752.000000000 -11219089943726306542502278171117413192659047672934992685853158394615355884806602752.000000000 -27481045740519485269292701518936617423159280784345088399278179215761234546034475008.000000000 19432033797219016635009566697556849577768125153749148646137648591181622593925939200.000000000 10000.000000000 38864067594438033270019133395113699155536250307498297292275297182363245187851878400.000000000 -33657269831178916257513501119522265244600257141351143852916422366274507516468527104.000000000         1.061786e+83
  332   -0.000000000 -19432033797219016635009566697556849577768125153749148646137648591181622593925939200.000000000 19432033797219016635009566697556849577768125153749148646137648591181622593925939200.000000000 47598567467704033325973375846392320168294496331326942505465479798552437067748474880.000000000 -33657269831178916257513501119522265244600257141351143852916422366274507516468527104.000000000 10000.000000000 -67314539662357832515027002239044530489200514282702287705832844732549015032937054208.000000000 58296101391657049905028700092670548733304375461247445938412945773544867781777817600.000000000         1.839067e+83
  333   -0.000000000 33657269831178916257513501119522265244600257141351143852916422366274507516468527104.000000000 -33657269831178916257513501119522265244600257141351143852916422366274507516468527104.000000000 -82443137221558452437884771162979877936100956475581430993191484829712143500152143872.000000000 58296101391657049905028700092670548733304375461247445938412945773544867781777817600.000000000 10000.000000000 116592202783314099810057400185341097466608750922494891876825891547089735563555635200.000000000 -100971809493536742032553836570906847067046999669145763149463161463680402273503019008.000000000         3.185358e+83
  334   -0.000000000 -58296101391657049905028700092670548733304375461247445938412945773544867781777817600.000000000 58296101391657049905028700092670548733304375461247445938412945773544867781777817600.000000000 142795702403112073017973460388537165837868401974350153879252016855084830099635175424.000000000 -100971809493536742032553836570906847067046999669145763149463161463680402273503019008.000000000 10000.000000000 -201943618987073457105161005991173899467078912318660852661781900386788323443395788800.000000000 174888304174971116015152766339711902866144267609203995768808309144919001965820641280.000000000         5.517202e+83
  335-13479973333575319897333507543509815336818572211270286240551805124608.000000000 100971809493536728552580502995586949733539456159330426330890950193394161721697894400.000000000 -100971809493536728552580502995586949733539456159330426330890950193394161721697894400.000000000 -247329411664675330353707646338299839141287782407113619342430031948563949396846182400.000000000 174888304174971116015152766339711902866144267609203995768808309144919001965820641280.000000000 10000.000000000 349776608349942232030305532679423805732288535218407991537616618289838003931641282560.000000000 -302915428480610131737848174685481259866588194438729931718384005499037522957873184768.000000000         9.556075e+83
  336   -0.000000000 -174888304174971116015152766339711902866144267609203995768808309144919001965820641280.000000000 174888304174971116015152766339711902866144267609203995768808309144919001965820641280.000000000 428387107209336084254187045412412524178529770824897093452033937862392084780854280192.000000000 -302915428480610131737848174685481259866588194438729931718384005499037522957873184768.000000000 10000.000000000 -605830856961220263475696349370962519733176388877459863436768010998075045915746369536.000000000 524664912524913213245724963265936735263357367729458619120702814731894600379410677760.000000000         1.655161e+84
  337   -0.000000000 302915428480610131737848174685481259866588194438729931718384005499037522957873184768.000000000 -302915428480610131737848174685481259866588194438729931718384005499037522957873184768.000000000 -741988234994025721461656267508501570753712477025034121655845870439967037154436055040.000000000 524664912524913213245724963265936735263357367729458619120702814731894600379410677760.000000000 10000.000000000 1049329825049826426491449926531873470526714735458917238241405629463789200758821355520.000000000 -908746285441830287373757855453884600931704235237667100606574326334822644459178557440.000000000         2.866822e+84
  338   -0.000000000 -524664912524913213245724963265936735263357367729458619120702814731894600379410677760.000000000 524664912524913213245724963265936735263357367729458619120702814731894600379410677760.000000000 1285161321628008144922774467634678393867528964396168585807524123424886329928121843712.000000000 -908746285441830287373757855453884600931704235237667100606574326334822644459178557440.000000000 10000.000000000 -1817492570883660574747515710907769201863408470475334201213148652669645288918357114880.000000000 1573994737574739531897388221195251027122011755109853162813530754033393876723791036416.000000000         4.965482e+84
  339   -0.000000000 908746285441830287373757855453884600931704235237667100606574326334822644459178557440.000000000 -908746285441830287373757855453884600931704235237667100606574326334822644459178557440.000000000 -2225964704982077164384968802525504712261137431075102364967537611319901111463308165120.000000000 1573994737574739531897388221195251027122011755109853162813530754033393876723791036416.000000000 10000.000000000 3147989475149479063794776442390502054244023510219706325627061508066787753447582072832.000000000 -2726238856325490430762126891951417088122871313398910523625412218355308235719771684864.000000000         8.600467e+84
  340   -0.000000000 -1573994737574739531897388221195251027122011755109853162813530754033393876723791036416.000000000 1573994737574739531897388221195251027122011755109853162813530754033393876723791036416.000000000 3855483964884023787729603391288680109594224804717369590131106229300919443297719549952.000000000 -2726238856325490430762126891951417088122871313398910523625412218355308235719771684864.000000000 10000.000000000 -5452477712650980861524253783902834176245742626797821047250824436710616471439543369728.000000000 4721984212724218164333017989175516366693793873015468710246281501451021932513609121792.000000000         1.489645e+85
  341   -0.000000000 2726238856325490430762126891951417088122871313398910523625412218355308235719771684864.000000000 -2726238856325490430762126891951417088122871313398910523625412218355308235719771684864.000000000 -6677894114946231061795759733166277422111170900911216316708302073310543636732160507904.000000000 4721984212724218164333017989175516366693793873015468710246281501451021932513609121792.000000000 10000.000000000 9443968425448436328666035978351032733387587746030937420492563002902043865027218243584.000000000 -8178716568976471723645527350264487979040855332510822349070547415715084404817079042048.000000000         2.580140e+85
  342   -0.000000000 -4721984212724218164333017989175516366693793873015468710246281501451021932513609121792.000000000 4721984212724218164333017989175516366693793873015468710246281501451021932513609121792.000000000 11566451894652072225907103522686513758127157198780290326781940209201077725208686624768.000000000 -8178716568976471723645527350264487979040855332510822349070547415715084404817079042048.000000000 10000.000000000 -16357433137952943447291054700528975958081710665021644698141094831430168809634158084096.000000000 14165952638172653630280760618706075670736898834418224574350222983054746402225299390464.000000000         4.468934e+85
  343   -0.000000000 8178716568976471723645527350264487979040855332510822349070547415715084404817079042048.000000000 -8178716568976471723645527350264487979040855332510822349070547415715084404817079042048.000000000 -20033682344838691459950692501857885407644547133477285837347663177334992119565425573888.000000000 14165952638172653630280760618706075670736898834418224574350222983054746402225299390464.000000000 10000.000000000 28331905276345307260561521237412151341473797668836449148700445966109492804450598780928.000000000 -24536149706929411720063408655511570219744634859019740821657156161951975633189125226496.000000000         7.740420e+85
  344   -0.000000000 -14165952638172653630280760618706075670736898834418224574350222983054746402225299390464.000000000 14165952638172653630280760618706075670736898834418224574350222983054746402225299390464.000000000 34699355683956214952284723870418594415692506027084507867568577585006594384995003924480.000000000 -24536149706929411720063408655511570219744634859019740821657156161951975633189125226496.000000000 10000.000000000 -49072299413858823440126817311023140439489269718039481643314312323903951266378250452992.000000000 42497857914517959165405695158477280153521730933998310610273425906567600416044842221568.000000000         1.340680e+86
  345   -0.000000000 24536149706929411720063408655511570219744634859019740821657156161951975633189125226496.000000000 -24536149706929411720063408655511570219744634859019740821657156161951975633189125226496.000000000 -60101047034516067478105730715009868788177779123406405060934017361618421196172052922368.000000000 42497857914517959165405695158477280153521730933998310610273425906567600416044842221568.000000000 10000.000000000 84995715829035918330811390316954560307043461867996621220546851813135200832089684443136.000000000 -73608449120788231709317052571252816941855973438546496239416982400662649318305263779840.000000000         2.322126e+86
  346   -0.000000000 -42497857914517959165405695158477280153521730933998310610273425906567600416044842221568.000000000 42497857914517959165405695158477280153521730933998310610273425906567600416044842221568.000000000 104098067051868637955107824820691995812321655804228071151596760584633227992460787974144.000000000 -73608449120788231709317052571252816941855973438546496239416982400662649318305263779840.000000000 10000.000000000 -147216898241576463418634105142505633883711946877092992478833964801325298636610527559680.000000000 127493573743553877496217085475431840460565192801994931830820277719702801248134526664704.000000000         4.022040e+86
  347   -0.000000000 73608449120788231709317052571252816941855973438546496239416982400662649318305263779840.000000000 -73608449120788231709317052571252816941855973438546496239416982400662649318305263779840.000000000 -180303141103548216237809885726157181234045061924270120085019996425628373913564606365696.000000000 127493573743553877496217085475431840460565192801994931830820277719702801248134526664704.000000000 10000.000000000 254987147487107754992434170950863680921130385603989863661640555439405602496269053329408.000000000 -220825347362364695127951157713758450825567920315639488718250947201987947954915791339520.000000000         6.966378e+86
  348   -0.000000000 -127493573743553877496217085475431840460565192801994931830820277719702801248134526664704.000000000 127493573743553877496217085475431840460565192801994931830820277719702801248134526664704.000000000 312294201155605872454845393718693262828429793750531498748136448731580353002237021126656.000000000 -220825347362364695127951157713758450825567920315639488718250947201987947954915791339520.000000000 10000.000000000 -441650694724729335041931541103006602173088942415075357827630117040883454609637792284672.000000000 382480721230661522060709707777274922425601781973577556274717278432923521144015999205376.000000000         1.206612e+87
  349-27606985387162255149739023449108101809804435888681546220650096895197184.000000000 220825347362364667520965770551503301086544471207537678913815058520441727304818896142336.000000000 -220825347362364667520965770551503301086544471207537678913815058520441727304818896142336.000000000 -540909423310644455464531947042685495528971042016097691624008768506061577190015552716800.000000000 382480721230661522060709707777274922425601781973577556274717278432923521144015999205376.000000000 10000.000000000 764961442461323044121419415554549844851203563947155112549434556865847042288031998410752.000000000 -662476042087093919741941150167744454042563066298307607328137509516686519964166002835456.000000000         2.089914e+87
  350   -0.000000000 -382480721230661522060709707777274922425601781973577556274717278432923521144015999205376.000000000 382480721230661522060709707777274922425601781973577556274717278432923521144015999205376.000000000 936882603466817506936594632507059189529195584819187257026665791468556176406323482591232.000000000 -662476042087093919741941150167744454042563066298307607328137509516686519964166002835456.000000000 10000.000000000 -1324952084174187839483882300335488908085126132596615214656275019033373039928332005670912.000000000 1147442163691984510968158349007314467798758447704529049215280057935678122131854207221760.000000000         3.619836e+87
  351   -0.000000000 662476042087093919741941150167744454042563066298307607328137509516686519964166002835456.000000000 -662476042087093919741941150167744454042563066298307607328137509516686519964166002835456.000000000 -1622728269931933255965654292479035887630819329615885835654282750791999848969659077361664.000000000 1147442163691984510968158349007314467798758447704529049215280057935678122131854207221760.000000000 10000.000000000 2294884327383969021936316698014628935597516895409058098430560115871356244263708414443520.000000000 -1987428126261281648797881901854212763171595402462515582766668973823874677292110427717632.000000000         6.269741e+87
  352   -0.000000000 -1147442163691984510968158349007314467798758447704529049215280057935678122131854207221760.000000000 1147442163691984510968158349007314467798758447704529049215280057935678122131854207221760.000000000 2810647810400452299953900800223136370675399161592747292644510264953298764018195286196224.000000000 -1987428126261281648797881901854212763171595402462515582766668973823874677292110427717632.000000000 10000.000000000 -3974856252522563297595763803708425526343190804925031165533337947647749354584220855435264.000000000 3442326491075953091192708852425861007571900157383958190774865954902294835994012298510336.000000000         1.085951e+88
  353   -0.000000000 1987428126261281648797881901854212763171595402462515582766668973823874677292110427717632.000000000 -1987428126261281648797881901854212763171595402462515582766668973823874677292110427717632.000000000 -4868184809795799105329313585542984069155895210253214071656386924018890251306651747352576.000000000 3442326491075953091192708852425861007571900157383958190774865954902294835994012298510336.000000000 10000.000000000 6884652982151905298961885315659557223495049943308658467807783471995110611184923950710784.000000000 -5962284378783842958690697829880267508305097871604216442380622936400296145069354828955648.000000000         1.880922e+88
  354441711766194596082395824375185729628956870974218904739530401550323154944.000000000 -3442326491075952649480942657829778611747524971654329233903891735997555305592461975355392.000000000 3442326491075952649480942657829778611747524971654329233903891735997555305592461975355392.000000000 8431943431201354691302871427688997132904321556130097093578659700336198640046834242813952.000000000 -5962284378783842958690697829880267508305097871604216442380622936400296145069354828955648.000000000 10000.000000000 -11924568757567687684228460438144864599907696486126948712245142748419550411744910950531072.000000000 10326979473227857948442827973489335835242574914962987701711675207992665916777385926066176.000000000         3.257853e+88
  355883423532389192164791648750371459257913741948437809479060803100646309888.000000000 5962284378783843842114230219072432299953848243063474356122571374209775205872455475265536.000000000 -5962284378783843842114230219072432299953848243063474356122571374209775205872455475265536.000000000 -14604554429387396432564408367436787415818935259300384301227212334247191693116854595747840.000000000 10326979473227857948442827973489335835242574914962987701711675207992665916777385926066176.000000000 10000.000000000 20653958946455715896885655946978671670485149829925975403423350415985331833554771852132352.000000000 -17886853136351529759495625878832967316564043986271907240883817247010367496011165133176832.000000000         5.642767e+88
  356   -0.000000000 -10326979473227857948442827973489335835242574914962987701711675207992665916777385926066176.000000000 10326979473227857948442827973489335835242574914962987701711675207992665916777385926066176.000000000 25295830293604062307061549504682661815415463925471775453252082225389637798534301435822080.000000000 -17886853136351529759495625878832967316564043986271907240883817247010367496011165133176832.000000000 10000.000000000 -35773706272703059518991251757665934633128087972543814481767634494020734992022330266353664.000000000 30980938419683572078481419142083677922430224001970447277651128748359039628725956485578752.000000000         9.773558e+88
  357   -0.000000000 17886853136351529759495625878832967316564043986271907240883817247010367496011165133176832.000000000 -17886853136351529759495625878832967316564043986271907240883817247010367496011165133176832.000000000 -43813663288162189297693225102310362247456805777901152903681637002741575079350563787243520.000000000 30980938419683572078481419142083677922430224001970447277651128748359039628725956485578752.000000000 10000.000000000 61961876839367144156962838284167355844860448003940894555302257496718079257451912971157504.000000000 -53660559409054582211098618522961583616502128987141658412715864238555270001608690229051392.000000000         1.692830e+89
  358   -0.000000000 -30980938419683572078481419142083677922430224001970447277651128748359039628725956485578752.000000000 30980938419683572078481419142083677922430224001970447277651128748359039628725956485578752.000000000 75887490880812183387490518957279326279651390290578294704788452924930997152390501722226688.000000000 -53660559409054582211098618522961583616502128987141658412715864238555270001608690229051392.000000000 10000.000000000 -107321118818109164422197237045923167233004257974283316825431728477110540003217380458102784.000000000 92942815259050698566973609642407737934315664576726183558114417488887537670115856530538496.000000000         2.932067e+89
  359   -0.000000000 53660559409054582211098618522961583616502128987141658412715864238555270001608690229051392.000000000 -53660559409054582211098618522961583616502128987141658412715864238555270001608690229051392.000000000 -131440989864486539623526638852781813409610405447007205471302560998321395292352470679814144.000000000 92942815259050698566973609642407737934315664576726183558114417488887537670115856530538496.000000000 10000.000000000 185885630518101397133947219284815475868631329153452367116228834977775075340231713061076992.000000000 -160981678227163732498519337341810114183126381018076848618276417710714145031976460346195968.000000000         5.078490e+89
  360   -0.000000000 -92942815259050698566973609642407737934315664576726183558114417488887537670115856530538496.000000000 92942815259050698566973609642407737934315664576726183558114417488887537670115856530538496.000000000 227662472642436507758142002190614068839814153041690504254751833759937996538622674143805440.000000000 -160981678227163732498519337341810114183126381018076848618276417710714145031976460346195968.000000000 10000.000000000 -321963356454327464997038674683620228366252762036153697236552835421428290063952920692391936.000000000 278828445777152067431367792473073940470186981843482297434600902456759283064648348909699072.000000000         8.796202e+89
