# Giai phuong trinh vi phan
##################################################
     i             x             y
    70   3.500000000   3.692346534
    71   3.550000000   3.295921496
    72   3.600000000   2.860971363
    73   3.650000000   2.385264569
    74   3.700000000   1.866455130
    75   3.750000000   1.302076784
    76   3.800000000   0.689536822
    77   3.850000000   0.026109602
    78   3.900000000  -0.691070261
    79   3.950000000  -1.465015065
    80   4.000000000  -2.298891549
    81   4.050000000  -3.196028815
    82   4.100000000  -4.159926650
    83   4.150000000  -5.194264279
    84   4.200000000  -6.302909561
    85   4.250000000  -7.489928667
    86   4.300000000  -8.759596243
    87   4.350000000  -10.116406097
    88   4.400000000  -11.565082442
    89   4.450000000  -13.110591704
    90   4.500000000  -14.758154940
    91   4.550000000  -16.513260898
    92   4.600000000  -18.381679737
    93   4.650000000  -20.369477455
    94   4.700000000  -22.483031063
    95   4.750000000  -24.729044524
    96   4.800000000  -27.114565519
    97   4.850000000  -29.647003069
    98   4.900000000  -32.334146063
    99   4.950000000  -35.184182732
   100   5.000000000  -38.205721125
   101   5.050000000  -41.407810633
   102   5.100000000  -44.799964615
   103   5.150000000  -48.392184189
   104   5.200000000  -52.194983241
   105   5.250000000  -56.219414708
   106   5.300000000  -60.477098224
   107   5.350000000  -64.980249169
   108   5.400000000  -69.741709219
   109   5.450000000  -74.774978449
   110   5.500000000  -80.094249098
   111   5.550000000  -85.714441050
   112   5.600000000  -91.651239145
   113   5.650000000  -97.921132399
   114   5.700000000  -104.541455233
   115   5.750000000  -111.530430816
   116   5.800000000  -118.907216637
   117   5.850000000  -126.691952404
   118   5.900000000  -134.905810404
   119   5.950000000  -143.571048448
   120   6.000000000  -152.711065518
   121   6.050000000  -162.350460287
   122   6.100000000  -172.515092619
   123   6.150000000  -183.232148236
   124   6.200000000  -194.530206694
   125   6.250000000  -206.439312847
   126   6.300000000  -218.991051973
   127   6.350000000  -232.218628756
   128   6.400000000  -246.156950309
   129   6.450000000  -260.842713463
   130   6.500000000  -276.314496525
   131   6.550000000  -292.612855746
   132   6.600000000  -309.780426729
   133   6.650000000  -327.862031038
   134   6.700000000  -346.904788279
   135   6.750000000  -366.958233917
   136   6.800000000  -388.074443142
   137   6.850000000  -410.308161085
   138   6.900000000  -433.716939701
   139   6.950000000  -458.361281686
   140   7.000000000  -484.304791757
   141   7.050000000  -511.614335698
   142   7.100000000  -540.360207559
   143   7.150000000  -570.616305423
   144   7.200000000  -602.460316190
   145   7.250000000  -635.973909832
   146   7.300000000  -671.242943608
   147   7.350000000  -708.357676752
   148   7.400000000  -747.412996161
   149   7.450000000  -788.508653666
   150   7.500000000  -831.749515454
   151   7.550000000  -877.245824291
   152   7.600000000  -925.113475182
   153   7.650000000  -975.474305163
   154   7.700000000  -1028.456397958
   155   7.750000000  -1084.194404251
   156   7.800000000  -1142.829878376
   157   7.850000000  -1204.511632279
   158   7.900000000  -1269.396107617
   159   7.950000000  -1337.647766940
   160   8.000000000  -1409.439504932
   161   8.050000000  -1484.953080730
   162   8.100000000  -1564.379572414
   163   8.150000000  -1647.919854797
   164   8.200000000  -1735.785101710
   165   8.250000000  -1828.197314043
   166   8.300000000  -1925.389874856
   167   8.350000000  -2027.608132954
   168   8.400000000  -2135.110016378
   169   8.450000000  -2248.166677356
   170   8.500000000  -2367.063170318
   171   8.550000000  -2492.099164668
   172   8.600000000  -2623.589694114
   173   8.650000000  -2761.865944403
   174   8.700000000  -2907.276081452
   175   8.750000000  -3060.186121934
   176   8.800000000  -3220.980848502
   177   8.850000000  -3390.064771935
   178   8.900000000  -3567.863142621
   179   8.950000000  -3754.823013885
   180   9.000000000  -3951.414359850
   181   9.050000000  -4158.131250605
   182   9.100000000  -4375.493087624
   183   9.150000000  -4604.045902526
   184   9.200000000  -4844.363722428
   185   9.250000000  -5097.050005294
   186   9.300000000  -5362.739148881
   187   9.350000000  -5642.098077049
   188   9.400000000  -5935.827907399
   189   9.450000000  -6244.665704415
   190   9.500000000  -6569.386322493
   191   9.550000000  -6910.804343458
   192   9.600000000  -7269.776113425
   193   9.650000000  -7647.201884088
   194   9.700000000  -8044.028063794
   195   9.750000000  -8461.249584037
   196   9.800000000  -8899.912387276
   197   9.850000000  -9361.116042313
   198   9.900000000  -9846.016493757
   199   9.950000000  -10355.828952461
   200  10.000000000  -10891.830934152
