# Bai toan truyen song 1D 
# Phuong phap sai phan huu han hien
# Ghi lai vi tri va bien do cua dinh song tai moi thoi diem
#

####################################################################################################
#           t (s)  x_dinh_song_num (m)       u_dinh_song_num (m)      x_dinh_song_anal (m)      u_dinh_song_anal (m)
   2.79000000e-02       5.63380282e-01            7.07838199e-01            5.63380282e-01            7.04049237e-01
   2.80000000e-02       5.70422535e-01            7.15965598e-01            5.70422535e-01            7.12084669e-01
   2.81000000e-02       5.77464789e-01            7.24084347e-01            5.77464789e-01            7.19812495e-01
   2.82000000e-02       5.84507042e-01            7.31961860e-01            5.84507042e-01            7.27223961e-01
   2.83000000e-02       5.91549296e-01            7.39640068e-01            5.91549296e-01            7.34323469e-01
   2.84000000e-02       5.98591549e-01            7.47402209e-01            5.98591549e-01            7.41168342e-01
   2.85000000e-02       6.05633803e-01            7.55412678e-01            5.98591549e-01            7.48694009e-01
   2.86000000e-02       6.12676056e-01            7.63489626e-01            6.05633803e-01            7.57584926e-01
   2.87000000e-02       6.19718310e-01            7.71301421e-01            6.12676056e-01            7.66335636e-01
   2.88000000e-02       6.19718310e-01            7.79272060e-01            6.19718310e-01            7.74867382e-01
   2.89000000e-02       6.26760563e-01            7.87688451e-01            6.26760563e-01            7.83150205e-01
   2.90000000e-02       6.33802817e-01            7.95881185e-01            6.33802817e-01            7.91139882e-01
   2.91000000e-02       6.40845070e-01            8.03762350e-01            6.40845070e-01            7.98796713e-01
   2.92000000e-02       6.47887324e-01            8.11547714e-01            6.47887324e-01            8.06148128e-01
   2.93000000e-02       6.54929577e-01            8.19485415e-01            6.54929577e-01            8.13208185e-01
   2.94000000e-02       6.61971831e-01            8.27573252e-01            6.61971831e-01            8.19995996e-01
   2.95000000e-02       6.69014085e-01            8.35577213e-01            6.61971831e-01            8.27952854e-01
   2.96000000e-02       6.76056338e-01            8.43297151e-01            6.69014085e-01            8.36809369e-01
   2.97000000e-02       6.76056338e-01            8.50852425e-01            6.76056338e-01            8.45522185e-01
   2.98000000e-02       6.83098592e-01            8.59282239e-01            6.83098592e-01            8.54026690e-01
   2.99000000e-02       6.90140845e-01            8.67508231e-01            6.90140845e-01            8.62240848e-01
   3.00000000e-02       6.97183099e-01            8.75543355e-01            6.97183099e-01            8.70168996e-01
   3.01000000e-02       7.04225352e-01            8.83519929e-01            7.04225352e-01            8.77786181e-01
   3.02000000e-02       7.11267606e-01            8.91513052e-01            7.11267606e-01            8.85059892e-01
   3.03000000e-02       7.18309859e-01            8.99465533e-01            7.18309859e-01            8.92067333e-01
   3.04000000e-02       7.25352113e-01            9.07278634e-01            7.25352113e-01            8.98837814e-01
   3.05000000e-02       7.32394366e-01            9.14936159e-01            7.25352113e-01            9.07187849e-01
   3.06000000e-02       7.39436620e-01            9.22511511e-01            7.32394366e-01            9.16050625e-01
   3.07000000e-02       7.39436620e-01            9.30751150e-01            7.39436620e-01            9.24699048e-01
   3.08000000e-02       7.46478873e-01            9.38955729e-01            7.46478873e-01            9.33151981e-01
   3.09000000e-02       7.53521127e-01            9.47111626e-01            7.53521127e-01            9.41353418e-01
   3.10000000e-02       7.60563380e-01            9.55248730e-01            7.60563380e-01            9.49176990e-01
   3.11000000e-02       7.67605634e-01            9.63295042e-01            7.67605634e-01            9.56733978e-01
   3.12000000e-02       7.74647887e-01            9.71124761e-01            7.74647887e-01            9.64017186e-01
   3.13000000e-02       7.81690141e-01            9.78553667e-01            7.81690141e-01            9.70881537e-01
   3.14000000e-02       7.81690141e-01            9.84866296e-01            7.88732394e-01            9.77634923e-01
   3.15000000e-02       7.88732394e-01            9.90460209e-01            7.88732394e-01            9.86349068e-01
   3.16000000e-02       7.88732394e-01            9.88097837e-01            7.95774648e-01            9.95258088e-01
   3.17000000e-02       7.88732394e-01            9.79644544e-01            7.95774648e-01            9.91783726e-01
   3.18000000e-02       7.88732394e-01            9.65375468e-01            7.88732394e-01            9.84526990e-01
   3.19000000e-02       7.67605634e-01            9.54857067e-01            7.81690141e-01            9.76525961e-01
   3.20000000e-02       7.67605634e-01            9.51351526e-01            7.74647887e-01            9.68351465e-01
   3.21000000e-02       7.67605634e-01            9.42184636e-01            7.67605634e-01            9.59960359e-01
   3.22000000e-02       7.53521127e-01            9.31535104e-01            7.60563380e-01            9.51232468e-01
   3.23000000e-02       7.53521127e-01            9.25647181e-01            7.53521127e-01            9.42391858e-01
   3.24000000e-02       7.46478873e-01            9.16594639e-01            7.53521127e-01            9.34059855e-01
   3.25000000e-02       7.32394366e-01            9.09136101e-01            7.46478873e-01            9.27296763e-01
   3.26000000e-02       7.32394366e-01            9.02171453e-01            7.39436620e-01            9.20319220e-01
   3.27000000e-02       7.25352113e-01            8.91749102e-01            7.32394366e-01            9.13001211e-01
   3.28000000e-02       7.18309859e-01            8.85791812e-01            7.25352113e-01            9.05390051e-01
   3.29000000e-02       7.11267606e-01            8.75843531e-01            7.18309859e-01            8.97480059e-01
   3.30000000e-02       7.04225352e-01            8.70141330e-01            7.11267606e-01            8.89231293e-01
   3.31000000e-02       7.04225352e-01            8.60287365e-01            7.04225352e-01            8.80733567e-01
   3.32000000e-02       6.90140845e-01            8.53632246e-01            6.97183099e-01            8.72034205e-01
   3.33000000e-02       6.90140845e-01            8.44332505e-01            6.90140845e-01            8.63151418e-01
   3.34000000e-02       6.83098592e-01            8.36893403e-01            6.90140845e-01            8.55250381e-01
   3.35000000e-02       6.76056338e-01            8.29046334e-01            6.83098592e-01            8.48437919e-01
   3.36000000e-02       6.69014085e-01            8.21144012e-01            6.76056338e-01            8.41379124e-01
   3.37000000e-02       6.61971831e-01            8.12503243e-01            6.69014085e-01            8.34037096e-01
   3.38000000e-02       6.54929577e-01            8.06059431e-01            6.61971831e-01            8.26357413e-01
   3.39000000e-02       6.47887324e-01            7.96343945e-01            6.54929577e-01            8.18368938e-01
   3.40000000e-02       6.40845070e-01            7.89632036e-01            6.47887324e-01            8.10093030e-01
   3.41000000e-02       6.33802817e-01            7.81081752e-01            6.40845070e-01            8.01542000e-01
   3.42000000e-02       6.26760563e-01            7.73397030e-01            6.33802817e-01            7.92794684e-01
   3.43000000e-02       6.19718310e-01            7.64936041e-01            6.26760563e-01            7.83910895e-01
   3.44000000e-02       6.19718310e-01            7.57680921e-01            6.26760563e-01            7.76406640e-01
   3.45000000e-02       6.05633803e-01            7.49153826e-01            6.19718310e-01            7.69568567e-01
   3.46000000e-02       6.05633803e-01            7.41531915e-01            6.12676056e-01            7.62452064e-01
   3.47000000e-02       5.98591549e-01            7.34313686e-01            6.05633803e-01            7.55039568e-01
   3.48000000e-02       5.91549296e-01            7.24992620e-01            5.98591549e-01            7.47315753e-01
   3.49000000e-02       5.84507042e-01            7.17672017e-01            5.91549296e-01            7.39264083e-01
   3.50000000e-02       5.77464789e-01            7.09510489e-01            5.84507042e-01            7.30926903e-01
   3.51000000e-02       5.70422535e-01            7.01187065e-01            5.77464789e-01            7.22347271e-01
   3.52000000e-02       5.63380282e-01            6.93595790e-01            5.70422535e-01            7.13562582e-01
   3.53000000e-02       5.63380282e-01            6.85066594e-01            5.63380282e-01            7.04651295e-01
   3.54000000e-02       5.49295775e-01            6.77576405e-01            5.63380282e-01            6.97568678e-01
   3.55000000e-02       5.42253521e-01            6.69516641e-01            5.56338028e-01            6.90675663e-01
   3.56000000e-02       5.42253521e-01            6.61982920e-01            5.49295775e-01            6.83516591e-01
   3.57000000e-02       5.35211268e-01            6.54247842e-01            5.42253521e-01            6.76041394e-01
   3.58000000e-02       5.28169014e-01            6.45543806e-01            5.35211268e-01            6.68250059e-01
   3.59000000e-02       5.21126761e-01            6.38404413e-01            5.28169014e-01            6.60152150e-01
   3.60000000e-02       5.14084507e-01            6.30477650e-01            5.21126761e-01            6.51760604e-01
   3.61000000e-02       5.07042254e-01            6.21596391e-01            5.14084507e-01            6.43133927e-01
   3.62000000e-02       5.00000000e-01            6.13740863e-01            5.07042254e-01            6.34329753e-01
   3.63000000e-02       4.92957746e-01            6.05620511e-01            5.07042254e-01            6.25425907e-01
   3.64000000e-02       4.92957746e-01            5.97900323e-01            5.00000000e-01            6.18724624e-01
   3.65000000e-02       4.85915493e-01            5.89847204e-01            4.92957746e-01            6.11781240e-01
   3.66000000e-02       4.78873239e-01            5.81801738e-01            4.85915493e-01            6.04560254e-01
   3.67000000e-02       4.71830986e-01            5.74322521e-01            4.78873239e-01            5.97034424e-01
   3.68000000e-02       4.64788732e-01            5.66046401e-01            4.71830986e-01            5.89180228e-01
   3.69000000e-02       4.57746479e-01            5.57870906e-01            4.64788732e-01            5.81020629e-01
   3.70000000e-02       4.50704225e-01            5.50738851e-01            4.57746479e-01            5.72588990e-01
   3.71000000e-02       4.43661972e-01            5.42772849e-01            4.50704225e-01            5.63920037e-01
   3.72000000e-02       4.36619718e-01            5.33988005e-01            4.43661972e-01            5.55083590e-01
   3.73000000e-02       4.29577465e-01            5.26192545e-01            4.43661972e-01            5.46610797e-01
   3.74000000e-02       4.22535211e-01            5.18465080e-01            4.36619718e-01            5.39863807e-01
   3.75000000e-02       4.22535211e-01            5.10113346e-01            4.29577465e-01            5.32878943e-01
   3.76000000e-02       4.15492958e-01            5.02860233e-01            4.22535211e-01            5.25599044e-01
   3.77000000e-02       4.08450704e-01            4.94667000e-01            4.15492958e-01            5.18007789e-01
   3.78000000e-02       4.01408451e-01            4.86483120e-01            4.08450704e-01            5.10102106e-01
   3.79000000e-02       3.94366197e-01            4.78756635e-01            4.01408451e-01            5.01884702e-01
   3.80000000e-02       3.87323944e-01            4.70701152e-01            3.94366197e-01            4.93401089e-01
   3.81000000e-02       3.80281690e-01            4.62564819e-01            3.87323944e-01            4.84703296e-01
   3.82000000e-02       3.73239437e-01            4.54752973e-01            3.80281690e-01            4.75838342e-01
   3.83000000e-02       3.66197183e-01            4.46613925e-01            3.80281690e-01            4.67790794e-01
   3.84000000e-02       3.66197183e-01            4.38361953e-01            3.73239437e-01            4.61000197e-01
   3.85000000e-02       3.59154930e-01            4.30583700e-01            3.66197183e-01            4.53958714e-01
   3.86000000e-02       3.45070423e-01            4.22460510e-01            3.59154930e-01            4.46629030e-01
   3.87000000e-02       3.45070423e-01            4.14729898e-01            3.52112676e-01            4.38975122e-01
   3.88000000e-02       3.38028169e-01            4.07341597e-01            3.45070423e-01            4.31005392e-01
   3.89000000e-02       3.30985915e-01            3.99165831e-01            3.38028169e-01            4.22742149e-01
   3.90000000e-02       3.23943662e-01            3.90727790e-01            3.30985915e-01            4.14210231e-01
   3.91000000e-02       3.16901408e-01            3.83049235e-01            3.23943662e-01            4.05473015e-01
   3.92000000e-02       3.09859155e-01            3.75487573e-01            3.16901408e-01            3.96593176e-01
   3.93000000e-02       3.02816901e-01            3.67134751e-01            3.16901408e-01            3.88956115e-01
   3.94000000e-02       7.04225352e-01           -3.73047621e-01            3.09859155e-01            3.82129766e-01
   3.95000000e-02       6.97183099e-01           -3.79724402e-01            3.02816901e-01            3.75033580e-01
   3.96000000e-02       6.97183099e-01           -3.87952525e-01            6.97183099e-01           -3.78721132e-01
   3.97000000e-02       6.83098592e-01           -3.95882389e-01            6.90140845e-01           -3.86979674e-01
   3.98000000e-02       6.83098592e-01           -4.03804436e-01            6.83098592e-01           -3.94942565e-01
   3.99000000e-02       6.76056338e-01           -4.12458328e-01            6.76056338e-01           -4.02591667e-01
   4.00000000e-02       6.69014085e-01           -4.19915572e-01            6.69014085e-01           -4.09916178e-01
   4.01000000e-02       6.61971831e-01           -4.27905050e-01            6.61971831e-01           -4.16951518e-01
   4.02000000e-02       6.54929577e-01           -4.36065785e-01            6.54929577e-01           -4.23738963e-01
   4.03000000e-02       6.47887324e-01           -4.43645838e-01            6.54929577e-01           -4.31825697e-01
   4.04000000e-02       6.40845070e-01           -4.51632492e-01            6.47887324e-01           -4.40689026e-01
   4.05000000e-02       6.33802817e-01           -4.59385735e-01            6.40845070e-01           -4.49383981e-01
   4.06000000e-02       6.33802817e-01           -4.66910706e-01            6.33802817e-01           -4.57861964e-01
   4.07000000e-02       6.26760563e-01           -4.75139030e-01            6.26760563e-01           -4.66074870e-01
   4.08000000e-02       6.12676056e-01           -4.82771561e-01            6.19718310e-01           -4.73975475e-01
   4.09000000e-02       6.12676056e-01           -4.91135903e-01            6.12676056e-01           -4.81559794e-01
   4.10000000e-02       6.05633803e-01           -4.99617482e-01            6.05633803e-01           -4.88834955e-01
   4.11000000e-02       5.98591549e-01           -5.06958092e-01            5.98591549e-01           -4.95815589e-01
   4.12000000e-02       5.91549296e-01           -5.14730192e-01            5.91549296e-01           -5.02557489e-01
   4.13000000e-02       5.84507042e-01           -5.23302087e-01            5.91549296e-01           -5.11071904e-01
   4.14000000e-02       5.77464789e-01           -5.30991061e-01            5.84507042e-01           -5.19904617e-01
   4.15000000e-02       5.70422535e-01           -5.38182372e-01            5.77464789e-01           -5.28570420e-01
   4.16000000e-02       5.70422535e-01           -5.46226637e-01            5.70422535e-01           -5.36998284e-01
   4.17000000e-02       5.56338028e-01           -5.54222111e-01            5.63380282e-01           -5.45151339e-01
   4.18000000e-02       5.56338028e-01           -5.62155868e-01            5.56338028e-01           -5.53000337e-01
   4.19000000e-02       5.49295775e-01           -5.70386154e-01            5.49295775e-01           -5.60521289e-01
   4.20000000e-02       5.42253521e-01           -5.78128360e-01            5.42253521e-01           -5.67735643e-01
   4.21000000e-02       5.35211268e-01           -5.86045085e-01            5.35211268e-01           -5.74674910e-01
   4.22000000e-02       5.28169014e-01           -5.94175467e-01            5.35211268e-01           -5.81384605e-01
   4.23000000e-02       5.21126761e-01           -6.02044632e-01            5.28169014e-01           -5.90316734e-01
   4.24000000e-02       5.14084507e-01           -6.10066410e-01            5.21126761e-01           -5.99119279e-01
   4.25000000e-02       5.07042254e-01           -6.18371175e-01            5.14084507e-01           -6.07740818e-01
   4.26000000e-02       5.00000000e-01           -6.26154376e-01            5.07042254e-01           -6.16127883e-01
   4.27000000e-02       4.92957746e-01           -6.33535842e-01            5.00000000e-01           -6.24221569e-01
   4.28000000e-02       4.92957746e-01           -6.41583491e-01            4.92957746e-01           -6.32005755e-01
   4.29000000e-02       4.78873239e-01           -6.49653411e-01            4.85915493e-01           -6.39475570e-01
   4.30000000e-02       4.78873239e-01           -6.57372750e-01            4.78873239e-01           -6.46630684e-01
   4.31000000e-02       4.71830986e-01           -6.65861122e-01            4.71830986e-01           -6.53517667e-01
   4.32000000e-02       4.64788732e-01           -6.73728125e-01            4.71830986e-01           -6.60640944e-01
   4.33000000e-02       4.57746479e-01           -6.81141972e-01            4.64788732e-01           -6.69548945e-01
   4.34000000e-02       4.50704225e-01           -6.89224806e-01            4.57746479e-01           -6.78330601e-01
   4.35000000e-02       4.43661972e-01           -6.97813292e-01            4.50704225e-01           -6.86907949e-01
   4.36000000e-02       4.36619718e-01           -7.05884294e-01            4.43661972e-01           -6.95238607e-01
   4.37000000e-02       4.29577465e-01           -7.13550770e-01            4.36619718e-01           -7.03284683e-01
   4.38000000e-02       4.22535211e-01           -7.21568286e-01            4.29577465e-01           -7.11004707e-01
   4.39000000e-02       4.15492958e-01           -7.29712978e-01            4.22535211e-01           -7.18409723e-01
   4.40000000e-02       4.08450704e-01           -7.37350430e-01            4.15492958e-01           -7.25520981e-01
   4.41000000e-02       4.08450704e-01           -7.45208454e-01            4.08450704e-01           -7.32357019e-01
   4.42000000e-02       4.01408451e-01           -7.53503030e-01            4.08450704e-01           -7.39898191e-01
   4.43000000e-02       3.94366197e-01           -7.61424235e-01            4.01408451e-01           -7.48782617e-01
   4.44000000e-02       3.87323944e-01           -7.69387331e-01            3.94366197e-01           -7.57524827e-01
   4.45000000e-02       3.80281690e-01           -7.77414028e-01            3.87323944e-01           -7.66070773e-01
   4.46000000e-02       3.73239437e-01           -7.85292200e-01            3.80281690e-01           -7.74344901e-01
   4.47000000e-02       3.66197183e-01           -7.93209036e-01            3.73239437e-01           -7.82325441e-01
   4.48000000e-02       3.59154930e-01           -8.01349951e-01            3.66197183e-01           -7.89998216e-01
   4.49000000e-02       3.52112676e-01           -8.09382379e-01            3.59154930e-01           -7.97338778e-01
   4.50000000e-02       3.45070423e-01           -8.17048276e-01            3.52112676e-01           -8.04389623e-01
   4.51000000e-02       3.45070423e-01           -8.24681739e-01            3.45070423e-01           -8.11196376e-01
   4.52000000e-02       3.38028169e-01           -8.32825779e-01            3.45070423e-01           -8.19139544e-01
   4.53000000e-02       3.30985915e-01           -8.40873318e-01            3.38028169e-01           -8.28017045e-01
   4.54000000e-02       3.23943662e-01           -8.49248604e-01            3.30985915e-01           -8.36719416e-01
   4.55000000e-02       3.16901408e-01           -8.57693468e-01            3.23943662e-01           -8.45209596e-01
   4.56000000e-02       3.09859155e-01           -8.65599664e-01            3.16901408e-01           -8.53448749e-01
   4.57000000e-02       3.02816901e-01           -8.73081629e-01            3.09859155e-01           -8.61362309e-01
   4.58000000e-02       2.95774648e-01           -8.80821751e-01            3.02816901e-01           -8.68963245e-01
   4.59000000e-02       2.88732394e-01           -8.88915668e-01            2.95774648e-01           -8.76268552e-01
   4.60000000e-02       2.81690141e-01           -8.96749696e-01            2.88732394e-01           -8.83256025e-01
   4.61000000e-02       2.81690141e-01           -9.04425330e-01            2.81690141e-01           -8.90008178e-01
   4.62000000e-02       2.74647887e-01           -9.12926889e-01            2.81690141e-01           -8.98388311e-01
   4.63000000e-02       2.67605634e-01           -9.20948170e-01            2.74647887e-01           -9.07222648e-01
   4.64000000e-02       2.60563380e-01           -9.28696107e-01            2.67605634e-01           -9.15921008e-01
   4.65000000e-02       2.53521127e-01           -9.36740716e-01            2.60563380e-01           -9.24349274e-01
   4.66000000e-02       2.46478873e-01           -9.45059524e-01            2.53521127e-01           -9.32511771e-01
   4.67000000e-02       2.39436620e-01           -9.53107723e-01            2.46478873e-01           -9.40411991e-01
   4.68000000e-02       2.32394366e-01           -9.60696035e-01            2.39436620e-01           -9.47925093e-01
   4.69000000e-02       2.25352113e-01           -9.68164857e-01            2.32394366e-01           -9.55145797e-01
   4.70000000e-02       2.25352113e-01           -9.75820906e-01            2.25352113e-01           -9.62160549e-01
   4.71000000e-02       2.18309859e-01           -9.83143420e-01            2.18309859e-01           -9.68808512e-01
   4.72000000e-02       2.11267606e-01           -9.88108941e-01            2.18309859e-01           -9.77700777e-01
   4.73000000e-02       2.11267606e-01           -9.88175481e-01            2.11267606e-01           -9.86411375e-01
   4.74000000e-02       2.11267606e-01           -9.82532417e-01            2.04225352e-01           -9.94932465e-01
   4.75000000e-02       2.11267606e-01           -9.70725760e-01            2.04225352e-01           -9.92970205e-01
   4.76000000e-02       2.11267606e-01           -9.52424184e-01            2.11267606e-01           -9.85447546e-01
   4.77000000e-02       2.32394366e-01           -9.47517938e-01            2.18309859e-01           -9.77182025e-01
   4.78000000e-02       2.39436620e-01           -9.43974825e-01            2.25352113e-01           -9.68688365e-01
   4.79000000e-02       2.39436620e-01           -9.33872796e-01            2.32394366e-01           -9.60082572e-01
   4.80000000e-02       2.53521127e-01           -9.22545581e-01            2.39436620e-01           -9.51202518e-01
   4.81000000e-02       2.53521127e-01           -9.17838234e-01            2.39436620e-01           -9.42899357e-01
   4.82000000e-02       2.60563380e-01           -9.09923666e-01            2.46478873e-01           -9.36120188e-01
   4.83000000e-02       2.74647887e-01           -8.99245070e-01            2.53521127e-01           -9.29094222e-01
   4.84000000e-02       2.74647887e-01           -8.94337901e-01            2.60563380e-01           -9.21829194e-01
   4.85000000e-02       2.74647887e-01           -8.84368050e-01            2.67605634e-01           -9.14204153e-01
   4.86000000e-02       2.88732394e-01           -8.76267675e-01            2.74647887e-01           -9.06262074e-01
   4.87000000e-02       2.95774648e-01           -8.69353787e-01            2.81690141e-01           -8.98051417e-01
   4.88000000e-02       2.95774648e-01           -8.59146475e-01            2.88732394e-01           -8.89541448e-01
   4.89000000e-02       3.02816901e-01           -8.53430120e-01            2.95774648e-01           -8.80819607e-01
   4.90000000e-02       3.09859155e-01           -8.44088425e-01            3.02816901e-01           -8.71966751e-01
   4.91000000e-02       3.16901408e-01           -8.36867915e-01            3.02816901e-01           -8.64044497e-01
   4.92000000e-02       3.23943662e-01           -8.28954179e-01            3.09859155e-01           -8.57256972e-01
   4.93000000e-02       3.38028169e-01           -8.20286469e-01            3.16901408e-01           -8.50192548e-01
   4.94000000e-02       3.38028169e-01           -8.13944899e-01            3.23943662e-01           -8.42831424e-01
   4.95000000e-02       3.45070423e-01           -8.04613812e-01            3.30985915e-01           -8.35172164e-01
   4.96000000e-02       3.52112676e-01           -7.97822642e-01            3.38028169e-01           -8.27177469e-01
   4.97000000e-02       3.59154930e-01           -7.88953847e-01            3.45070423e-01           -8.18886337e-01
   4.98000000e-02       3.59154930e-01           -7.81424097e-01            3.52112676e-01           -8.10353026e-01
   4.99000000e-02       3.66197183e-01           -7.72776489e-01            3.59154930e-01           -8.01599650e-01
   5.00000000e-02       3.73239437e-01           -7.65628567e-01            3.66197183e-01           -7.92704009e-01
   5.01000000e-02       3.80281690e-01           -7.56829410e-01            3.66197183e-01           -7.85220696e-01
   5.02000000e-02       3.87323944e-01           -7.50215849e-01            3.73239437e-01           -7.78368899e-01
   5.03000000e-02       3.94366197e-01           -7.40549850e-01            3.80281690e-01           -7.71265841e-01
   5.04000000e-02       4.01408451e-01           -7.34368678e-01            3.87323944e-01           -7.63849685e-01
   5.05000000e-02       4.08450704e-01           -7.25009150e-01            3.94366197e-01           -7.56113884e-01
   5.06000000e-02       4.08450704e-01           -7.17281184e-01            4.01408451e-01           -7.48074304e-01
   5.07000000e-02       4.22535211e-01           -7.09000682e-01            4.08450704e-01           -7.39733061e-01
   5.08000000e-02       4.22535211e-01           -7.01545680e-01            4.15492958e-01           -7.31143409e-01
   5.09000000e-02       4.36619718e-01           -6.92997333e-01            4.22535211e-01           -7.22370296e-01
   5.10000000e-02       4.36619718e-01           -6.85541133e-01            4.29577465e-01           -7.13455104e-01
   5.11000000e-02       4.50704225e-01           -6.77536231e-01            4.29577465e-01           -7.06382618e-01
   5.12000000e-02       4.50704225e-01           -6.69564468e-01            4.36619718e-01           -6.99487530e-01
   5.13000000e-02       4.57746479e-01           -6.62006728e-01            4.43661972e-01           -6.92318323e-01
   5.14000000e-02       4.64788732e-01           -6.53098125e-01            4.50704225e-01           -6.84852301e-01
   5.15000000e-02       4.71830986e-01           -6.46530144e-01            4.57746479e-01           -6.77058063e-01
   5.16000000e-02       4.78873239e-01           -6.37678186e-01            4.64788732e-01           -6.68951020e-01
   5.17000000e-02       4.85915493e-01           -6.29716040e-01            4.71830986e-01           -6.60568393e-01
   5.18000000e-02       4.92957746e-01           -6.22166418e-01            4.78873239e-01           -6.51938682e-01
   5.19000000e-02       4.92957746e-01           -6.13502170e-01            4.85915493e-01           -6.43126789e-01
   5.20000000e-02       5.00000000e-01           -6.05756584e-01            4.85915493e-01           -6.34239193e-01
   5.21000000e-02       5.07042254e-01           -5.98094119e-01            4.92957746e-01           -6.27528997e-01
   5.22000000e-02       5.14084507e-01           -5.90462034e-01            5.00000000e-01           -6.20593325e-01
   5.23000000e-02       5.21126761e-01           -5.81997675e-01            5.07042254e-01           -6.13370389e-01
   5.24000000e-02       5.28169014e-01           -5.74787651e-01            5.14084507e-01           -6.05835927e-01
   5.25000000e-02       5.35211268e-01           -5.66203068e-01            5.21126761e-01           -5.97989127e-01
   5.26000000e-02       5.42253521e-01           -5.57669999e-01            5.28169014e-01           -5.89827055e-01
   5.27000000e-02       5.49295775e-01           -5.50584592e-01            5.35211268e-01           -5.81387610e-01
   5.28000000e-02       5.56338028e-01           -5.41667548e-01            5.42253521e-01           -5.72726406e-01
   5.29000000e-02       5.56338028e-01           -5.34598288e-01            5.49295775e-01           -5.63887536e-01
   5.30000000e-02       5.70422535e-01           -5.26092668e-01            5.49295775e-01           -5.55423902e-01
   5.31000000e-02       5.70422535e-01           -5.18008107e-01            5.56338028e-01           -5.48675922e-01
   5.32000000e-02       5.77464789e-01           -5.10560073e-01            5.63380282e-01           -5.41682755e-01
   5.33000000e-02       5.84507042e-01           -5.02115115e-01            5.70422535e-01           -5.34409558e-01
   5.34000000e-02       5.91549296e-01           -4.94415861e-01            5.77464789e-01           -5.26816409e-01
   5.35000000e-02       5.98591549e-01           -4.86625521e-01            5.84507042e-01           -5.18902641e-01
   5.36000000e-02       6.05633803e-01           -4.78564253e-01            5.91549296e-01           -5.10692149e-01
   5.37000000e-02       6.12676056e-01           -4.70847359e-01            5.98591549e-01           -5.02206377e-01
   5.38000000e-02       6.19718310e-01           -4.62345845e-01            6.05633803e-01           -4.93501293e-01
   5.39000000e-02       6.19718310e-01           -4.54456967e-01            6.12676056e-01           -4.84644023e-01
   5.40000000e-02       6.33802817e-01           -4.46739273e-01            6.12676056e-01           -4.76596239e-01
   5.41000000e-02       6.33802817e-01           -4.38342894e-01            6.19718310e-01           -4.69812302e-01
   5.42000000e-02       6.40845070e-01           -4.31140867e-01            6.26760563e-01           -4.62769678e-01
   5.43000000e-02       6.47887324e-01           -4.22694597e-01            6.33802817e-01           -4.55431524e-01
   5.44000000e-02       6.54929577e-01           -4.14773254e-01            6.40845070e-01           -4.47784303e-01
   5.45000000e-02       6.61971831e-01           -4.07681421e-01            6.47887324e-01           -4.39812752e-01
   5.46000000e-02       6.69014085e-01           -3.99198888e-01            6.54929577e-01           -4.31541297e-01
   5.47000000e-02       6.76056338e-01           -3.90586027e-01            6.61971831e-01           -4.23016782e-01
   5.48000000e-02       6.83098592e-01           -3.83017474e-01            6.69014085e-01           -4.14277639e-01
   5.49000000e-02       6.90140845e-01           -3.74846653e-01            6.76056338e-01           -4.05390322e-01
   5.50000000e-02       6.90140845e-01           -3.66992113e-01            6.76056338e-01           -3.97769196e-01
   5.51000000e-02       2.95774648e-01            3.69063409e-01            6.83098592e-01           -3.90933807e-01
   5.52000000e-02       3.02816901e-01            3.78089426e-01            6.90140845e-01           -3.83844725e-01
   5.53000000e-02       3.09859155e-01            3.85559092e-01            6.97183099e-01           -3.76449791e-01
   5.54000000e-02       3.09859155e-01            3.93585693e-01            3.02816901e-01            3.78178036e-01
   5.55000000e-02       3.16901408e-01            4.01331019e-01            3.09859155e-01            3.86137750e-01
   5.56000000e-02       3.23943662e-01            4.09608958e-01            3.16901408e-01            3.93779012e-01
   5.57000000e-02       3.30985915e-01            4.17469644e-01            3.23943662e-01            4.01111286e-01
   5.58000000e-02       3.38028169e-01            4.25365915e-01            3.30985915e-01            4.08143107e-01
   5.59000000e-02       3.45070423e-01            4.33787263e-01            3.38028169e-01            4.14923668e-01
   5.60000000e-02       3.52112676e-01            4.41192240e-01            3.38028169e-01            4.23025405e-01
   5.61000000e-02       3.59154930e-01            4.49895440e-01            3.45070423e-01            4.31881125e-01
   5.62000000e-02       3.66197183e-01            4.57859728e-01            3.52112676e-01            4.40583531e-01
   5.63000000e-02       3.66197183e-01            4.64892399e-01            3.59154930e-01            4.49059311e-01
   5.64000000e-02       3.80281690e-01            4.73158760e-01            3.66197183e-01            4.57264502e-01
   5.65000000e-02       3.87323944e-01            4.80710508e-01            3.73239437e-01            4.65172179e-01
   5.66000000e-02       3.87323944e-01            4.89604911e-01            3.80281690e-01            4.72753520e-01
   5.67000000e-02       3.94366197e-01            4.97327789e-01            3.87323944e-01            4.80021344e-01
   5.68000000e-02       4.01408451e-01            5.04950566e-01            3.94366197e-01            4.87009323e-01
   5.69000000e-02       4.08450704e-01            5.13710260e-01            4.01408451e-01            4.93748103e-01
   5.70000000e-02       4.15492958e-01            5.21497679e-01            4.01408451e-01            5.02272202e-01
   5.71000000e-02       4.22535211e-01            5.29269498e-01            4.08450704e-01            5.11103699e-01
   5.72000000e-02       4.29577465e-01            5.37242522e-01            4.15492958e-01            5.19761796e-01
