# Bai toan truyen song 1D 
# Phuong phap sai phan huu han hien
# Ghi lai vi tri va bien do cua dinh song tai moi thoi diem
#

####################################################################################################
#           t (s)  x_dinh_song_num (m)       u_dinh_song_num (m)      x_dinh_song_anal (m)      u_dinh_song_anal (m)
   5.73000000e-02       4.36619718e-01            5.44704790e-01            4.22535211e-01            5.28196715e-01
   5.74000000e-02       4.36619718e-01            5.52635388e-01            4.29577465e-01            5.36347456e-01
   5.75000000e-02       4.43661972e-01            5.60637152e-01            4.36619718e-01            5.44188585e-01
   5.76000000e-02       4.50704225e-01            5.69239587e-01            4.43661972e-01            5.51716686e-01
   5.77000000e-02       4.57746479e-01            5.77138516e-01            4.50704225e-01            5.58928156e-01
   5.78000000e-02       4.64788732e-01            5.84849296e-01            4.57746479e-01            5.65859993e-01
   5.79000000e-02       4.71830986e-01            5.93506041e-01            4.57746479e-01            5.72584837e-01
   5.80000000e-02       4.78873239e-01            6.01181466e-01            4.64788732e-01            5.81508978e-01
   5.81000000e-02       4.85915493e-01            6.08331301e-01            4.71830986e-01            5.90319122e-01
   5.82000000e-02       4.92957746e-01            6.16731405e-01            4.78873239e-01            5.98939199e-01
   5.83000000e-02       5.00000000e-01            6.24551149e-01            4.85915493e-01            6.07317711e-01
   5.84000000e-02       5.00000000e-01            6.32465352e-01            4.92957746e-01            6.15419025e-01
   5.85000000e-02       5.07042254e-01            6.40782413e-01            5.00000000e-01            6.23200744e-01
   5.86000000e-02       5.14084507e-01            6.48243722e-01            5.07042254e-01            6.30661849e-01
   5.87000000e-02       5.21126761e-01            6.56595569e-01            5.14084507e-01            6.37825281e-01
   5.88000000e-02       5.28169014e-01            6.64913766e-01            5.21126761e-01            6.44709355e-01
   5.89000000e-02       5.35211268e-01            6.72429621e-01            5.21126761e-01            6.51841639e-01
   5.90000000e-02       5.42253521e-01            6.80389750e-01            5.28169014e-01            6.60749207e-01
   5.91000000e-02       5.49295775e-01            6.88574536e-01            5.35211268e-01            6.69521210e-01
   5.92000000e-02       5.56338028e-01            6.96262348e-01            5.42253521e-01            6.78107432e-01
   5.93000000e-02       5.63380282e-01            7.03972047e-01            5.49295775e-01            6.86436349e-01
   5.94000000e-02       5.63380282e-01            7.11760415e-01            5.56338028e-01            6.94471986e-01
   5.95000000e-02       5.70422535e-01            7.20257641e-01            5.63380282e-01            7.02201609e-01
   5.96000000e-02       5.77464789e-01            7.28540333e-01            5.70422535e-01            7.09603931e-01
   5.97000000e-02       5.84507042e-01            7.36328874e-01            5.77464789e-01            7.16704476e-01
   5.98000000e-02       5.91549296e-01            7.44417153e-01            5.84507042e-01            7.23551689e-01
   5.99000000e-02       5.98591549e-01            7.52445139e-01            5.84507042e-01            7.31088283e-01
   6.00000000e-02       6.05633803e-01            7.59786948e-01            5.91549296e-01            7.39983798e-01
   6.01000000e-02       6.12676056e-01            7.67474673e-01            5.98591549e-01            7.48725395e-01
   6.02000000e-02       6.19718310e-01            7.75670352e-01            6.05633803e-01            7.57258141e-01
   6.03000000e-02       6.19718310e-01            7.83073107e-01            6.12676056e-01            7.65544556e-01
   6.04000000e-02       6.26760563e-01            7.91919437e-01            6.19718310e-01            7.73523037e-01
   6.05000000e-02       6.33802817e-01            8.00036467e-01            6.26760563e-01            7.81181251e-01
   6.06000000e-02       6.40845070e-01            8.07424239e-01            6.33802817e-01            7.88536271e-01
   6.07000000e-02       6.47887324e-01            8.15453257e-01            6.40845070e-01            7.95583941e-01
   6.08000000e-02       6.54929577e-01            8.23661148e-01            6.47887324e-01            8.02375111e-01
   6.09000000e-02       6.61971831e-01            8.31124846e-01            6.47887324e-01            8.10343279e-01
   6.10000000e-02       6.69014085e-01            8.38800662e-01            6.54929577e-01            8.19202248e-01
   6.11000000e-02       6.76056338e-01            8.47227372e-01            6.61971831e-01            8.27922207e-01
   6.12000000e-02       6.83098592e-01            8.55224227e-01            6.69014085e-01            8.36411764e-01
   6.13000000e-02       6.90140845e-01            8.62474221e-01            6.76056338e-01            8.44628981e-01
   6.14000000e-02       6.90140845e-01            8.71032612e-01            6.83098592e-01            8.52564267e-01
   6.15000000e-02       6.97183099e-01            8.79058504e-01            6.90140845e-01            8.60162669e-01
   6.16000000e-02       7.04225352e-01            8.87115445e-01            6.97183099e-01            8.67441996e-01
   6.17000000e-02       7.11267606e-01            8.95289602e-01            7.04225352e-01            8.74458039e-01
   6.18000000e-02       7.18309859e-01            9.03107018e-01            7.11267606e-01            8.81205519e-01
   6.19000000e-02       7.25352113e-01            9.10795137e-01            7.11267606e-01            8.89595617e-01
   6.20000000e-02       7.32394366e-01            9.18677644e-01            7.18309859e-01            8.98432967e-01
   6.21000000e-02       7.39436620e-01            9.26426627e-01            7.25352113e-01            9.07090023e-01
   6.22000000e-02       7.39436620e-01            9.34006975e-01            7.32394366e-01            9.15560016e-01
   6.23000000e-02       7.46478873e-01            9.42341248e-01            7.39436620e-01            9.23723132e-01
   6.24000000e-02       7.53521127e-01            9.50482130e-01            7.46478873e-01            9.31564691e-01
   6.25000000e-02       7.60563380e-01            9.58682056e-01            7.53521127e-01            9.39143790e-01
   6.26000000e-02       7.67605634e-01            9.66648513e-01            7.60563380e-01            9.46361340e-01
   6.27000000e-02       7.74647887e-01            9.73882619e-01            7.67605634e-01            9.53278154e-01
   6.28000000e-02       7.81690141e-01            9.80385344e-01            7.74647887e-01            9.60057820e-01
   6.29000000e-02       7.81690141e-01            9.86343839e-01            7.74647887e-01            9.68783917e-01
   6.30000000e-02       7.88732394e-01            9.88479875e-01            7.81690141e-01            9.77696194e-01
   6.31000000e-02       7.88732394e-01            9.84674106e-01            7.88732394e-01            9.86296510e-01
   6.32000000e-02       7.88732394e-01            9.73334285e-01            7.95774648e-01            9.94427868e-01
   6.33000000e-02       7.88732394e-01            9.58114657e-01            7.95774648e-01            9.93885048e-01
   6.34000000e-02       7.60563380e-01            9.44589771e-01            7.88732394e-01            9.86039017e-01
   6.35000000e-02       7.60563380e-01            9.41791066e-01            7.81690141e-01            9.77562863e-01
   6.36000000e-02       7.60563380e-01            9.36295507e-01            7.74647887e-01            9.68805686e-01
   6.37000000e-02       7.60563380e-01            9.25491865e-01            7.67605634e-01            9.60029934e-01
   6.38000000e-02       7.39436620e-01            9.15014097e-01            7.67605634e-01            9.51655978e-01
   6.39000000e-02       7.39436620e-01            9.10923338e-01            7.60563380e-01            9.44940085e-01
   6.40000000e-02       7.39436620e-01            9.01686900e-01            7.53521127e-01            9.37931811e-01
   6.41000000e-02       7.32394366e-01            8.91164101e-01            7.46478873e-01            9.30603375e-01
   6.42000000e-02       7.18309859e-01            8.86328268e-01            7.39436620e-01            9.23019225e-01
   6.43000000e-02       7.18309859e-01            8.78139850e-01            7.32394366e-01            9.15085673e-01
   6.44000000e-02       7.04225352e-01            8.68166782e-01            7.25352113e-01            9.06831921e-01
   6.45000000e-02       7.04225352e-01            8.61535492e-01            7.18309859e-01            8.98352507e-01
   6.46000000e-02       6.97183099e-01            8.53283032e-01            7.11267606e-01            8.89634968e-01
   6.47000000e-02       6.83098592e-01            8.44340270e-01            7.04225352e-01            8.80750828e-01
   6.48000000e-02       6.83098592e-01            8.38624651e-01            7.04225352e-01            8.72868391e-01
   6.49000000e-02       6.83098592e-01            8.27579176e-01            6.97183099e-01            8.66050903e-01
   6.50000000e-02       6.69014085e-01            8.22259098e-01            6.90140845e-01            8.59004457e-01
   6.51000000e-02       6.69014085e-01            8.12632046e-01            6.83098592e-01            8.51649129e-01
   6.52000000e-02       6.54929577e-01            8.04981541e-01            6.76056338e-01            8.43965491e-01
   6.53000000e-02       6.54929577e-01            7.97358867e-01            6.69014085e-01            8.35986205e-01
   6.54000000e-02       6.40845070e-01            7.88173233e-01            6.61971831e-01            8.27698529e-01
   6.55000000e-02       6.40845070e-01            7.81801492e-01            6.54929577e-01            8.19145306e-01
   6.56000000e-02       6.33802817e-01            7.72222902e-01            6.47887324e-01            8.10406045e-01
   6.57000000e-02       6.26760563e-01            7.66385589e-01            6.40845070e-01            8.01512698e-01
   6.58000000e-02       6.19718310e-01            7.56898528e-01            6.40845070e-01            7.94032464e-01
   6.59000000e-02       6.12676056e-01            7.50147063e-01            6.33802817e-01            7.87185521e-01
   6.60000000e-02       6.05633803e-01            7.41459897e-01            6.26760563e-01            7.80065528e-01
   6.61000000e-02       5.98591549e-01            7.33473474e-01            6.19718310e-01            7.72658809e-01
   6.62000000e-02       5.98591549e-01            7.25508940e-01            6.12676056e-01            7.64926017e-01
   6.63000000e-02       5.84507042e-01            7.17230069e-01            6.05633803e-01            7.56871448e-01
   6.64000000e-02       5.84507042e-01            7.10418095e-01            5.98591549e-01            7.48539255e-01
   6.65000000e-02       5.70422535e-01            7.01774183e-01            5.91549296e-01            7.39951726e-01
   6.66000000e-02       5.70422535e-01            6.94154932e-01            5.84507042e-01            7.31165742e-01
   6.67000000e-02       5.56338028e-01            6.85400382e-01            5.77464789e-01            7.22259790e-01
   6.68000000e-02       5.56338028e-01            6.78020424e-01            5.77464789e-01            7.15186208e-01
   6.69000000e-02       5.49295775e-01            6.70122044e-01            5.70422535e-01            7.08297743e-01
   6.70000000e-02       5.42253521e-01            6.62011874e-01            5.63380282e-01            7.01131521e-01
   6.71000000e-02       5.35211268e-01            6.53730616e-01            5.56338028e-01            6.93653183e-01
   6.72000000e-02       5.28169014e-01            6.45999616e-01            5.49295775e-01            6.85865277e-01
   6.73000000e-02       5.21126761e-01            6.37930422e-01            5.42253521e-01            6.77760255e-01
   6.74000000e-02       5.21126761e-01            6.30331404e-01            5.35211268e-01            6.69366413e-01
   6.75000000e-02       5.07042254e-01            6.21985541e-01            5.28169014e-01            6.60743399e-01
   6.76000000e-02       5.07042254e-01            6.14484950e-01            5.21126761e-01            6.51933261e-01
   6.77000000e-02       5.00000000e-01            6.06478875e-01            5.21126761e-01            6.43050337e-01
   6.78000000e-02       4.92957746e-01            5.97485473e-01            5.14084507e-01            6.36343463e-01
   6.79000000e-02       4.85915493e-01            5.90676235e-01            5.07042254e-01            6.29397181e-01
   6.80000000e-02       4.78873239e-01            5.81906553e-01            5.00000000e-01            6.22179125e-01
   6.81000000e-02       4.71830986e-01            5.74602683e-01            4.92957746e-01            6.14646849e-01
   6.82000000e-02       4.64788732e-01            5.66215552e-01            4.85915493e-01            6.06789738e-01
   6.83000000e-02       4.64788732e-01            5.58035137e-01            4.78873239e-01            5.98632761e-01
   6.84000000e-02       4.57746479e-01            5.50041443e-01            4.71830986e-01            5.90195069e-01
   6.85000000e-02       4.50704225e-01            5.42537926e-01            4.64788732e-01            5.81524399e-01
   6.86000000e-02       4.36619718e-01            5.34331644e-01            4.57746479e-01            5.72691399e-01
   6.87000000e-02       4.36619718e-01            5.26509734e-01            4.57746479e-01            5.64229869e-01
   6.88000000e-02       4.29577465e-01            5.18707879e-01            4.50704225e-01            5.57486091e-01
   6.89000000e-02       4.22535211e-01            5.10162687e-01            4.43661972e-01            5.50495609e-01
   6.90000000e-02       4.15492958e-01            5.03245209e-01            4.36619718e-01            5.43212664e-01
   6.91000000e-02       4.08450704e-01            4.94198005e-01            4.29577465e-01            5.35623699e-01
   6.92000000e-02       4.08450704e-01            4.86400879e-01            4.22535211e-01            5.27711898e-01
   6.93000000e-02       3.94366197e-01            4.79292057e-01            4.15492958e-01            5.19491887e-01
   6.94000000e-02       3.87323944e-01            4.70499670e-01            4.08450704e-01            5.11010935e-01
   6.95000000e-02       3.80281690e-01            4.62838339e-01            4.01408451e-01            5.02307741e-01
   6.96000000e-02       3.73239437e-01            4.54488023e-01            3.94366197e-01            4.93441662e-01
   6.97000000e-02       3.73239437e-01            4.47192562e-01            3.94366197e-01            4.85410818e-01
   6.98000000e-02       3.66197183e-01            4.39044765e-01            3.87323944e-01            4.78617459e-01
   6.99000000e-02       3.59154930e-01            4.31150844e-01            3.80281690e-01            4.71578669e-01
   7.00000000e-02       3.52112676e-01            4.23245458e-01            3.73239437e-01            4.64243064e-01
   7.01000000e-02       3.45070423e-01            4.15323272e-01            3.66197183e-01            4.56586042e-01
   7.02000000e-02       3.38028169e-01            4.07835797e-01            3.59154930e-01            4.48618706e-01
   7.03000000e-02       3.30985915e-01            3.99048263e-01            3.52112676e-01            4.40349448e-01
   7.04000000e-02       3.30985915e-01            3.91196169e-01            3.45070423e-01            4.31815344e-01
   7.05000000e-02       3.16901408e-01            3.83109164e-01            3.38028169e-01            4.23081446e-01
   7.06000000e-02       3.16901408e-01            3.75494240e-01            3.30985915e-01            4.14196468e-01
   7.07000000e-02       3.09859155e-01            3.67887837e-01            3.30985915e-01            4.06579519e-01
   7.08000000e-02       7.11267606e-01           -3.67320981e-01            3.23943662e-01            3.99747715e-01
   7.09000000e-02       7.04225352e-01           -3.75843182e-01            3.16901408e-01            3.92648333e-01
   7.10000000e-02       6.90140845e-01           -3.83287068e-01            3.09859155e-01            3.85257484e-01
   7.11000000e-02       6.90140845e-01           -3.92312187e-01            3.02816901e-01            3.77545129e-01
   7.12000000e-02       6.83098592e-01           -3.99265101e-01            6.97183099e-01           -3.77332859e-01
   7.13000000e-02       6.76056338e-01           -4.07982131e-01            6.90140845e-01           -3.84975136e-01
   7.14000000e-02       6.69014085e-01           -4.16270237e-01            6.83098592e-01           -3.92297471e-01
   7.15000000e-02       6.61971831e-01           -4.23650080e-01            6.76056338e-01           -3.99335251e-01
   7.16000000e-02       6.54929577e-01           -4.32441797e-01            6.69014085e-01           -4.06116534e-01
   7.17000000e-02       6.47887324e-01           -4.39623830e-01            6.69014085e-01           -4.14223755e-01
   7.18000000e-02       6.40845070e-01           -4.47429032e-01            6.61971831e-01           -4.23082193e-01
   7.19000000e-02       6.40845070e-01           -4.55475825e-01            6.54929577e-01           -4.31775187e-01
   7.20000000e-02       6.33802817e-01           -4.63773568e-01            6.47887324e-01           -4.40255929e-01
   7.21000000e-02       6.26760563e-01           -4.71303464e-01            6.40845070e-01           -4.48462678e-01
   7.22000000e-02       6.19718310e-01           -4.80049752e-01            6.33802817e-01           -4.56360780e-01
   7.23000000e-02       6.12676056e-01           -4.87410834e-01            6.26760563e-01           -4.63947123e-01
   7.24000000e-02       6.05633803e-01           -4.95967523e-01            6.19718310e-01           -4.71215905e-01
   7.25000000e-02       5.98591549e-01           -5.04206314e-01            6.12676056e-01           -4.78194715e-01
   7.26000000e-02       5.91549296e-01           -5.10703401e-01            6.05633803e-01           -4.84939194e-01
   7.27000000e-02       5.84507042e-01           -5.19302127e-01            6.05633803e-01           -4.93465183e-01
   7.28000000e-02       5.77464789e-01           -5.26628931e-01            5.98591549e-01           -5.02301425e-01
   7.29000000e-02       5.77464789e-01           -5.35613537e-01            5.91549296e-01           -5.10961910e-01
   7.30000000e-02       5.70422535e-01           -5.43017385e-01            5.84507042e-01           -5.19387421e-01
   7.31000000e-02       5.63380282e-01           -5.51201981e-01            5.77464789e-01           -5.27542800e-01
   7.32000000e-02       5.56338028e-01           -5.59644340e-01            5.70422535e-01           -5.35385421e-01
   7.33000000e-02       5.49295775e-01           -5.66854261e-01            5.63380282e-01           -5.42903905e-01
   7.34000000e-02       5.42253521e-01           -5.74801241e-01            5.56338028e-01           -5.50120492e-01
   7.35000000e-02       5.35211268e-01           -5.82634078e-01            5.49295775e-01           -5.57053551e-01
   7.36000000e-02       5.28169014e-01           -5.90888835e-01            5.49295775e-01           -5.63782996e-01
   7.37000000e-02       5.21126761e-01           -5.99022451e-01            5.42253521e-01           -5.72710617e-01
   7.38000000e-02       5.14084507e-01           -6.06380618e-01            5.35211268e-01           -5.81511236e-01
   7.39000000e-02       5.07042254e-01           -6.14381796e-01            5.28169014e-01           -5.90136070e-01
   7.40000000e-02       5.07042254e-01           -6.22486172e-01            5.21126761e-01           -5.98517029e-01
   7.41000000e-02       5.00000000e-01           -6.31290928e-01            5.14084507e-01           -6.06608054e-01
   7.42000000e-02       4.92957746e-01           -6.38688865e-01            5.07042254e-01           -6.14394820e-01
   7.43000000e-02       4.85915493e-01           -6.46614401e-01            5.00000000e-01           -6.21857766e-01
   7.44000000e-02       4.78873239e-01           -6.55526575e-01            4.92957746e-01           -6.29010651e-01
   7.45000000e-02       4.71830986e-01           -6.62753892e-01            4.85915493e-01           -6.35900783e-01
   7.46000000e-02       4.64788732e-01           -6.70425130e-01            4.85915493e-01           -6.43034200e-01
   7.47000000e-02       4.57746479e-01           -6.78658403e-01            4.78873239e-01           -6.51946998e-01
   7.48000000e-02       4.57746479e-01           -6.86050089e-01            4.71830986e-01           -6.60722901e-01
   7.49000000e-02       4.50704225e-01           -6.94807399e-01            4.64788732e-01           -6.69297747e-01
   7.50000000e-02       4.43661972e-01           -7.02232398e-01            4.57746479e-01           -6.77632202e-01
   7.51000000e-02       4.36619718e-01           -7.10514028e-01            4.50704225e-01           -6.85670909e-01
   7.52000000e-02       4.29577465e-01           -7.19040149e-01            4.43661972e-01           -6.93388125e-01
   7.53000000e-02       4.22535211e-01           -7.26582501e-01            4.36619718e-01           -7.00796920e-01
   7.54000000e-02       4.15492958e-01           -7.34360545e-01            4.29577465e-01           -7.07900255e-01
   7.55000000e-02       4.08450704e-01           -7.42012639e-01            4.22535211e-01           -7.14734518e-01
   7.56000000e-02       4.08450704e-01           -7.49483445e-01            4.22535211e-01           -7.22292205e-01
   7.57000000e-02       4.01408451e-01           -7.57714465e-01            4.15492958e-01           -7.31174334e-01
   7.58000000e-02       3.94366197e-01           -7.65728603e-01            4.08450704e-01           -7.39922576e-01
   7.59000000e-02       3.87323944e-01           -7.73932747e-01            4.01408451e-01           -7.48460576e-01
   7.60000000e-02       3.80281690e-01           -7.81693410e-01            3.94366197e-01           -7.56731633e-01
   7.61000000e-02       3.73239437e-01           -7.89736190e-01            3.87323944e-01           -7.64717886e-01
   7.62000000e-02       3.66197183e-01           -7.97980639e-01            3.80281690e-01           -7.72380909e-01
   7.63000000e-02       3.59154930e-01           -8.05399442e-01            3.73239437e-01           -7.79718742e-01
   7.64000000e-02       3.52112676e-01           -8.13267095e-01            3.66197183e-01           -7.86776338e-01
   7.65000000e-02       3.45070423e-01           -8.21736780e-01            3.59154930e-01           -7.93572468e-01
   7.66000000e-02       3.38028169e-01           -8.29160830e-01            3.59154930e-01           -8.01540925e-01
   7.67000000e-02       3.38028169e-01           -8.37055313e-01            3.52112676e-01           -8.10409059e-01
   7.68000000e-02       3.23943662e-01           -8.44991347e-01            3.45070423e-01           -8.19108108e-01
   7.69000000e-02       3.23943662e-01           -8.52739687e-01            3.38028169e-01           -8.27608231e-01
   7.70000000e-02       3.16901408e-01           -8.61552038e-01            3.30985915e-01           -8.35834575e-01
   7.71000000e-02       3.09859155e-01           -8.69500915e-01            3.23943662e-01           -8.43744625e-01
   7.72000000e-02       3.02816901e-01           -8.77066755e-01            3.16901408e-01           -8.51356999e-01
   7.73000000e-02       2.95774648e-01           -8.85552898e-01            3.09859155e-01           -8.58646106e-01
   7.74000000e-02       2.88732394e-01           -8.93544985e-01            3.02816901e-01           -8.65631580e-01
   7.75000000e-02       2.81690141e-01           -9.00717680e-01            2.95774648e-01           -8.72398771e-01
   7.76000000e-02       2.74647887e-01           -9.08541443e-01            2.95774648e-01           -8.80775901e-01
   7.77000000e-02       2.67605634e-01           -9.16485894e-01            2.88732394e-01           -8.89630069e-01
   7.78000000e-02       2.67605634e-01           -9.24606495e-01            2.81690141e-01           -8.98307208e-01
   7.79000000e-02       2.60563380e-01           -9.33069254e-01            2.74647887e-01           -9.06731327e-01
   7.80000000e-02       2.53521127e-01           -9.40938544e-01            2.67605634e-01           -9.14919586e-01
   7.81000000e-02       2.46478873e-01           -9.48865226e-01            2.60563380e-01           -9.22786422e-01
   7.82000000e-02       2.39436620e-01           -9.56850528e-01            2.53521127e-01           -9.30299008e-01
   7.83000000e-02       2.32394366e-01           -9.64413048e-01            2.46478873e-01           -9.37558788e-01
   7.84000000e-02       2.25352113e-01           -9.71825137e-01            2.39436620e-01           -9.44512818e-01
   7.85000000e-02       2.25352113e-01           -9.78673747e-01            2.32394366e-01           -9.51179302e-01
   7.86000000e-02       2.18309859e-01           -9.84961546e-01            2.32394366e-01           -9.60053146e-01
   7.87000000e-02       2.11267606e-01           -9.87471842e-01            2.25352113e-01           -9.68795737e-01
   7.88000000e-02       2.11267606e-01           -9.85185109e-01            2.18309859e-01           -9.77501000e-01
   7.89000000e-02       2.11267606e-01           -9.76165907e-01            2.11267606e-01           -9.85935959e-01
   7.90000000e-02       2.11267606e-01           -9.62710063e-01            2.04225352e-01           -9.93706668e-01
   7.91000000e-02       2.18309859e-01           -9.45099846e-01            2.04225352e-01           -9.94555619e-01
   7.92000000e-02       2.39436620e-01           -9.39697308e-01            2.11267606e-01           -9.86340462e-01
   7.93000000e-02       2.46478873e-01           -9.35470489e-01            2.18309859e-01           -9.77711521e-01
   7.94000000e-02       2.46478873e-01           -9.28389420e-01            2.25352113e-01           -9.68764589e-01
   7.95000000e-02       2.46478873e-01           -9.16349761e-01            2.25352113e-01           -9.60536598e-01
   7.96000000e-02       2.67605634e-01           -9.08264018e-01            2.32394366e-01           -9.53708936e-01
   7.97000000e-02       2.67605634e-01           -9.02746792e-01            2.39436620e-01           -9.46729490e-01
   7.98000000e-02       2.67605634e-01           -8.94278767e-01            2.46478873e-01           -9.39449392e-01
   7.99000000e-02       2.74647887e-01           -8.82679385e-01            2.53521127e-01           -9.31799323e-01
   8.00000000e-02       2.88732394e-01           -8.79003310e-01            2.60563380e-01           -9.23885961e-01
   8.01000000e-02       2.88732394e-01           -8.71042315e-01            2.67605634e-01           -9.15661550e-01
   8.02000000e-02       2.95774648e-01           -8.59638861e-01            2.74647887e-01           -9.07136484e-01
   8.03000000e-02       3.02816901e-01           -8.53762920e-01            2.81690141e-01           -8.98435548e-01
   8.04000000e-02       3.09859155e-01           -8.46066271e-01            2.88732394e-01           -8.89571432e-01
   8.05000000e-02       3.16901408e-01           -8.35872782e-01            2.88732394e-01           -8.81673119e-01
   8.06000000e-02       3.23943662e-01           -8.31219684e-01            2.95774648e-01           -8.74877704e-01
   8.07000000e-02       3.23943662e-01           -8.22030206e-01            3.02816901e-01           -8.67801190e-01
   8.08000000e-02       3.38028169e-01           -8.13444607e-01            3.09859155e-01           -8.60453052e-01
   8.09000000e-02       3.38028169e-01           -8.06311182e-01            3.16901408e-01           -8.52785398e-01
   8.10000000e-02       3.45070423e-01           -7.96716659e-01            3.23943662e-01           -8.44781185e-01
   8.11000000e-02       3.52112676e-01           -7.89409198e-01            3.30985915e-01           -8.36500610e-01
   8.12000000e-02       3.59154930e-01           -7.82634961e-01            3.38028169e-01           -8.27959738e-01
   8.13000000e-02       3.73239437e-01           -7.73077790e-01            3.45070423e-01           -8.19199739e-01
   8.14000000e-02       3.73239437e-01           -7.66916035e-01            3.52112676e-01           -8.10313922e-01
   8.15000000e-02       3.80281690e-01           -7.56539756e-01            3.52112676e-01           -8.02835678e-01
   8.16000000e-02       3.87323944e-01           -7.50981371e-01            3.59154930e-01           -7.95991958e-01
   8.17000000e-02       3.94366197e-01           -7.41139760e-01            3.66197183e-01           -7.88883104e-01
   8.18000000e-02       4.01408451e-01           -7.33939525e-01            3.73239437e-01           -7.81459499e-01
   8.19000000e-02       4.01408451e-01           -7.26107661e-01            3.80281690e-01           -7.73730063e-01
   8.20000000e-02       4.08450704e-01           -7.17282442e-01            3.87323944e-01           -7.65684438e-01
   8.21000000e-02       4.15492958e-01           -7.10869954e-01            3.94366197e-01           -7.57337113e-01
   8.22000000e-02       4.22535211e-01           -7.01155472e-01            4.01408451e-01           -7.48753617e-01
   8.23000000e-02       4.29577465e-01           -6.95216051e-01            4.08450704e-01           -7.39975411e-01
   8.24000000e-02       4.36619718e-01           -6.85031635e-01            4.15492958e-01           -7.31056216e-01
   8.25000000e-02       4.43661972e-01           -6.79084742e-01            4.15492958e-01           -7.24003376e-01
   8.26000000e-02       4.50704225e-01           -6.69494173e-01            4.22535211e-01           -7.17102247e-01
   8.27000000e-02       4.57746479e-01           -6.62524900e-01            4.29577465e-01           -7.09937637e-01
   8.28000000e-02       4.57746479e-01           -6.53710838e-01            4.36619718e-01           -7.02466608e-01
   8.29000000e-02       4.64788732e-01           -6.46055877e-01            4.43661972e-01           -6.94666531e-01
   8.30000000e-02       4.71830986e-01           -6.38448134e-01            4.50704225e-01           -6.86563560e-01
   8.31000000e-02       4.78873239e-01           -6.30063500e-01            4.57746479e-01           -6.78176121e-01
   8.32000000e-02       4.85915493e-01           -6.22666395e-01            4.64788732e-01           -6.69541928e-01
   8.33000000e-02       5.00000000e-01           -6.14316673e-01            4.71830986e-01           -6.60734789e-01
   8.34000000e-02       4.92957746e-01           -6.05924696e-01            4.71830986e-01           -6.51857388e-01
   8.35000000e-02       5.07042254e-01           -5.98792429e-01            4.78873239e-01           -6.45151313e-01
   8.36000000e-02       5.07042254e-01           -5.89967278e-01            4.85915493e-01           -6.38211721e-01
   8.37000000e-02       5.21126761e-01           -5.83280900e-01            4.92957746e-01           -6.30983358e-01
   8.38000000e-02       5.21126761e-01           -5.73968057e-01            5.00000000e-01           -6.23451996e-01
   8.39000000e-02       5.35211268e-01           -5.66641174e-01            5.07042254e-01           -6.15600619e-01
   8.40000000e-02       5.42253521e-01           -5.58307215e-01            5.14084507e-01           -6.07433575e-01
   8.41000000e-02       5.49295775e-01           -5.50656914e-01            5.21126761e-01           -5.98997500e-01
   8.42000000e-02       5.49295775e-01           -5.42434274e-01            5.28169014e-01           -5.90332326e-01
   8.43000000e-02       5.56338028e-01           -5.34928239e-01            5.35211268e-01           -5.81489987e-01
   8.44000000e-02       5.63380282e-01           -5.26719748e-01            5.35211268e-01           -5.73045492e-01
   8.45000000e-02       5.70422535e-01           -5.19421963e-01            5.42253521e-01           -5.66292729e-01
   8.46000000e-02       5.77464789e-01           -5.10586473e-01            5.49295775e-01           -5.59302574e-01
   8.47000000e-02       5.84507042e-01           -5.04002946e-01            5.56338028e-01           -5.52025311e-01
   8.48000000e-02       5.91549296e-01           -4.95065566e-01            5.63380282e-01           -5.44426966e-01
   8.49000000e-02       5.91549296e-01           -4.87316629e-01            5.70422535e-01           -5.36515836e-01
   8.50000000e-02       6.05633803e-01           -4.79101486e-01            5.77464789e-01           -5.28301106e-01
   8.51000000e-02       6.05633803e-01           -4.71487095e-01            5.84507042e-01           -5.19810974e-01
   8.52000000e-02       6.19718310e-01           -4.63330602e-01            5.91549296e-01           -5.11109405e-01
   8.53000000e-02       6.19718310e-01           -4.54802325e-01            5.98591549e-01           -5.02248769e-01
   8.54000000e-02       6.26760563e-01           -4.48013048e-01            5.98591549e-01           -4.94219122e-01
   8.55000000e-02       6.33802817e-01           -4.39630433e-01            6.05633803e-01           -4.87431949e-01
   8.56000000e-02       6.40845070e-01           -4.31927986e-01            6.12676056e-01           -4.80384254e-01
   8.57000000e-02       6.47887324e-01           -4.23565022e-01            6.19718310e-01           -4.73048746e-01
   8.58000000e-02       6.54929577e-01           -4.15681381e-01            6.26760563e-01           -4.65397298e-01
   8.59000000e-02       6.61971831e-01           -4.07370729e-01            6.33802817e-01           -4.57420650e-01
   8.60000000e-02       6.61971831e-01           -3.99723461e-01            6.40845070e-01           -4.49152138e-01
   8.61000000e-02       6.69014085e-01           -3.91618484e-01            6.47887324e-01           -4.40623661e-01
   8.62000000e-02       6.76056338e-01           -3.84261247e-01            6.54929577e-01           -4.31880600e-01
   8.63000000e-02       6.83098592e-01           -3.75989324e-01            6.61971831e-01           -4.22997545e-01
   8.64000000e-02       6.90140845e-01           -3.67227277e-01            6.61971831e-01           -4.15386907e-01
   8.65000000e-02       2.88732394e-01            3.65200480e-01            6.69014085e-01           -4.08554889e-01
   8.66000000e-02       3.02816901e-01            3.72511231e-01            6.76056338e-01           -4.01461994e-01
